S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
11.0,5207.0,FARMERS WORLD,INR,17636500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5412,Eastern Agro Marketing Agencies,17-Sep-2016 09:47 AM,Not Admitted-Fee/PreQual/Technical,,03-Oct-2016 05:20 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12.0,5213.0,Darjeeling Gardens Pvt Ltd,INR,828000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5207,FARMERS WORLD,17-Sep-2016 02:45 AM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
13.0,5236.0,M/S. DSG GROUP OF COMPANIES,INR,5349060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5178,GREEN VISION,17-Sep-2016 10:34 AM,Rejected-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
14.0,5240.0,M/S. AB ASSOCIATES,INR,2179246.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5348,Jaikissan Seeds Corporation,17-Sep-2016 05:46 AM,Rejected-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
15.0,5251.0,M/S. SAIKIA ASSOCIATES,INR,6781320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5096,JK AGRI GENETICS LTD.,17-Sep-2016 01:58 AM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
16.0,5253.0,balaji suppliers,INR,898445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5297,J.K.COMMERCIAL,16-Sep-2016 06:56 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
17.0,5258.0,UPL Ltd,INR,17152000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5367,JUGAL KISHORE MAHANTA,17-Sep-2016 01:17 AM,Rejected-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
18.0,5277.0,M/s Mayur Talukdar,INR,19464635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5048,KHAN BROTHERS,17-Sep-2016 01:48 AM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
19.0,5287.0,North East Traders,INR,2653560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5472,KRISHI SAMADHAN,17-Sep-2016 12:36 PM,Rejected-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
20.0,5297.0,J.K.COMMERCIAL,INR,4053840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5328,Krushana Seeds Pvt Ltd,16-Sep-2016 10:34 PM,Rejected-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
21.0,5299.0,LEISURE LANE,INR,13194300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5299,LEISURE LANE,16-Sep-2016 07:11 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
22.0,5300.0,Murarka Brothers,INR,2506140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5182,M.G. ASSOCIATES,14-Sep-2016 09:57 PM,Not Admitted-Fee/PreQual/Technical,,03-Oct-2016 05:20 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
23.0,5303.0,BIO-CARE ASSOCIATES,INR,5607131.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5494,MRIDUL KUMAR LASKAR,17-Sep-2016 02:08 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
24.0,5312.0,Asomi Enterprise,INR,2653560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,5240,M/S. AB ASSOCIATES,15-Sep-2016 11:22 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
25.0,5344.0,Priyashi Aashi Developers Private Limited,INR,18232320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5236,M/S. DSG GROUP OF COMPANIES,15-Sep-2016 11:12 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
26.0,5354.0,MS KK Suppliers,INR,4717440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,5354,MS KK Suppliers,17-Sep-2016 12:32 AM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
27.0,5378.0,TRINETRA SUPPLY CENTRE,INR,13511000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,5149,MS. KUSHWAHA BEEJ BHANDER,13-Sep-2016 06:29 PM,Not Admitted-Fee/PreQual/Technical,,03-Oct-2016 05:20 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
28.0,5384.0,SHREE KRISHNA ENTERPRISE,INR,3373333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,5277,M/s Mayur Talukdar,16-Sep-2016 05:15 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
29.0,5399.0,SIDDHI VINAYAK ASSOCIATES,INR,3182333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5251,M/S. SAIKIA ASSOCIATES,16-Sep-2016 12:53 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
30.0,5407.0,BALAJI ENTERPRISE,INR,602000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5241,M/S. SARASWATI ASSOCIATES,15-Sep-2016 11:31 PM,Rejected-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
31.0,5494.0,MRIDUL KUMAR LASKAR,INR,4570800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5271,M/S S D ENTERPRISES,16-Sep-2016 03:55 PM,Rejected-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,5086,M/S S.S. ASSOCIATES,16-Sep-2016 08:43 AM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,5486,M/s Urbora Enterprise,17-Sep-2016 02:28 PM,Not Admitted-Fee/PreQual/Technical,,03-Oct-2016 05:20 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,5337,M/S VISHAL CONSTRUCTION,16-Sep-2016 10:23 PM,Rejected-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,5300,Murarka Brothers,16-Sep-2016 10:22 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,5209,Nilimay Bora,17-Sep-2016 12:01 PM,Not Admitted-Finance,accepted,31-Oct-2016 05:03 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,5093,NIRMAL SEEDS PVT.LTD,13-Sep-2016 05:24 PM,Rejected-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,5287,North East Traders,16-Sep-2016 09:55 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,5244,OM SAI ASSOCIATES,16-Sep-2016 01:23 AM,Rejected-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,5197,PARIPOSA SEEDS INDIA PVT LTD,16-Sep-2016 06:14 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,5344,Priyashi Aashi Developers Private Limited,16-Sep-2016 11:12 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,5067,Rasi Seeds Private Limited,16-Sep-2016 01:09 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,5098,R & D ASSOCIATES,15-Sep-2016 10:03 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,5482,R P ENTERPRISE,17-Sep-2016 01:32 PM,Not Admitted-Fee/PreQual/Technical,,03-Oct-2016 05:20 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5091,Savannah Seeds Pvt Ltd,17-Sep-2016 02:09 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,5384,SHREE KRISHNA ENTERPRISE,17-Sep-2016 12:03 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,5399,SIDDHI VINAYAK ASSOCIATES,17-Sep-2016 04:20 AM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,5481,SPECTRUM,17-Sep-2016 02:15 PM,Not Admitted-Fee/PreQual/Technical,,03-Oct-2016 05:20 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,5136,S.S. AGRI SOLUTIONS,14-Sep-2016 05:06 PM,Not Admitted-Fee/PreQual/Technical,,03-Oct-2016 05:20 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5319,Suman Agro Agency,17-Sep-2016 05:27 AM,Rejected-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,5378,TRINETRA SUPPLY CENTRE,17-Sep-2016 03:12 AM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,5258,UPL Ltd,16-Sep-2016 03:17 PM,Accepted-AOC,,07-Aug-2017 12:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
