S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
62,155043,P P PUBLICATION AND GRAPHICS,02-Aug-2022 09:22 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,62,155004,Das Brothers,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
63,154917,Preety Bhumi Offset Press,02-Aug-2022 12:32 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,63,155011,Mahamaya press,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
64,154541,RABINDRA CHAPASAL,01-Aug-2022 12:42 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,64,155014,BHARAT PRESS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
65,155035,Rainsoft Advertising and Publishing,02-Aug-2022 08:18 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,65,155015,M/S NAVANITA PRINTERS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
66,154544,REAL FINA,31-Jul-2022 06:14 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,66,155020,OM PACKAGING INDUSTRIES,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
67,155030,SARAIGHAT OFFSET PRESS,02-Aug-2022 06:44 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,67,155028,GYANAM,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
68,154986,SARAIGHAT PHOTO TYPES PRIVATE LIMITED,02-Aug-2022 11:59 AM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,68,155029,Maa Kamakhya Enterprise,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
69,154834,Saraswati Printers & Publishets Pvt. Ltd.,30-Jul-2022 06:35 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,69,155030,SARAIGHAT OFFSET PRESS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
70,155002,SATI PRINTERS,02-Aug-2022 01:29 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,70,155033,ENGKHONG PUBLICATIONS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
71,154539,Seven Stars Publications Private Limited,29-Jul-2022 01:15 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,71,155034,AMAR JYOTI PRINTERS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
72,154613,SHRICHAITANYA PRESS,30-Jul-2022 09:47 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,72,155035,Rainsoft Advertising and Publishing,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
73,154936,Singhania printing press LLP,02-Aug-2022 05:07 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,73,155037,Harsita s,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
74,154811,SIVAM PRINTERS,30-Jul-2022 11:30 AM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,74,155038,MAA MANASHA PRINTERS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
75,154269,S S Graphics,03-Aug-2022 11:47 AM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,75,155043,P P PUBLICATION AND GRAPHICS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
76,154998,Sunil Binding Works,02-Aug-2022 12:53 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,76,155053,TOP PRINTERS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
77,154985,THULUNGA PRINTERS,02-Aug-2022 12:06 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,77,155065,M/S SRISHTI PARATILIPI ART WORKS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
78,155053,TOP PRINTERS,03-Aug-2022 10:42 AM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,78,155070,BARKATAKI PRINT AND MEDIA SERVICES,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
