revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,sum_population,mean_sexratio,sum_aged_population,sum_young_population
Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,154676.078125,0.9321008238150501,7733.50146484375,25241.7109375
Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,235043.390625,0.9308160799343553,11677.62890625,38570.23046875
Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,153106.140625,0.941417591916502,8260.470703125,23482.619140625
Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,270904.34375,0.9414469840242586,14549.9833984375,41695.0078125
Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,155460.4375,0.9405656506512224,8397.5185546875,23839.55859375
Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,202391.9375,0.9411225645785922,9353.154296875,34753.72265625
Khumtai,GOLAGHAT,173,Golaghat,Khumtai,,473079404.2,473,110134.734375,0.9414149075020539,5108.76806640625,18822.2734375
Dergaon,GOLAGHAT,174,Golaghat,Dergaon,,322577977.5,323,152615.828125,0.941411124025195,7082.974609375,26055.2890625
Golaghat,GOLAGHAT,175,Golaghat,Golaghat,y,658333420.5,658,399187.34375,0.9414455293885345,18495.388671875,68178.2578125
Morangi,GOLAGHAT,176,Golaghat,Morangi,,318699785.4,319,135910.421875,0.9407414699263252,6266.9453125,23364.96875
Sarupathar,GOLAGHAT,177,Golaghat,Sarupathar,,900371843.1,900,256707.703125,0.9404699564645966,11785.7919921875,44085.70703125
Diphu,K.ANGLONG,178,Karbi Anglong,Diphu,y,2467568183.0,2468,281074.625,0.9261611236289099,10110.9677734375,59849.9765625
Silonijan,K.ANGLONG,179,K.ANGLONG,Silonijan,,1566331644.0,1566,100530.2578125,0.9263491226626446,3650.419677734375,21425.234375
Umrangso,DIMA HASAO,180,Dima Hasao,Umrangso,,1459647329.0,1460,97808.5546875,0.906248648239467,3492.884521484375,19851.142578125
Haflong,DIMA HASAO,181,Dima Hasao,Haflong,y,1023944193.0,1024,69436.6953125,0.9068573469994395,2492.387939453125,14032.1123046875
Mahur,DIMA HASAO,182,Dima Hasao,Mahur,,568176425.1,568,33391.5546875,0.9058728477691185,1196.1158447265625,6741.357421875
Maibong,DIMA HASAO,183,Dima Hasao,Maibong,,1831786745.0,1832,72535.359375,0.9057402227403596,2594.979736328125,14646.861328125
Katigora,CACHAR,184,Cachar,Katigorah,,744022581.1,744,309815.9375,0.9384643149592725,14911.240234375,60810.328125
Silchar,CACHAR,185,Cachar,Silchar,y,837931796.0,838,709029.9375,0.9382086390120777,34124.8828125,139190.328125
Udarbond,CACHAR,186,Cachar,Udharbond,,447088875.6,447,172119.046875,0.938268260159494,8288.5732421875,33751.88671875
Sonai,CACHAR,187,Cachar,Sonai,,999733880.6,1000,347228.375,0.938478628371258,16715.962890625,68110.6171875
Lakhipur,CACHAR,188,Cachar,Lakhipur,,754436388.7,754,458329.65625,0.938524075321177,22083.646484375,89832.75
Karimganj,KARIMGANJ,189,Karimganj,Karimganj,y,178166572.6,178,312962.4375,0.940995460640341,15530.609375,71262.4609375
Badarpur,KARIMGANJ,190,Karimganj,Badarpur,,134391085.3,134,154537.296875,0.9409672785051667,7664.9462890625,35107.44140625
Nilambazar,KARIMGANJ,191,Karimganj,Nilambazar,,280417099.0,280,242208.9375,0.9409947208755118,12019.4794921875,55151.66796875
Patharkandi,KARIMGANJ,192,Karimganj,Patherkandi,,672170922.1,672,278366.8125,0.9410326318589586,13834.4404296875,63084.2734375
"Ramkrishna
Nagar",KARIMGANJ,193,Karimganj,RK Nagar,,575000985.9,575,320129.375,0.9409855251549171,15885.3857421875,72894.078125
Algapur,HAILAKANDI,194,Hailakandi,Algapur,,156280173.0,156,116266.6328125,0.9283147046437371,5145.9267578125,26182.830078125
Hailakandi,HAILAKANDI,195,Hailakandi,Hailakandi,y,160989094.7,161,163865.125,0.9282277751944539,7232.09912109375,36996.71875
Lala,HAILAKANDI,196,Hailakandi,Lala,,270081600.3,270,242366.296875,0.928127445773703,10692.61328125,54700.82421875
Katlichara,HAILAKANDI,197,Hailakandi,Katlicherra,,741771269.3,742,197789.734375,0.92800483678323,8721.560546875,44651.9765625
"Bongaigaon
(Pt)",BONGAIGAON,198,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,142046.90625,0.9457076662247603,6309.0205078125,29765.681640625
Boitamari,BONGAIGAON,199,Bongaigaon,Boitamari,,297089853.0,297,125528.4453125,0.9453150052216945,5663.814453125,26449.14453125
Srijangram,BONGAIGAON,200,Bongaigaon,Srijangram,,347583760.8,348,307343.1875,0.9451483993370551,13860.46875,64874.65234375
Sidli (Pt-II),BONGAIGAON,201,Bongaigaon,Sidli (Pt-II),,85041947.25,85,56630.14453125,0.9434191458606711,2456.638671875,11772.6259765625
Manikpur,BONGAIGAON,202,Bongaigaon,Manikpur,,169010249.7,169,130531.78125,0.9451252521357381,5879.84765625,27533.775390625
Kokrajhar (Pt),CHIRANG,203,Chirang,Kokrajhar (Pt),,12538462.77,13,10147.181640625,0.9388179840146541,440.4011535644531,2099.29248046875
Barnagar (Pt),CHIRANG,204,Chirang,Barnagar (Pt),,34321102.47,34,19345.48046875,0.9507081282946388,894.7886962890625,3631.176513671875
Bengtal,CHIRANG,205,Chirang,Bengtal,,715955682.4,716,116135.8828125,0.938785874590083,5061.14111328125,24034.21875
Sidli (Pt),CHIRANG,206,Chirang,Sidli (Pt),,228893704.6,229,115342.5,0.9429870665007232,4958.1162109375,23881.154296875
Bijni (Pt),CHIRANG,207,Chirang,Bijni (Pt),,934195919.7,934,331580.375,0.9471225723613075,14113.6279296875,68522.4296875
"Rangia
(Pt)",KAMRUP,208,Kamrup,"Rangia
(Pt)",,186407362.6,186,185750.78125,0.928446419978637,9217.0634765625,33078.14453125
Koya,KAMRUP,209,Kamrup,Kayan,,53612722.14,54,53348.62109375,0.928422474602307,2662.62060546875,9478.462890625
Kamalpur,KAMRUP,210,Kamrup,Kamalpur,,250170012.1,250,199657.9375,0.9284637786738212,9868.87890625,35652.609375
Hajo,KAMRUP,211,Kamrup,Hajo,,412841145.7,413,72234.2265625,0.9283933116823141,3583.93359375,12852.6201171875
Chhaygaon,KAMRUP,212,Kamrup,Chhaygaon,,470741379.3,471,133329.8125,0.9284730508632855,6591.7490234375,23785.779296875
Goroimari,KAMRUP,213,Kamrup,Goroimari,,176568213.2,177,182650.140625,0.9284420336922181,9032.9658203125,32568.93359375
Chamaria,KAMRUP,214,Kamrup,Chamaria,,140144616.8,140,119838.2890625,0.9284772429897616,5923.826171875,21411.876953125
Nagarbera,KAMRUP,215,Kamrup,Nagarbera,,114577593.0,115,102983.515625,0.9284623524054614,5092.08984375,18375.185546875
Boko,KAMRUP,216,Kamrup,Boko,,514044709.4,514,94652.734375,0.9287828021334226,4675.5166015625,16912.4921875
"North
Guwahati",KAMRUP,217,Kamrup,"North
Guwahati",,90721866.31,91,42635.046875,0.9284517930962065,2107.9501953125,7607.330078125
Jalah (Pt),KAMRUP,218,Kamrup,Jalah (Pt),,55787602.64,56,46985.515625,0.93147833479502,2314.533935546875,8431.255859375
Guwahati,KAMRUP METRO,219,KAMRUP METRO,Guwahati,y,101319635.1,101,549512.625,0.9148421646469868,25109.109375,73689.828125
Sonapur,KAMRUP METRO,220,KAMRUP METRO,Sonapur,,493242088.4,493,182656.796875,0.9146348918423056,8338.6455078125,24563.259765625
Chandrapur,KAMRUP METRO,221,KAMRUP METRO,Chandrapur,,124600101.5,125,57729.48046875,0.9207189280775127,2637.300537109375,8998.521484375
"Tihu
(Pt)",NALBARI,222,Nalbari,"Tihu
(Pt)",,94935581.15,95,63859.7421875,0.9288024359589733,3668.60693359375,10679.3671875
"Pachim
Nalbari",NALBARI,223,Nalbari,Pachim Nalbari,,148606921.2,149,108482.7109375,0.9278696643355273,6277.65478515625,18094.76171875
Barkhetri,NALBARI,224,Nalbari,Barkhetri,,370577388.2,371,243532.375,0.9278531704766129,14062.2685546875,40726.15625
Barbhag,NALBARI,225,Nalbari,Barbhag,,82281261.7,82,135044.65625,0.9278199174021946,7802.498046875,22491.521484375
Nalbari,NALBARI,226,Nalbari,Nalbari,y,128136913.3,128,181301.546875,0.9278073690197213,10508.396484375,30148.46484375
Banekuchi,NALBARI,227,Nalbari,Banekuchi,,61110319.4,61,44434.4296875,0.9278298736426689,2574.93994140625,7389.51708984375
Ghograpar (Pt),NALBARI,228,Nalbari,Ghograpar (Pt),,131160984.6,131,149136.5625,0.9280338464938126,8626.0234375,24823.41015625
Baganpara (Pt),BAKSA,260,Baksa,Baganpara (Pt),,211742690.1,212,74197.2890625,0.9517938265653357,3647.913818359375,13038.2177734375
Baganpara (Pt),NALBARI,230,Nalbari,Baganpara (Pt),,18943498.07,19,11383.314453125,0.929593988785794,651.4239501953125,1901.89111328125
Barnagar (Pt),BAKSA,231,Baksa,Barnagar (Pt),,460073385.7,460,157775.390625,0.9521656114086057,7605.11962890625,28836.423828125
Ghograpar (Pt),BAKSA,232,Baksa,Ghograpar (Pt),,35444716.72,35,37498.62109375,0.943866983607003,1899.02734375,6559.8759765625
Jalah (Pt),BAKSA,233,Baksa,Jalah (Pt),,291646466.4,292,102253.046875,0.9529561972517494,4945.27685546875,18219.91796875
Barama,BAKSA,234,Baksa,Barama,,95546762.3,96,80492.8203125,0.9515807000805071,3936.65234375,14166.7783203125
Rangia (Pt),TAMULPUR,235,Baksa,Rangia (Pt),,23451991.6,23,6952.78271484375,0.9492022672439004,342.7123718261719,1220.825927734375
Pathorighat (Pt),TAMULPUR,236,Baksa,Pathorighat (Pt),,3754506.217,4,6705.5771484375,0.932115944144652,302.16766357421875,1516.49658203125
Khoirabari (Pt),DARRANG,237,Darrang,Khoirabari (Pt),,52738276.5,53,16208.220703125,0.933412300419783,725.743408203125,3632.2216796875
Pathorighat (Pt),DARRANG,238,Darrang,Patharighat (Pt),,176482635.2,176,87152.9765625,0.9327039235028757,3911.522705078125,19580.009765625
Sipajhar,DARRANG,239,Darrang,Sipajhar,,293007191.6,293,135492.9375,0.9321111181444311,6092.29296875,30768.935546875
Dhekiajuli (Pt),UDALGURI,240,Udalguri,Dhekiajuli (Pt),,41104085.9,41,16089.9208984375,0.932253839221878,736.7191772460938,3157.615234375
Khoirabari (Pt),UDALGURI,241,Udalguri,Khoirabari (Pt),,162764836.4,163,70456.1640625,0.9479392353650384,3059.342041015625,13302.7451171875
Pathorighat (Pt),UDALGURI,242,Udalguri,Pathorighat (Pt),,2314177.101,2,141.48272705078125,0.9509569339181894,6.126791477203369,26.279094696044922
Mangaldoi (Pt),UDALGURI,243,Udalguri,Mangaldoi (Pt),,6293734.554,6,2704.833251953125,0.9377482595619249,120.73362731933594,596.2792358398438
Dalgaon (Pt),UDALGURI,244,Udalguri,Dalgaon (Pt),,62698740.91,63,66208.375,0.9432882488610033,2913.177001953125,13498.2099609375
Harisinga,UDALGURI,245,Udalguri,Harisinga,,625700293.5,626,250681.9375,0.9509575700779259,10856.0078125,46561.046875
Udalguri,UDALGURI,246,Udalguri,Udalguri,y,569395304.7,569,252175.640625,0.9509382948978493,10920.283203125,46848.04296875
Mazbat,UDALGURI,247,Udalguri,Mazbat,,325141745.3,325,128113.28125,0.9495359149601684,5572.46826171875,24351.638671875
Mahmora,CHARAIDEO,248,Charaideo,Mahmora,,294481483.3,294,162491.625,0.9321654686192742,8080.08935546875,26586.625
Biswanath,BISWANATH,249,Biswanath,Biswanath,y,1042300607.0,1042,384132.34375,0.9322837123946813,17606.791015625,74731.21875
Helem,BISWANATH,250,Biswanath,Halem,,427087304.2,427,142850.8125,0.9324266290414643,6548.171875,27748.15234375
Gohpur,BISWANATH,251,Biswanath,Gohpur,,313635939.7,314,117819.703125,0.932414213050585,5398.67041015625,22891.693359375
Hojai,HOJAI,252,Hojai,Hojai,y,264542999.3,265,303114.875,0.939769442363604,14403.119140625,66303.03125
Doboka,HOJAI,253,Hojai,Doboka,,317748519.3,318,196983.46875,0.9400191989964508,9386.7421875,43098.73828125
Lanka,HOJAI,254,Hojai,Lanka,,873440623.1,873,546077.4375,0.9396592666805339,25906.35546875,119403.015625
Donka,WEST KARBI ANGLONG,255,West Karbi Anglong,Donkamokam,,3072801622.0,3073,342982.0625,0.9263870276656145,12379.4208984375,73641.0
South Salmara,SOUTH SALMARA MANCACHAR,256,South Salmara Mancachar,South Salmara,,435496775.1,435,159604.125,0.9326514181726908,6602.18310546875,39836.73828125
Mankachar,SOUTH SALMARA MANCACHAR,257,South Salmara Mancachar,Mankachar,,248678182.6,249,336232.09375,0.9325151232581036,13925.65625,84134.453125
Bajali (Pt),TAMULPUR,258,Baksa,Bajali (Pt),,17844174.95,18,14760.5859375,0.9386298953825455,745.72705078125,2597.590087890625
Goreswar (Pt),TAMULPUR,259,Baksa,Goreswar (Pt),,283216711.9,283,170437.84375,0.9506593353278193,8252.94140625,30232.318359375
Tamulpur,TAMULPUR,261,Baksa,Tamulpur,,549366262.9,549,295904.15625,0.9532410004034028,14343.853515625,52217.359375
Baksa,BAKSA,262,Baksa,Baska,,295501945.5,296,165281.3125,0.9523513321884839,8018.38671875,29333.25390625
Sarupeta (Pt),BAKSA,263,Baksa,Sarupeta (Pt),,134708247.8,135,77780.421875,0.9516486439958326,3753.43603515625,14096.9384765625
Barnagar (Pt),BARPETA,264,Barpeta,Barnagar (Pt),,207191146.6,207,147546.328125,0.9378384639822193,6926.1328125,32207.609375
Sarupeta (Pt),BAJALI,265,Barpeta,Sarupeta (Pt),,261584874.2,262,166662.328125,0.9374331161410875,7818.0810546875,36659.0078125
Chenga,BARPETA,266,Barpeta,Chenga,,317522242.4,318,242660.8125,0.933520303706776,11321.0966796875,55353.6484375
North Guwahati (Pt),KAMRUP METRO,267,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,500199.125,0.9175599725903256,22988.28515625,67799.46875
Kalaigaon (Pt),UDALGURI,268,Udalguri,Kalaigaon (Pt),,191989620.2,192,77210.828125,0.9509471694796062,3347.364013671875,14335.5947265625
Mangaldoi (Pt),DARRANG,269,Darrang,Mangaldoi (Pt),y,439678093.9,440,222952.65625,0.9322293509953751,10014.5869140625,50777.02734375
Dalgaon (Pt),DARRANG,270,Darrang,Dalgaon (Pt),,649172827.9,649,620746.125,0.9347866379310344,27788.591796875,138887.203125
Mayong,MORIGAON,271,Morigaon,Mayong,,486035918.5,486,264914.53125,0.9454826680108729,12029.5888671875,60881.765625
Palasbari,KAMRUP,272,Kamrup,Palasbari,,392624055.8,393,213412.625,0.9284391598721159,10555.234375,38056.41796875
Azara,KAMRUP,273,Kamrup,Azara,,423124288.2,423,121383.4453125,0.9280138715361951,5929.4482421875,20984.130859375
Gossaigaon (Pt),DHUBRI,274,Dhubri,Gossaigaon (Pt),,76783222.03,77,25273.87890625,0.936841141798993,1105.381591796875,5327.50244140625
Jorhat West,JORHAT,276,Jorhat,Jorhat West,,363550691.9,364,263035.65625,0.9414320410607172,14163.1357421875,40407.83203125
Jorhat East,JORHAT,277,Jorhat,Jorhat East,,195465666.5,195,147118.84375,0.9414325752094633,7938.958984375,22560.630859375
Sapekhati,CHARAIDEO,278,Charaideo,Sapekhati,,394328380.8,394,125413.0546875,0.9324665767911771,6223.55224609375,20611.8984375
Sonari,CHARAIDEO,279,Charaideo,Sonari,y,384542831.4,385,202740.234375,0.931276370317508,10072.88671875,33211.9765625
Ujani Majuli,MAJULI,280,Majuli,Ujani Majuli,,322168126.6,322,62864.5390625,0.9414384474087526,3390.88720703125,9648.779296875
Majuli,MAJULI,281,Majuli,Majuli,,648466675.6,648,104574.078125,0.9414049630673735,5633.16162109375,16077.3310546875
Phuloni,K.ANGLONG,275,K.ANGLONG,Phuloni,,3303172433.0,3303,285020.25,0.9264745636354325,10447.9814453125,61084.83984375
