Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
,,,,,,,,,,,,,,,,,,,,,11.0,175666.0,INTEGRA VENTURES,INR,0.0,,,,,,,11,176164,ekadanta education trust,04-Feb-2023 07:10 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,24-Jul-2023 11:22 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,12.0,175702.0,INNOVISION LIMITED,INR,0.0,,,,,,,12,176535,GURUKULGYAN LEARNINGS PRIVATE LIMITED,06-Feb-2023 03:58 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,13.0,175706.0,Andragogy Impact Methodology and Analysis Private Limited,INR,0.0,,,,,,,13,176460,H. R Veterinary,05-Feb-2023 05:35 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,14.0,175826.0,ASHA SOCIETY FOR EDUCATION & TRAINING,INR,0.0,,,,,,,14,176337,IDEAL ABHIJAN,03-Feb-2023 11:43 AM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,15.0,176304.0,jobhut,INR,0.0,,,,,,,15,176507,Idea Skills Academy,06-Feb-2023 03:25 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,16.0,176321.0,M/S Naagshankar Enterprise,INR,0.0,,,,,,,16,176478,Indianeers Media Private Limited,06-Feb-2023 03:04 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,24-Jul-2023 11:22 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,17.0,176337.0,IDEAL ABHIJAN,INR,0.0,,,,,,,17,176415,Infovalley Educational & Research (P) Ltd,04-Feb-2023 05:11 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,24-Jul-2023 11:22 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,18.0,176367.0,QA Education Solutions Private Limited,INR,0.0,,,,,,,18,175702,INNOVISION LIMITED,06-Feb-2023 09:55 AM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,19.0,176378.0,NEI CONSULTING PRIVATE LIMITED,INR,0.0,,,,,,,19,175666,INTEGRA VENTURES,06-Feb-2023 02:44 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,20.0,176398.0,Pub Barpeta Social Welfare Society,INR,0.0,,,,,,,20,176435,JAZZY,04-Feb-2023 08:32 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,21.0,176435.0,JAZZY,INR,0.0,,,,,,,21,176304,jobhut,03-Feb-2023 05:04 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,22.0,176447.0,M/s. Najir Hussain,INR,0.0,,,,,,,22,175199,KALPANA EDUCATIONAL TRUST,25-Jan-2023 05:00 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,23.0,176460.0,H. R Veterinary,INR,0.0,,,,,,,23,176321,M/S Naagshankar Enterprise,03-Feb-2023 04:04 AM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,24.0,176471.0,Route To Connect,INR,0.0,,,,,,,24,176447,M/s. Najir Hussain,05-Feb-2023 01:20 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,25.0,176475.0,NRDS Management Private Limited,INR,0.0,,,,,,,25,176378,NEI CONSULTING PRIVATE LIMITED,05-Feb-2023 02:03 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,26.0,176479.0,Assam Skill Training Provider (ASTP),INR,0.0,,,,,,,26,175508,NER EMPOWERMENT FOUNDATION,05-Feb-2023 03:06 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,27.0,176507.0,Idea Skills Academy,INR,0.0,,,,,,,27,176475,NRDS Management Private Limited,06-Feb-2023 01:20 AM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,28.0,176513.0,Ajitaaksh Ventures Pvt Ltd,INR,0.0,,,,,,,28,176398,Pub Barpeta Social Welfare Society,04-Feb-2023 03:49 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,29.0,176535.0,GURUKULGYAN LEARNINGS PRIVATE LIMITED,INR,0.0,,,,,,,29,176367,QA Education Solutions Private Limited,06-Feb-2023 03:13 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,176471,Route To Connect,05-Feb-2023 11:06 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,176303,RUPJYOTI SANGHA,02-Feb-2023 05:40 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,24-Jul-2023 11:22 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,175531,Security Skills Council India Limited,25-Jan-2023 03:57 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,174567,SOCIETY FOR COMPUTER EDUCATION RESEARCH AND TRAINING WELFARE,21-Jan-2023 01:42 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,24-Jul-2023 11:22 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,176473,Sri Bipal Dutta,06-Feb-2023 10:10 AM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,24-Jul-2023 11:22 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,176453,Tushar Enterprise,05-Feb-2023 04:00 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,24-Jul-2023 11:22 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,175139,UDAAN SKILLS,26-Jan-2023 01:54 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,173924,Valeur Fabtex Private Limited,06-Feb-2023 03:34 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,174931,VIVO SKILLS and TRAINING,05-Feb-2023 04:53 PM,Accepted-AOC,Qualified,24-Jul-2023 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
