,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,,,Date
10,,Goalpara,80172,48998,9830,139000,"( Balijana | 12000 ), ( Lakhipur | 127000 ), ( Rongjuli | 0 )",1839.00,"( Balijana | 43.00 ), ( Lakhipur | 1781.00 ), ( Rongjuli | 15.00 )",,,16-06-2022
11,,Hojai,24421,13156,3279,40856,"( Lanka | 212 ), ( Hojai | 39194 ), ( Doboka | 1450 )",1745.00,"( Lanka | 349.00 ), ( Hojai | 1295.00 ), ( Doboka | 101.00 )",,,16-06-2022
12,,Kamrup,20740,19308,10089,50137,"( Kayan | 6629 ), ( Rangia | 43508 ), ( Kamalpur | 0 ), ( Palashbari | 0 ), ( Boko | 0 ), ( Hajo | 0 )",,3226.15,"( Kayan | 110.00 ), ( Rangia | 578.00 ), ( Kamalpur | 234.20 ), ( Palashbari | 198.00 ), ( Boko | 6.95 ), ( Hajo | 2099.00 )",,16-06-2022
13,,Kamrup (M),18915,12649,2865,34429,"( Sonapur | 0 ), ( Chandrapur | 0 ), ( Guwahati | 12879 ), ( Dispur | 21550 )",,0.00,"( Sonapur | 0.00 ), ( Chandrapur | 0.00 ), ( Guwahati | 0.00 ), ( Dispur | 0.00 )",,16-06-2022
14,,Karbi Anglong West,758,758,392,1908,( Donkamokam | 1908 ),,0.00,( Donkamokam | 0.00 ),,16-06-2022
15,,Kokrajhar,22688,21428,13609,57725,"( Bagribari | 18588 ), ( Bhawraguri | 15437 ), ( Gossaigaon | 1783 ), ( Kokrajhar | 6528 ), ( Dotma | 15389 )",,359.19,"( Bagribari | 14.89 ), ( Bhawraguri | 122.50 ), ( Gossaigaon | 221.80 ), ( Kokrajhar | 0.00 ), ( Dotma | 0.00 )",,16-06-2022
16,,Lakhimpur,4365,3082,2151,9598,"( North Lakhimpur | 2646 ), ( Nowboicha | 5175 ), ( Bihpuria | 1777 )",,19.00,"( North Lakhimpur | 19.00 ), ( Nowboicha | 0.00 ), ( Bihpuria | 0.00 )",,16-06-2022
17,,Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",,48.00,"( Majuli | 30.00 ), ( Ujani Majuli | 18.00 )",,16-06-2022
18,,Nagaon,481,392,253,1126,"( Kampur | 1126 ), ( Raha | 0 )",,206.00,"( Kampur | 119.00 ), ( Raha | 87.00 )",,16-06-2022
19,,Nalbari,27472,24003,15273,66748,"( Ghograpar | 11905 ), ( Barbhag | 7735 ), ( Tihu | 16745 ), ( Paschim Nalbari | 5900 ), ( Nalbari | 7420 ), ( Banekuchi | 16790 ), ( Barkhetri | 253 )",,991.70,"( Ghograpar | 0.00 ), ( Barbhag | 86.00 ), ( Tihu | 465.00 ), ( Paschim Nalbari | 271.60 ), ( Nalbari | 140.60 ), ( Banekuchi | 28.50 ), ( Barkhetri | 0.00 )",,16-06-2022
20,,Sonitpur,1222,1119,738,3079,"( Thelamara | 0 ), ( Dhekiajuli | 1411 ), ( Chariduar | 1638 ), ( Tezpur | 30 )",,183.60,"( Thelamara | 25.00 ), ( Dhekiajuli | 150.60 ), ( Chariduar | 0.00 ), ( Tezpur | 8.00 )",,16-06-2022
21,,Tamulpur,13759,10971,3863,28593,"( Goreswar | 17783 ), ( Tamulpur | 10810 )",,399.50,"( Goreswar | 167.50 ), ( Tamulpur | 232.00 )",,16-06-2022
22,,Udalguri,12468,8591,7329,28388,"( Khairabari | 1801 ), ( Mazbat | 4520 ), ( Udalguri | 8644 ), ( Kalaigaon | 13365 ), ( Harisinga | 58 )",,881.50,"( Khairabari | 28.50 ), ( Mazbat | 0.00 ), ( Udalguri | 62.00 ), ( Kalaigaon | 791.00 ), ( Harisinga | 0.00 )",,16-06-2022
23,,Total,530086,408634,170580,1109300,,,20141.99,,,16-06-2022
