,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,,,Date
15,,Jorhat,174,116,102,392,"( Jorhat East | 321 ), ( Teok | 71 )",0.00,"( Jorhat East | 0.00 ), ( Teok | 0.00 )",,,19-06-2022
16,,Kamrup,110225,95076,49968,255269,"( Rangia | 76850 ), ( Goroimari | 0 ), ( Kayan | 38122 ), ( Chamaria | 0 ), ( Chaygaon | 0 ), ( Kamalpur | 27382 ), ( Palashbari | 0 ), ( Hajo | 101164 ), ( North Ghy | 11751 )",4535.40,"( Rangia | 680.00 ), ( Goroimari | 559.00 ), ( Kayan | 358.00 ), ( Chamaria | 92.50 ), ( Chaygaon | 144.00 ), ( Kamalpur | 468.90 ), ( Palashbari | 305.50 ), ( Hajo | 1787.00 ), ( North Ghy | 140.50 )",,,19-06-2022
17,,Kamrup (M),5490,5010,255,10755,"( Guwahati | 455 ), ( Chandrapur | 0 ), ( Dispur | 10300 ), ( Sonapur | 0 )",219.00,"( Guwahati | 0.00 ), ( Chandrapur | 0.00 ), ( Dispur | 0.00 ), ( Sonapur | 219.00 )",,,19-06-2022
18,,Karbi Anglong West,2716,2717,9181,14614,( Donkamokam | 14614 ),66.00,( Donkamokam | 66.00 ),,,19-06-2022
19,,Karimganj,46164,30972,11668,88804,"( RK Nagar | 34425 ), ( Badarpur | 10833 ), ( Patherkandi | 5250 ), ( Karimganj | 13150 ), ( Nilambazar | 25146 )",225.00,"( RK Nagar | 225.00 ), ( Badarpur | 0.00 ), ( Patherkandi | 0.00 ), ( Karimganj | 0.00 ), ( Nilambazar | 0.00 )",,,19-06-2022
20,,Kokrajhar,17249,14369,6892,38510,"( Bagribari | 22884 ), ( Bhawraguri | 2659 ), ( Gossaigaon | 542 ), ( Kokrajhar | 483 ), ( Dotma | 11942 )",284.49,"( Bagribari | 284.49 ), ( Bhawraguri | 0.00 ), ( Gossaigaon | 0.00 ), ( Kokrajhar | 0.00 ), ( Dotma | 0.00 )",,,19-06-2022
21,,Lakhimpur,55675,38399,22527,116601,"( North Lakhimpur | 51619 ), ( Narayanpur | 0 ), ( Nowboicha | 37898 ), ( Dhakuakhana | 1358 ), ( Bihpuria | 21027 ), ( Kadam | 0 ), ( Subansiri | 4699 )",1318.15,"( North Lakhimpur | 161.00 ), ( Narayanpur | 0.00 ), ( Nowboicha | 313.30 ), ( Dhakuakhana | 50.00 ), ( Bihpuria | 640.35 ), ( Kadam | 46.50 ), ( Subansiri | 107.00 )",,,19-06-2022
22,,Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",660.94,"( Majuli | 424.80 ), ( Ujani Majuli | 236.14 )",,,19-06-2022
23,,Morigaon,26898,25817,16104,68819,"( Morigaon | 42068 ), ( Bhuragaon | 26751 ), ( Mayong | 0 ), ( Laharighat | 0 )",2439.00,"( Morigaon | 750.00 ), ( Bhuragaon | 658.00 ), ( Mayong | 930.00 ), ( Laharighat | 101.00 )",,,19-06-2022
24,,Nagaon,128371,115759,120329,364459,"( Kampur | 221738 ), ( Raha | 119133 ), ( Nagaon | 22690 ), ( Samaguri | 459 ), ( Kaliabor | 439 )",15058.14,"( Kampur | 7800.00 ), ( Raha | 6932.14 ), ( Nagaon | 86.00 ), ( Samaguri | 185.00 ), ( Kaliabor | 55.00 )",,,19-06-2022
25,,Nalbari,102383,89657,42753,234793,"( Ghograpar | 58214 ), ( Tihu | 44605 ), ( Banekuchi | 39093 ), ( Paschim Nalbari | 49621 ), ( Barbhag | 11500 ), ( Nalbari | 12500 ), ( Barkhetri | 19260 )",5916.30,"( Ghograpar | 718.00 ), ( Tihu | 367.00 ), ( Banekuchi | 161.00 ), ( Paschim Nalbari | 554.00 ), ( Barbhag | 83.50 ), ( Nalbari | 338.10 ), ( Barkhetri | 3694.70 )",,,19-06-2022
26,,Sivasagar,2846,2752,694,6292,"( Sivsagar | 6292 ), ( Demow | 0 )",85.90,"( Sivsagar | 60.00 ), ( Demow | 25.90 )",,,19-06-2022
27,,Sonitpur,24583,21971,24623,71177,"( Naduar | 0 ), ( Dhekiajuli | 6260 ), ( Chariduar | 55743 ), ( Thelamara | 4954 ), ( Tezpur | 4220 )",4469.70,"( Naduar | 50.50 ), ( Dhekiajuli | 2876.60 ), ( Chariduar | 171.00 ), ( Thelamara | 646.00 ), ( Tezpur | 725.60 )",,,19-06-2022
28,,South Salmara,31373,25725,14330,71428,"( South Salmara | 71016 ), ( Mankachar | 412 )",405.00,"( South Salmara | 0.00 ), ( Mankachar | 405.00 )",,,19-06-2022
29,,Tamulpur,11351,10721,5474,27546,"( Goreswar | 20177 ), ( Tamulpur | 7369 )",983.20,"( Goreswar | 183.20 ), ( Tamulpur | 800.00 )",,,19-06-2022
30,,Tinsukia,5237,4343,3427,13007,"( Tinsukia | 76 ), ( Doomdooma | 12931 )",379.08,"( Tinsukia | 8.85 ), ( Doomdooma | 370.23 )",,,19-06-2022
31,,Udalguri,27632,21975,15615,65222,"( Udalguri | 11035 ), ( Mazbat | 1039 ), ( Khairabari | 2514 ), ( Harisinga | 2078 ), ( Kalaigaon | 48556 )",5617.00,"( Udalguri | 5103.00 ), ( Mazbat | 0.00 ), ( Khairabari | 10.00 ), ( Harisinga | 0.00 ), ( Kalaigaon | 504.00 )",,,19-06-2022
32,,Total,1807865,1567749,852543,4228157,,107370.43,,,,19-06-2022
