,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,,,Date
14,,Hojai,39556,30214,10028,79798,"( Hojai | 44019 ), ( Doboka | 27378 ), ( Lanka | 8401 )",2273.00,"( Hojai | 1022.00 ), ( Doboka | 436.00 ), ( Lanka | 815.00 )",,,21-06-2022
15,,Kamrup,195449,135236,69529,400214,"( Rangia | 71800 ), ( Goroimari | 0 ), ( Kayan | 38122 ), ( Nagarbera | 0 ), ( Chaygaon | 0 ), ( Kamalpur | 146310 ), ( Chamaria | 0 ), ( Hajo | 122138 ), ( Palashbari | 219 ), ( North Ghy | 21625 )",4044.40,"( Rangia | 798.50 ), ( Goroimari | 600.00 ), ( Kayan | 407.00 ), ( Nagarbera | 245.00 ), ( Chaygaon | 144.00 ), ( Kamalpur | 694.90 ), ( Chamaria | 95.50 ), ( Hajo | 610.00 ), ( Palashbari | 274.50 ), ( North Ghy | 175.00 )",,,21-06-2022
16,,Kamrup (M),3445,1713,605,5763,"( Chandrapur | 0 ), ( Guwahati | 0 ), ( Sonapur | 5483 ), ( Dispur | 280 )",541.50,"( Chandrapur | 173.00 ), ( Guwahati | 0.00 ), ( Sonapur | 368.50 ), ( Dispur | 0.00 )",,,21-06-2022
17,,Karbi Anglong West,1256,1257,1496,4009,( Donkamokam | 4009 ),0.00,( Donkamokam | 0.00 ),,,21-06-2022
18,,Karimganj,74435,44338,28876,147649,"( Patherkandi | 6883 ), ( RK Nagar | 11000 ), ( Badarpur | 35366 ), ( Nilambazar | 77960 ), ( Karimganj | 16440 )",275.20,"( Patherkandi | 0.00 ), ( RK Nagar | 0.00 ), ( ",,,21-06-2022
19,,Kokrajhar,5207,4758,2509,12474,"( Gossaigaon | 0 ), ( Kokrajhar | 0 ), ( Bhawraguri | 0 ), ( Bagribari | 12474 )",,0.00,"( Gossaigaon | 0.00 ), ( Kokrajhar | 0.00 ), ( Bhawraguri | 0.00 ), ( Bagribari | 0.00 )",,21-06-2022
20,,Lakhimpur,23450,18022,15373,56845,"( Nowboicha | 40213 ), ( Narayanpur | 0 ), ( North Lakhimpur | 7336 ), ( Bihpuria | 5875 ), ( Dhakuakhana | 729 ), ( Subansiri | 2692 )",,1142.30,"( Nowboicha | 644.30 ), ( Narayanpur | 0.00 ), ( North Lakhimpur | 38.00 ), ( Bihpuria | 0.00 ), ( Dhakuakhana | 387.00 ), ( Subansiri | 73.00 )",,21-06-2022
21,,Majuli,5768,5027,6608,17403,"( Ujani Majuli | 0 ), ( Majuli | 17403 )",,402.20,"( Ujani Majuli | 132.84 ), ( Majuli | 269.36 )",,21-06-2022
22,,Morigaon,39907,37708,25837,103452,"( Mayong | 2437 ), ( Bhuragaon | 39292 ), ( Morigaon | 61723 ), ( Laharighat | 0 )",,15788.00,"( Mayong | 14000.00 ), ( Bhuragaon | 832.00 ), ( Morigaon | 855.00 ), ( Laharighat | 101.00 )",,21-06-2022
23,,Nagaon,159419,148340,149622,457381,"( Nagaon | 55097 ), ( Kampur | 259500 ), ( Rupahi | 0 ), ( Raha | 137000 ), ( Samaguri | 5287 ), ( Kaliabor | 497 ), ( Dhing | 0 )",,17122.02,"( Nagaon | 218.00 ), ( Kampur | 8320.00 ), ( Rupahi | 118.00 ), ( Raha | 7938.02 ), ( Samaguri | 252.00 ), ( Kaliabor | 35.00 ), ( Dhing | 241.00 )",,21-06-2022
24,,Nalbari,145214,132501,117323,395038,"( Ghograpar | 31602 ), ( Banekuchi | 16530 ), ( Tihu | 6455 ), ( Barbhag | 11500 ), ( Paschim Nalbari | 47121 ), ( Nalbari | 12500 ), ( Barkhetri | 269330 )",,1973.60,"( Ghograpar | 718.00 ), ( Banekuchi | 80.00 ), ( Tihu | 200.00 ), ( Barbhag | 83.50 ), ( Paschim Nalbari | 554.00 ), ( Nalbari | 338.10 ), ( Barkhetri | 0.00 )",,21-06-2022
25,,Sivasagar,1046,802,302,2150,( Sivsagar | 2150 ),,30.00,( Sivsagar | 30.00 ),,21-06-2022
26,,Sonitpur,7906,11608,8147,27661,"( Naduar | 0 ), ( Chariduar | 929 ), ( Thelamara | 1264 ), ( Dhekiajuli | 20841 ), ( Tezpur | 4627 )",,2902.90,"( Naduar | 66.00 ), ( Chariduar | 69.00 ), ( Thelamara | 120.00 ), ( Dhekiajuli | 1920.00 ), ( Tezpur | 727.90 )",,21-06-2022
27,,South Salmara,56232,51234,62745,170211,"( South Salmara | 139183 ), ( Mankachar | 31028 )",,891.00,"( South Salmara | 692.00 ), ( Mankachar | 199.00 )",,21-06-2022
28,,Tamulpur,15156,12336,2106,29598,"( Goreswar | 26655 ), ( Tamulpur | 2943 )",,500.00,"( Goreswar | 0.00 ), ( Tamulpur | 500.00 )",,21-06-2022
29,,Tinsukia,2247,2246,1972,6465,"( Tinsukia | 4521 ), ( Doomdooma | 1944 )",,1312.83,"( Tinsukia | 1268.33 ), ( Doomdooma | 44.50 )",,21-06-2022
30,,Udalguri,4004,2856,2647,9507,"( Udalguri | 3878 ), ( Mazbat | 610 ), ( Khairabari | 88 ), ( Harisinga | 1746 ), ( Kalaigaon | 3185 )",,227.00,"( Udalguri | 0.00 ), ( Mazbat | 0.00 ), ( Khairabari | 0.00 ), ( Harisinga | 146.00 ), ( Kalaigaon | 81.00 )",,21-06-2022
31,,Total,2286138,1954683,1301232,5542053,,,108306.18,,,21-06-2022
