,population and crop area affected,District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,,,Date
18,,Lakhimpur,8230,5808,4343,18381,"( North Lakhimpur | 3922 ), ( Nowboicha | 14125 ), ( Bihpuria | 0 ), ( Subansiri | 334 )",20.00,"( North Lakhimpur | 0.00 ), ( Nowboicha | 0.00 ), ( Bihpuria | 0.00 ), ( Subansiri | 20.00 )",,,24-06-2022
19,,Majuli,0,0,0,0,"( Ujani Majuli | 0 ), ( Majuli | 0 )",21.74,"( Ujani Majuli | 13.76 ), ( Majuli | 7.98 )",,,24-06-2022
20,,Morigaon,38105,34936,21126,94167,"( Bhuragaon | 10700 ), ( Morigaon | 70742 ), ( Mikirbheta | 6784 ), ( Mayong | 5941 )",11457.00,"( Bhuragaon | 721.00 ), ( Morigaon | 1200.00 ), ( Mikirbheta | 436.00 ), ( Mayong | 9100.00 )",,,24-06-2022
21,,Nagaon,180562,169138,158775,508475,"( Kampur | 259500 ), ( Nagaon | 101991 ), ( Raha | 146051 ), ( Samaguri | 933 ), ( Dhing | 0 ), ( Rupahi | 0 )",19067.14,"( Kampur | 8320.00 ), ( Nagaon | 728.00 ), ( Raha | 9834.14 ), ( Samaguri | 148.00 ), ( Dhing | 32.00 ), ( Rupahi | 5.00 )",,,24-06-2022
22,,Nalbari,42062,38177,27178,107417,"( Paschim Nalbari | 39518 ), ( Barbhag | 13063 ), ( Tihu | 2202 ), ( Barkhetri | 50184 ), ( Nalbari | 2450 )",,5873.50,"( Paschim Nalbari | 554.00 ), ( Barbhag | 140.00 ), ( Tihu | 50.00 ), ( Barkhetri | 5019.50 ), ( Nalbari | 110.00 )",,24-06-2022
23,,Sonitpur,4514,7147,4407,16068,"( Thelamara | 0 ), ( Dhekiajuli | 16068 ), ( Tezpur | 0 )",,1006.00,"( Thelamara | 11.00 ), ( Dhekiajuli | 989.00 ), ( Tezpur | 6.00 )",,24-06-2022
24,,South Salmara,52267,49448,32790,134505,"( Mankachar | 30565 ), ( South Salmara | 103940 )",,830.00,"( Mankachar | 138.00 ), ( South Salmara | 692.00 )",,24-06-2022
25,,Tamulpur,11,10,4,25,( Tamulpur | 25 ),,100.00,( Tamulpur | 100.00 ),,24-06-2022
26,,Udalguri,560,333,198,1091,"( Khairabari | 0 ), ( Harisinga | 0 ), ( Udalguri | 1048 ), ( Kalaigaon | 0 ), ( Mazbat | 43 )",,0.00,"( Khairabari | 0.00 ), ( Harisinga | 0.00 ), ( Udalguri | 0.00 ), ( Kalaigaon | 0.00 ), ( Mazbat | 0.00 )",,24-06-2022
27,,Total,1360479,1165701,777136,3303316,,,91658.49,,,24-06-2022
