object_id,relief_and_mitigation_sanction_value,timeperiod
02-028,5646069.0,2023_12
02-028,13143569.0,2023_12
02-028,24619618.0,2023_12
02-028,6221059.0,2023_12
02-028,11830224.0,2023_12
02-028,8778202.0,2023_12
02-024,8480732.0,2023_12
02-024,7586406.0,2023_12
02-024,9468365.0,2023_12
02-024,46303893.0,2023_12
02-024,10770360.0,2023_12
02-024,16494865.0,2023_12
02-024,24342744.0,2023_12
02-024,11838655.0,2023_12
02-024,11397359.0,2023_12
02-024,2920847.0,2023_12
02-034,7343532.0,2023_12
02-034,4736754.0,2023_12
02-034,9057222.0,2023_12
02-034,2705767.0,2023_12
02-034,4333785.0,2023_12
02-034,3355630.0,2023_12
02-034,5264012.0,2023_12
02-034,3907357.0,2023_12
02-034,6598952.0,2023_12
02-034,7432229.0,2023_12
02-030,78500000.0,2023_12
02-023,60000000.0,2023_12
02-028,90000000.0,2023_12
02-024,210000000.0,2023_12
02-034,22500000.0,2023_12
02-026,121000000.0,2023_12
02-025,25000000.0,2023_12
02-027,190000000.0,2023_12
02-033,140800000.0,2023_12
02-031,105500000.0,2023_12
02-029,101500000.0,2023_12
02-030,1000000.0,2023_12
02-028,10000000.0,2023_12
02-027,20000000.0,2023_12
02-033,10000000.0,2023_12
02-031,4000000.0,2023_12
02-029,4600000.0,2023_12
02-028,32498600.0,2024_01
02-028,28060560.0,2024_01
02-028,8281138.0,2024_01
02-028,12282814.0,2024_01
02-028,8686260.0,2024_01
02-028,20220876.0,2024_01
02-028,37876336.0,2024_01
02-028,9570860.0,2024_01
02-028,18200344.0,2024_01
02-028,13504926.0,2024_01
02-024,13047280.0,2024_01
02-024,11671394.0,2024_01
02-024,14566716.0,2024_01
02-024,71236758.0,2024_01
02-024,16569784.0,2024_01
02-024,25376716.0,2024_01
02-024,37450376.0,2024_01
02-024,18213316.0,2024_01
02-024,17534398.0,2024_01
02-024,4493610.0,2024_01
02-034,11297742.0,2024_01
02-034,7287314.0,2024_01
02-034,13934188.0,2024_01
02-034,4162718.0,2024_01
02-034,6667362.0,2024_01
02-034,5162508.0,2024_01
02-034,8098480.0,2024_01
02-034,6011318.0,2024_01
02-034,10152234.0,2024_01
02-034,11434198.0,2024_01
02-031,52503000.0,2024_01
02-029,12489780.0,2024_01
02-029,40057080.0,2024_01
02-029,79523340.0,2024_01
02-029,93145740.0,2024_01
02-023,22446000.0,2024_01
02-023,54047130.0,2024_01
02-023,49809480.0,2024_01
02-023,21824220.0,2024_01
02-027,51903150.0,2024_01
02-027,41816640.0,2024_01
02-027,13441800.0,2024_01
02-027,13390200.0,2024_01
02-027,33049800.0,2024_01
02-027,13777200.0,2024_01
02-027,25160160.0,2024_01
02-027,37981470.0,2024_01
02-027,19285500.0,2024_01
02-028,87267210.0,2024_01
02-028,87630990.0,2024_01
02-028,125230620.0,2024_01
02-024,3071390.0,2024_01
02-024,8157990.0,2024_01
02-024,7783890.0,2024_01
02-024,27505630.0,2024_01
02-024,3581210.0,2024_01
02-024,4787030.0,2024_01
02-024,1117950.0,2024_01
02-024,19662580.0,2024_01
02-024,23560760.0,2024_01
02-034,89682090.0,2024_01
02-034,17480790.0,2024_01
02-026,24453240.0,2024_01
02-026,103436070.0,2024_01
02-026,46833450.0,2024_01
02-026,52100520.0,2024_01
02-026,77474820.0,2024_01
02-026,111672720.0,2024_01
02-026,112476390.0,2024_01
02-026,112637640.0,2024_01
02-026,109985690.0,2024_01
02-026,104949240.0,2024_01
02-026,108808920.0,2024_01
02-026,104949240.0,2024_01
02-026,108808920.0,2024_01
02-030,9000000.0,2024_01
02-023,12500000.0,2024_01
02-028,32000000.0,2024_01
02-024,37000000.0,2024_01
02-034,8000000.0,2024_01
02-026,10000000.0,2024_01
02-027,45000000.0,2024_01
02-033,40000000.0,2024_01
02-031,18000000.0,2024_01
02-029,18000000.0,2024_01
02-025,6500000.0,2024_01
02-030,500000.0,2024_01
02-028,10000000.0,2024_01
02-024,20000000.0,2024_01
02-026,4000000.0,2024_01
02-033,2000000.0,2024_03
02-028,898000.0,2024_03
02-026,20000000.0,2024_03
02-031,11000000.0,2024_03
02-030,5000000.0,2024_03
02-023,7500000.0,2024_03
02-028,10000000.0,2024_03
02-024,7500000.0,2024_03
02-034,2500000.0,2024_03
02-026,7500000.0,2024_03
02-025,2500000.0,2024_03
02-027,2500000.0,2024_03
02-033,7500000.0,2024_03
02-031,3500000.0,2024_03
02-029,3991000.0,2024_03
02-023,5000000.0,2024_03
