0,1,2,3,4,5,6,7,8,9,10,11
"Rescue 
Operation","District/Sub-
division*",Agency,,,"Boats 
Deployed","Person 
Evacuated 
By Boats","Animal 
Evacuated 
By Boats",,"Helicopters 
Deployed","Person 
Evacuated 
By 
Helicopters","Medical 
Team 
Deployed"
,Lakhimpur,SDRF,,,2,2,0,,0,0,0
,Total,,,,2,2,0,,0,0,0
Relief,Nil,,,,,,,,,,
Distributed,,,,,,,,,,,
"Relief 
Distributed 
Others",Nil,,,,,,,,,,
"Infrastructure 
Damaged - 
Embankment 
Breached","District/Sub-
division*",Number,Details,,,,,,,,
,Lakhimpur,2,"Nowboicha - Breached occurred at Singra River RB Embankment | Chamua Gaon | Breached occurred at 
Singra River Embankment ( CH:1100 M of Chamuagaon area) for a length of 40 Mtr. On 14.06.2023 at 12:30 
PM due to sudden slump down, heavy thrust and bank migration. Report received from water Resources Dept. | 
(Long - 17.156999, Lat - 94.006159, Dept - Water Resource Deptt.),  
Singra River Side Bund | Philbari Basti | Singra River side bund breached at Fulbari Basti at around 60 Mtr. On 
14.06.2023. Report received from Nowboicha Block Development Office | (Long - 0.000000, Lat - 0.000000, 
Dept - P&RD)",,,,,,,,
,Total,2,,,,,,,,,
"Infrastructure 
Damaged - 
Embankment 
Affected","District/Sub-
division*",Number,Details,,,,,,,,
,Biswanath,3,"Gohpur - Gupsarguri marginal embankment | Mild erosion observed at R/Bank of river Sessa on 14/06/23 of 
length 120 mtr | | (Long - 93.716944, Lat - 26.979166, Dept - --Select Department--),  
Baligaon marginal embankment | Mild erosion is observed on R/Bank of river sessa of Length 100 mtr | | (Long 
- 93.712256, Lat - 26.989844, Dept - Water Resource Deptt.),  
Mild erosion observed at ouguri area | On R/Bank of River Sessa of length 30 mtr | | (Long - 93.737047, Lat - 
26.952548, Dept - Water Resource Deptt.)",,,,,,,,
,Darrang,1,"Mangaldoi - Noanadi RB extension Embankment. | Udmari Village | Due to rise of water level overtopping at 
various locations took place at the embankment. Dated 11/06/2023. | (Long - 91.983382, Lat - 26.549430, Dept 
- Water Resource Deptt.)",,,,,,,,
,Dhemaji,1,"Gogamukh - Na-Nadi Right Bank Embankment from NH-15 to Lakhipathar | From Ch. 0m to 2235 m | Due to 
incessant rainfall and rise in water level, river side slope has been Damaged by slump down and erosion at Na-
Nadi Right Bank Embankment from NH-15 to Lakhipathar (Water Resource Deptt. embankment), Length- 
2235m approx, Dated: 14/06/2023 | (Long - 94.380960, Lat - 27.415049, Dept - Water Resource Deptt.)",,,,,,,,
,Total,5,,,,,,,,,
"Infrastructure 
Damaged - 
Road","District/Sub-
division*",Number,Details,,,,,,,,
,Dhemaji,2,"Dhemaji - PWD Deptt. Road from Jiadhal chariali to Jiadhal college road | Road from Jiadhal chariali to 
Jiadhal college road | Today on 14/06/2023, Road Submergence occurred on Road from Jiadhal Chariali to 
Jiadhal Collage (Length-45m) | (Long - 94.512166, Lat - 2.438776, Dept - PWD (Roads)),  
NH-15 Road near Jiadhal Chariali | NH-15 Road near Jiadhal Chariali (Bhajugaon) | Today on 14/06/2023, 
Road submergence occurred at KM-404 of NH-15( Ch.403.500 to km 403.700) total length 200m. | (Long - 
94.506993, Lat - 27.433456, Dept - PWD (NH Roads))",,,,,,,,
,Dima-Hasao,2,"Haflong - NH-24 | Near Rekho Village | Date:14-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(NH Roads)),  
Tlhanghoi Market Road (Kutcha Road) | In Between Tlhanghoi and Harangajao | Date:14-06-2023 | (Long - 
0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,,
,Lakhimpur,2,"Nowboicha - Dolohat to Laluk Kachajuli PWD Road | Dighpukhuri | Erosion and over topped occurred at 
Dolohat Tiniali to Laluk Kachajuli PWD Road at CH:2100 M to 2700 M on 14.06.2023. Report received from 
PWD (Roads) | (Long - 27.177800, Lat - 93.983400, Dept - PWD (Roads)),  
NH-15 to Mohghuli Barchala Road | Solmoria | Road from NH-15 to Mohghuli Borchala road is Submerged 
from Ch. 1600m to Ch. 3050.00m on 14.06.2023. Report received from PWD (Roads) | (Long - 27.150300, Lat 
- 94.003100, Dept - PWD (Roads))",,,,,,,,
,Total,6,,,,,,,,,
"Infrastructure 
Damaged - 
Bridge","District/Sub-
division*",Number,Details,,,,,,,,
,Dhemaji,1,"Dhemaji - PWD Deptt. bridge connecting Jiadhal Hechulipam to Dighalgarah College road. | The bridge 
connecting Jiadhal Hechulipam to Dighalgarah College road. | Today on 14/06/2023, The bamboo footbridge 
connecting Jiadhal Hechulipam to Dighalgarah College road washed away at about 2:00 PM.(Lenght-65.00 m) | 
(Long - 94.501351, Lat - 27.440190, Dept - PWD (Roads))",,,,,,,,
,Total,1,,,,,,,,,
"Infrastructure 
Damaged - 
Wildlife",Nil,,,,,,,,,,
"Infrastructure 
Damaged - 
Others","District/Sub-
division*",Other Details,,,,,,,,,
,Dibrugarh,"Chabua - Anganwadi Centres Affected | DODHIA TENGABARI AWC AFFECTED AS PER INFORMATION 
RECEIVED FROM SOCIAL WELFARE DEPT. ON 14/06/2023 Coordinates- Lat 27,610638 Long 95.237251",,,,,,,,,
,Lakhimpur,"Bihpuria - Culvert Approach Road Damaged | Wing wall of RCC Culvert brocken at Santipur Majgaon Tiniali under 
Karunabari Development Block on 14th June 2023,  
Agri Bundh Damaged | Agri Bundh at Gabharu river measuring 25 meters (approx) breached and about 55 meters (approx) 
eroded on 14th June 2023 under Karunabari Development Block ,  
Culvert Approach Road Damaged | RCC Culvert damaged including approach 10 meters at Denka Basti on 14th June 2023 
under Karunabari Development Block ,  
Kadam - Bamboo Foot Bridge | Bamboo bridge connecting from NH-15 Seajuli Road to Kadam Bagan Gaon partially 
damaged due to increasing water level of the River Kakoi, Dated on 14/06/2023, Reported By Circle Officer,  
North Lakhimpur - Power Dept. Conductors | Conductor 38.9 KM on Date 13-06-2023,  
Power Dept. Poles | PSC 8.5 mtr 16 nos and PSC 7.5 mtr 36 nos on Date 13-06-2023,  
Power Dept. Transformers | Transformer 2 nos on Date 13-06-2023",,,,,,,,,
Erosion,"District/Sub-
division*",Details,,,,,,,,,
,Biswanath,"Naduar RC part - Kalakati | Dated 14/06/2023, As per report submitted by Biswanath W.R. Sub-Division, active bank 
erosion is observed at Kalakati area in between 6th to 7th km of Biswanath- Panpur Dyke of river Brahmaputra. Lat 
26.67441008 Long 93.09784163 | 0 | (Long - 93.097955, Lat - 26.674689),  
Biswanath - 4 No. Kumalia (Forciati) | continuous active bank erosion is observed at Forciati area in between Ch. 3rd to 4th 
Km of Biswanath-Panpur and 6th to 7th Km of Solmari Kalakati area of Biswanath - Panpur Dyke of river Brahmaputra. | 0 
| (Long - 93.128236, Lat - 26.685182),  
Halem - Paken area , Hatijan | 1) Mild erosion is observed by the river Brahmaputra at Paken area of B/Dyke from Jammu 
Guri to Kharoi outfall. Length-10.00m, : reported on 14/06/2023 2) Approx. (0.04 hac) of land under Hatijan village of 
Kalangpur Mouza eroded by the river Brahmaputra on 14/06/2023 as per concerned Lot Mandal report. | 0 | (Long - 
93.627646, Lat - 26.800760),  
Gohpur - Erosion is observed at Dakhin Deonabari R/Bank embankment of river Solengi. | of length 20 mtr on 14/06/23 | 0 
| (Long - 93.642885, Lat - 26.910851)",,,,,,,,,
,Golaghat,"Dergaon - Bhekeli & Charai Chapori area | Bank erosion is going on at Bhekeli and Charai Chapori area on the left bank of 
river Brahmaputra approximately 300-400 M on dated 13-06-2023. | 0 | (Long - 93.919131, Lat - 26.761075)",,,,,,,,,
,Lakhimpur,"Kadam - NH15 to Kadam Gujihola Road | Connecting road from NH15 to Kadam Gujihula eroded around 2 Km due to the 
increasing water level of the river Kakoi on 14/06/2023 reported by the concerned Lm | 0 | (Long - 0.000000, Lat - 
0.000000),  
North Lakhimpur - No 3 Na Ali Kaibartta and Na Ali N.C. | Bank migration is severe at just downstream of newly 
completed works at Ghanchari by Subansiri River on date 13-06-2023 report received from North Lakhimpur W.R. Division 
on . 4 Nos of family shifted their house to another location. | 36 | (Long - 27620.030000, Lat - 94913.840000)",,,,,,,,,
Landslide,"District/Sub-
division*",Details,,,,,,,,,
,Dima-Hasao,"Haflong - 1.Choto Laisong 2. Laisong Bazar | 1. Under Assessment Long- 93.301934 & Lat - 25.207814 approx -5mtr 2. 
Under Assessment Long- 93.30223 & Lat - 25.208429 dated 14/06/2.23 approx -7mtr | 4 | (Long - 0.000000, Lat - 
0.000000)",,,,,,,,,
Urban Flood,"District/Sub-
division*",Details,,,,,,,,,
,Cachar,"Silchar - National Highway, Link Road, Ambicapatty, N.S. AVENUE, Sonai Road, | Flash Flood due to heavy rain fall on 
dated 14.06.2023, As reported by C.O Silchar Sadar Revenue Circle. | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,,
,Kamrup (M),"Dispur - hatigaon, sijubari, wireless, baghorbari, rukmini gaon, sarumotoria, kalitakuchi | water logging due to hevay rain 
dated -14/06/2023 | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,,
"*Bajali, Biswanath, Hojai and Tamulpur are sub-divisions (Independent)",,,,,,,,,,,
