0,1,2,3,4,5,6,7,8,9,10,11
,Dhubri,56,"( Golakganj | 12 ), ( Dhubri | 4 ), ( Bilasipara | 7 ), ( Agamoni | 33 )",,,,,,,,
,Dibrugarh,8,"( Moran | 1 ), ( Dibrugarh West | 6 ), ( Chabua | 1 )",,,,,,,,
,Golaghat,17,( Bokakhat | 17 ),,,,,,,,
,Hojai,3,( Hojai | 3 ),,,,,,,,
,Kamrup,143,"( North Ghy | 6 ), ( Kamalpur | 38 ), ( Rangia | 50 ), ( Hajo | 33 ), ( Kayan | 16 )",,,,,,,,
,Kokrajhar,40,"( Bhawraguri | 1 ), ( Bagribari | 9 ), ( Kokrajhar | 10 ), ( Dotma | 19 ), ( Gossaigaon | 1 )",,,,,,,,
,Lakhimpur,33,"( Nowboicha | 13 ), ( Bihpuria | 4 ), ( Narayanpur | 16 )",,,,,,,,
,Majuli,9,( Majuli | 9 ),,,,,,,,
,Nagaon,17,"( Kampur | 3 ), ( Raha | 14 )",,,,,,,,
,Nalbari,182,"( Barkhetri | 3 ), ( Tihu | 25 ), ( Banekuchi | 12 ), ( Barbhag | 47 ), ( Nalbari | 23 ), ( 
Paschim Nalbari | 10 ), ( Ghograpar | 62 )",,,,,,,,
,Sonitpur,9,( Dhekiajuli | 9 ),,,,,,,,
,Tamulpur,45,"( Goreswar | 22 ), ( Tamulpur | 23 )",,,,,,,,
,Total,1366,,,,,,,,,
"Population 
And Crop 
Area 
Affected","District/Su
b-division*",Male,"Femal
e","Childre
n","Total 
Populati
on",Population Details,"Crop 
Area ( in 
Hect. )",Crop Area Details,,,
,Bajali,"12503
8","11807
5",17272,260385,"( Bajali | 195000 ), ( 
Sarupeta | 65385 )",297.30,"( Bajali | 106.00 ), ( 
Sarupeta | 191.30 )",,,
,Baksa,11612,9462,2949,24023,"( Barama | 1200 ), ( 
Baska | 2081 ), ( 
Jalah | 6982 ), ( 
Baganpara | 13760 )",3982.70,"( Barama | 37.00 ), ( 
Baska | 14.70 ), ( 
Jalah | 3895.00 ), ( 
Baganpara | 36.00 )",,,
,Barpeta,30296,24346,10579,65221,"( Barpeta | 20462 ), ( 
Sarthebari | 44759 )",200.00,"( Barpeta | 60.00 ), ( 
Sarthebari | 140.00 )",,,
,Biswanath,715,477,410,1602,"( Halem | 0 ), ( 
Gohpur | 1602 )",22.00,"( Halem | 13.50 ), ( 
Gohpur | 8.50 )",,,
,"Bongaigao
n",0,0,0,0,"( Manikpur | 0 ), ( 
Srijangram | 0 )",1409.71,"( Manikpur | 655.71 
), ( Srijangram | 
754.00 )",,,
,Chirang,377,323,244,944,"( Bijni | 0 ), ( 
Bengtal | 0 ), ( Sidli | 
944 )",232.26,"( Bijni | 126.35 ), ( 
Bengtal | 26.47 ), ( 
Sidli | 79.44 )",,,
,Darrang,4725,4428,4551,13704,"( Sipajhar | 0 ), ( 
Mangaldoi | 13149 ), 
( Patharighat | 555 ), 
( Dalgaon | 0 )",3618.90,"( Sipajhar | 1486.00 
), ( Mangaldoi | 
878.90 ), ( 
Patharighat | 
1048.00 ), ( Dalgaon 
| 206.00 )",,,
,Dhemaji,0,0,0,0,"( Dhemaji | 0 ), ( 
Jonai | 0 )",109.00,"( Dhemaji | 12.00 ), ( 
Jonai | 97.00 )",,,
,Dhubri,245,161,170,576,"( Golakganj | 0 ), ( 
Dhubri | 0 ), ( 
Bilasipara | 0 ), ( 
Agamoni | 576 )",200.50,"( Golakganj | 28.00 
), ( Dhubri | 32.50 ), 
( Bilasipara | 11.50 
), ( Agamoni | 
128.50 )",,,
,Dibrugarh,22,36,10,68,"( Moran | 0 ), ( 
Dibrugarh West | 68 
), ( Chabua | 0 )",205.00,"( Moran | 1.00 ), ( 
Dibrugarh West | 
68.00 ), ( Chabua | 
136.00 )",,,
,Golaghat,0,0,0,0,( Bokakhat | 0 ),200.00,( Bokakhat | 200.00,,,
,,,,,,,,,),,
,Hojai,0,0,0,0,( Hojai | 0 ),,22.73,( Hojai | 22.73 ),,
,Kamrup,70,60,20,150,"( Kamalpur | 0 ), ( 
Rangia | 150 ), ( 
Hajo | 0 ), ( North 
Ghy | 0 ), ( Kayan | 0 
)",,728.05,"( Kamalpur | 96.60 ), 
( Rangia | 241.52 ), ( 
Hajo | 328.00 ), ( 
North Ghy | 10.00 ), 
( Kayan | 51.93 )",,
,Kokrajhar,2401,1908,2229,6538,"( Kokrajhar | 5312 ), 
( Bhawraguri | 26 ), ( 
Bagribari | 0 ), ( 
Dotma | 922 ), ( 
Gossaigaon | 278 )",,78.40,"( Kokrajhar | 44.00 ), 
( Bhawraguri | 0.00 
), ( Bagribari | 18.10 
), ( Dotma | 16.30 ), 
( Gossaigaon | 0.00 )",,
,Lakhimpur,12412,12184,1017,25613,"( Nowboicha | 25096 
), ( Bihpuria | 517 ), 
( Narayanpur | 0 )",,467.00,"( Nowboicha | 0.00 
), ( Bihpuria | 0.00 ), 
( Narayanpur | 
467.00 )",,
,Majuli,0,0,0,0,( Majuli | 0 ),,10.90,( Majuli | 10.90 ),,
,Nagaon,0,0,0,0,"( Kampur | 0 ), ( 
Raha | 0 )",,987.25,"( Kampur | 30.00 ), ( 
Raha | 957.25 )",,
,Nalbari,31859,28577,17266,77702,"( Tihu | 19360 ), ( 
Barbhag | 2200 ), ( 
Nalbari | 880 ), ( 
Ghograpar | 41126 ), 
( Barkhetri | 3150 ), 
( Banekuchi | 1611 ), 
( Paschim Nalbari | 
9375 )",,1004.10,"( Tihu | 301.00 ), ( 
Barbhag | 67.20 ), ( 
Nalbari | 93.90 ), ( 
Ghograpar | 356.00 
), ( Barkhetri | 0.00 
), ( Banekuchi | 
102.50 ), ( Paschim 
Nalbari | 83.50 )",,
,Sonitpur,29,23,13,65,( Dhekiajuli | 65 ),,20.07,( Dhekiajuli | 20.07 ),,
,Tamulpur,6522,5742,6944,19208,"( Goreswar | 7076 ), 
( Tamulpur | 12132 )",,296.03,"( Goreswar | 296.03 
), ( Tamulpur | 0.00 )",,
,Total,"22632
3","20580
2",63674,495799,,,14091.90,,,
"Relief 
Camps / 
Centres 
Opened","District/Su
b-division*",Total,Relief Camp,,,,Relief Distribution Centres,,,,
,Bajali,32,"31(Bajali | 31, Sarupeta | 0)",,,,"1(Bajali | 0, Sarupeta | 1)",,,,
,Baksa,44,"12(Barama | 2, Baska | 4, Baganpara | 1, 
Jalah | 5)",,,,"32(Barama | 2, Baska | 9, Baganpara | 7, 
Jalah | 14)",,,,
,Biswanath,6,"0(Halem | 0, Gohpur | 0)",,,,"6(Halem | 4, Gohpur | 2)",,,,
,Chirang,1,0(Bijni | 0),,,,1(Bijni | 1),,,,
,Darrang,2,0(Mangaldoi | 0),,,,2(Mangaldoi | 2),,,,
,Dhubri,1,1(Agamoni | 1),,,,0(Agamoni | 0),,,,
,Kamrup,1,1(Rangia | 1),,,,0(Rangia | 0),,,,
,Kokrajhar,12,"4(Kokrajhar | 3, Gossaigaon | 1)",,,,"8(Kokrajhar | 8, Gossaigaon | 0)",,,,
,Lakhimpur,11,0(Nowboicha | 0),,,,11(Nowboicha | 11),,,,
,Nalbari,23,"23(Tihu | 6, Banekuchi | 1, Nalbari | 2, 
Paschim Nalbari | 4, Ghograpar | 10)",,,,"0(Tihu | 0, Banekuchi | 0, Nalbari | 0, 
Paschim Nalbari | 0, Ghograpar | 0)",,,,
,Tamulpur,29,"11(Goreswar | 3, Tamulpur | 8)",,,,"18(Goreswar | 10, Tamulpur | 8)",,,,
,Total,162,83,,,,79,,,,
"Inmates In 
Relief 
Camps","District/Su
b-division*",Total,Revenue Circlewise,,,Male,Female,Children,"Pregnant 
/ 
Lactatin
g Mother","Person 
with 
Disabili
ty",
,Bajali,2912,(Bajali | 2912),,,1297,1271,341,1,2,
,Baksa,3153,"(Barama | 347), (Jalah | 1806), 
(Baska | 642), (Baganpara | 
358)",,,1434,1315,368,16,20,
,Dhubri,193,"(Golakganj | 0), (Dhubri | 0), 
(Bilasipara | 0), (Agamoni | 
193)",,,78,54,61,0,0,
,Kamrup,150,"(North Ghy | 0), (Kamalpur |",,,70,60,20,0,0,
,,,"0), (Hajo | 0), (Kayan | 0), 
(Rangia | 150)",,,,,,,,
,Kokrajhar,1817,"(Bagribari | 0), (Dotma | 0), 
(Kokrajhar | 1539), 
(Gossaigaon | 278)",,,798,494,525,0,0,
,Nalbari,3816,"(Barkhetri | 0), (Tihu | 665), 
(Banekuchi | 95), (Barbhag | 
0), (Nalbari | 403), 
(Ghograpar | 2234), (Paschim 
Nalbari | 419)",,,1844,1273,609,73,17,
,Tamulpur,1994,"(Goreswar | 179), (Tamulpur | 
1815)",,,836,806,344,0,8,
,Total,14035,,,,6357,5273,2268,90,47,
"Human 
Lives Lost 
- 
Confirmed","District/Su
b-division*",Total,Male,Female,"Childre
n",Revenue Circlewise,,,,,
,Tamulpur,1,1,0,0,"(Goreswar | 1), (Tamulpur | 0)",,,,,
,Total,1,1,0,0,,,,,,
"Human 
Lives Lost 
Confirmed 
- Death 
Type","District/Su
b-division*",Total,"Flood 
Death","General 
Drowni
ng (Non 
Flood)",Landslide,,,,,,
,Tamulpur,1,1,0,0,,,,,,
,Total,1,1,0,0,,,,,,
"Human 
Lives Lost 
- Missing",Nil,,,,,,,,,,
"Human 
Lives Lost 
Missing - 
Type",Nil,,,,,,,,,,
"Animals 
Affected","District/Su
b-division*",Total,Big,Small,Poultry,,,,,,
,Bajali,"11667
9",47702,58082,10895,,,,,,
,Baksa,23244,8471,6298,8475,,,,,,
,Barpeta,5349,2666,2683,0,,,,,,
,Biswanath,4985,3270,1715,0,,,,,,
,Chirang,2256,737,215,1304,,,,,,
,Darrang,10292,5528,3575,1189,,,,,,
,Dibrugarh,5256,4197,1059,0,,,,,,
,Kamrup,12542,9098,3444,0,,,,,,
,Lakhimpur,7789,5831,1958,0,,,,,,
,Nalbari,"12886
6",62111,47875,18880,,,,,,
,Tamulpur,29381,18771,10555,55,,,,,,
,Total,"34663
9","16838
2",137459,40798,,,,,,
"Animals 
Washed 
Away","District/Su
b-division*",Total,Big,Small,Poultry,,,,,,
,Chirang,90,0,10,80,,,,,,
,Total,90,0,10,80,,,,,,
"Houses 
Damaged","District/Su
b-division*","Fully 
Kucch
a","Fully 
Pukk
a","Fully 
Total","Partially 
Kuccha","Partiall
y Pukka","Partiall
y Total","Others 
Huts","Others 
Cattle 
Shed","Others 
Total",
,Baksa,0,0,0,1,0,1,0,0,0,
,Kokrajhar,0,0,0,0,0,0,1,0,1,
,Nalbari,1,0,1,0,0,0,0,0,0,
,Total,1,0,1,1,0,1,1,0,1,
"Rescue 
Operation","District/Su
b-division*",Agency,,,"Boats 
Deploye","Person 
Evacuat","Animal 
Evacuat","Helicopt
ers","Person 
Evacuate","Medica
l Team",
,,,,,,d,"ed By 
Boats","ed By 
Boats","Deploye
d","d By 
Helicopt
ers","Deploy
ed"
,Bajali,"NDRF, SDRF, SSB, Local 
People",,,,9,168,0,0,0,33
,Baksa,"Civil Defence/Trained 
Volunteers, Fire & 
Emergency Services 
(F&ES), SDRF",,,,4,159,0,0,0,4
,Barpeta,"Fire & Emergency Services 
(F&ES)",,,,1,1,0,0,0,0
,Biswanath,"NDRF, SDRF",,,,0,0,0,0,0,4
,Darrang,"Circle Office/Local 
Administration, Civil 
Defence/Trained 
Volunteers",,,,0,0,0,0,0,1
,Dhubri,,,,,0,0,0,0,0,1
,Kokrajhar,"Fire & Emergency Services 
(F&ES), SDRF",,,,1,25,32,0,0,2
,Lakhimpur,,,,,0,0,0,0,0,5
,Nalbari,"SDRF, Fire & Emergency 
Services (F&ES)",,,,2,88,11,0,0,0
,Tamulpur,"NDRF, SDRF",,,,2,120,0,0,0,8
,Total,,,,,19,561,43,0,0,58
"Relief 
Distribute
d","District/Su
b-division*","Rice 
(in Q)","Dal 
(in Q)",,"Salt (in 
Q)","M. Oil 
(in L)","Cattle 
Feed - 
Green 
Fooder 
(in Q)","Cattle 
Feed - 
Wheat 
Bran (in 
Q)",Cattle Feed - Rice Bran (in Q),,
,Bajali,17.64,2.49,,0.66,66.00,0.00,342.00,0.00,,
,Baksa,252.75,46.49,,13.87,1386.17,0.00,88.00,0.00,,
,Biswanath,17.58,3.20,,0.00,0.00,0.00,151.95,0.00,,
,Chirang,0.00,0.00,,0.00,0.00,0.00,31.00,15.00,,
,Darrang,6.75,1.17,,0.35,34.60,0.00,0.00,0.00,,
,Dhubri,3.11,0.58,,0.17,0.19,0.00,0.00,0.00,,
,Kokrajhar,56.18,10.62,,3.19,318.72,0.00,0.00,0.00,,
,Lakhimpur,407.00,75.30,,22.58,2258.00,0.00,0.00,0.00,,
,Nalbari,22.74,3.96,,1.19,119.00,0.00,3590.12,0.00,,
,Tamulpur,236.22,45.29,,13.92,1087.12,0.00,571.80,0.00,,
,Total,"1019.9
7","189.1
0",,55.93,5269.80,0.00,4774.87,15.00,,
"Relief 
Distribute
d Others","District/Su
b-division*","Baby Food 
Liquid",,Baby Food Solid,,,Others,,,,
,Bajali,0.00-Q,,"80.00-Pkt, 0.00-Q",,,"Candle-210.00-Pkt; Match Box-35.00-Pkt; Mosquito 
coil-70.00-Pkt",,,,
,Baksa,"20.00-Pkt, 
0.00-Q",,"245.00-Pkt, 0.00-Q",,,"Soap-242.00-Pieces; Candle-242.00-Pkt; Mosquito Coil-
242.00-Pkt",,,,
,Biswanath,0.00-Q,,0.00-Q,,,,,,,
,Chirang,0.00-Q,,0.00-Q,,,,,,,
,Darrang,0.00-Q,,18.00-Pkt,,,,,,,
,Dhubri,0.00-Q,,0.00-Q,,,"Tarpaulin-20.00-Pieces; Candle-25.00-Pkt; Match Box-
25.00-Pkt; Sanitary Napkin-20.00-Pkt",,,,
,Kamrup,0.00-Pkt,,8.00-Pkt,,,Chira-20.00-Kg; Gur-5.00-Kg,,,,
,Kokrajhar,0.00-Q,,0.00-Q,,,"CANDLE-212.00-Pkt; MATCH BOX-143.00-Pkt; M. 
COIL-212.00-Pkt",,,,
,Lakhimpur,0.00-Q,,0.00-Q,,,Candle-7914.00-Pkt,,,,
,Nalbari,0.00-Q,,0.00-Q,,,"Tarpaulin-410.00-Pkt; Phenyl-152.00-Pieces; Candle -
304.00-Pkt; Mosquito Coil-320.00-Pkt; Candle-18.00-
Pkt",,,,
,Tamulpur,"0.00-Q,",,0.00-Q,,,tarpaulin-700.00-Q; gur-0.71-Q; Mosquito coil-47.00-,,,,
,,"8.00-Pkt 
Pieces; Match Box-47.00-Q; Candle Packet-47.00-Q; 
Drinking Water-94.00-L",,,,,,,,,
"Infrastruct
ure 
Damaged - 
Embankm
ent 
Breached","District/Su
b-division*","Numb
er",Details,,,,,,,,
,Bajali,7,"Bajali - Pahumara river breached at left bank at Birbira | Birbira near kenduguri | Report 
received from AEE Water resource, Bajali Dated 22/06/2023 at 3:30 AM | (Long - 
91.159080, Lat - 26.536302, Dept - Water Resource Deptt.),  
left Embankment of kaldia river | Niz Saldah | this report is received from concerned LM 
on 22-06-2023 at 4pm | (Long - 91.142550, Lat - 26.452241, Dept - P&RD),  
right Embankment of kaldia river | niz saldah | this report is received from concerned LM 
on 22-06-2023 at 4pm | (Long - 91.142560, Lat - 26.452241, Dept - P&RD),  
Embankment of kaldia river | Bairagy | this report is received from concerned LM on 22-
06-2023 at 4pm | (Long - 91.261245, Lat - 26.505215, Dept - P&RD),  
Embankment of kaldia river | Barnalikuchi | this report is received from concerned LM on 
22-06-2023 at 4pm | (Long - 91.240337, Lat - 26.503750, Dept - P&RD),  
Embankment of kaldia river | Tihudekhata | Embankment of kaldia river | (Long - 
91.227382, Lat - 26.478453, Dept - P&RD),  
Sarupeta - Embankment of Pahumara river at Medhikuchi | Village : Medhikuchi | 
Embankment breach report received from concerned LM on 22/6/2023 | (Long - 
91.155950, Lat - 26.536513, Dept - Water Resource Deptt.)",,,,,,,,
,Biswanath,1,"Gohpur - Chatrang river R/Bank embankment breached | Chatrangpar on 22/06/23 for 
length about 35 mtr | | (Long - 93.610147, Lat - 26.885536, Dept - Water Resource Deptt.)",,,,,,,,
,Darrang,1,"Mangaldoi - Breached at u/s afflux bund cum road of CM Dutta Bund | At village Bahjani 
| As reported by the department due to rise of water level breach occurred at u/s afflux 
bund cum road of CM Dutta Bund and approx. length of damage is 20mtr. Dated 
22/06/2023 | (Long - 91.993733, Lat - 26.538391, Dept - Irrigation)",,,,,,,,
,Nalbari,1,"Nalbari - Pagaldia river at Nalbari sonkuriha embankment | Sondha | Seepage occcures on 
Ch 1300M, Reported by PWD(road) Dated: 22/06/2023 | (Long - 0.000000, Lat - 
0.000000, Dept - PWD (Roads))",,,,,,,,
,Total,10,,,,,,,,,
"Infrastruct
ure 
Damaged - 
Embankm
ent 
Affected","District/Su
b-division*","Numb
er",Details,,,,,,,,
,Biswanath,2,"Gohpur - Mild Bank Erosion is observed at R/Bank of Sessa river | At Auguri area on 
22/06/23 for 60 mtr | | (Long - 93.733716, Lat - 26.951885, Dept - Water Resource 
Deptt.),  
Mild Bank Erosion is observed at R/Bank of Sessa river | At Gupsarguri Marginal 
Embankment in 22/06/23 for 50 mtr | | (Long - 93.716944, Lat - 26.979166, Dept - Water 
Resource Deptt.)",,,,,,,,
,Nalbari,1,"Barbhag - R/B of river Baralia from Chamukha ghat to Hirapara | Amarakur | Report 
submiited by Asst. Executive Engineer, Mukalmua W.R. Sub Division, Mukalma on 
22/06/2023 | (Long - 26.350000, Lat - 91.520000, Dept - Water Resource Deptt.)",,,,,,,,
,Total,3,,,,,,,,,
"Infrastruct
ure 
Damaged - 
Road","District/Su
b-division*","Numb
er",Details,,,,,,,,
,Bajali,4,"Bajali - Tihu Bangaon Road | Bangaon | This report is received from AEE,PWD Roads on 
dated 22-06-2023 at 1pm. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH Roads)),  
Kochdiga Maguri road | kochdiga | This report is received from AEE,PWD Roads on 
dated 22-06-2023 at 1pm. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH Roads)),  
Ula Bhogeswari Road | Chamua uluwa | This report is received from AEE,PWD Roads on 
dated 22-06-2023 at 1pm. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH Roads)),  
Bhaluki high school to helona road | Helana | This report is received from AEE,PWD 
Roads on dated 22-06-2023 at 1pm. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH 
Roads))",,,,,,,,
,Baksa,3,"Baganpara - Dhamdhama to Jartaluk road have been damaged approx 50 MTR at 
guwalbil on 21/06/2023 | Guwalbil | | (Long - 91.486501, Lat - 26.581751, Dept - PWD 
(Roads)),  
Baganpara to Nayabasti road with culvert washed way | Simlabari | Dated:22/06/2023 | 
(Long - 91.449800, Lat - 26.687904, Dept - PWD (Roads)),  
Jalah - Doomni to Daodhara road had been damaged approx 50 meteres on 22/06/2023 | 
Golagaon | | (Long - 91.291332, Lat - 26.732975, Dept - PWD (Roads))",,,,,,,,
,Biswanath,5,Halem - Road - Tinikunia to kawripathar via possagula( A construction on going,,,,,,,,
,,,"MMPPNA Work)(From Ch.1060.00 m to Ch.1300.00 m). | Nalanibari, Dhekiajuli | Road 
is over topped by flood water of river Brahmajaan sporadic erosion in road embankment 
have been noticed.The Box Culvert (2mX2m) which was under construction , has been 
toppled over from its position and badly sunk down due to massive erosion beneath by 
high velocity water current of Brahmajan river on 22/06/2023 | (Long - 93.477879, Lat - 
26.908309, Dept - PWD (Roads)),  
Gohpur - Road - Gohpur Railway Station Road (From Ch.0.00 m to Ch.800.00 m) | 
Gohpur Town | Road is submerged by flush flood water of river Chatrang on 22/06/23 | 
(Long - 93.613053, Lat - 26.886368, Dept - PWD (Roads)),  
Road -Gorbasti Road (From Ch.0.00 m to Ch.400.00 m) | At Gohpur Town | Road is 
submerged by flush flood water of river Chatrang on 22/06/23 | (Long - 93.638648, Lat - 
26.908756, Dept - PWD (Roads)),  
Road -Sarna Jayanti Road (From Ch.0.00 m to Ch.200.00 m) | At Gohpur Town | Road is 
submerged by flush flood water of river Chatrang on 22/06/23 | (Long - 93.613128, Lat - 
26.886400, Dept - PWD (Roads)),  
Road -Chatiachuk Road (From Ch.0.00 m to Ch.200.00 m) | At Gohpur Town | Road is 
submerged by flush flood water of river Chatrang on 22/06/23 | (Long - 93.618575, Lat - 
26.883808, Dept - PWD (Roads))",,,,,,,,
,Chirang,2,"Bijni - Panbari PWD Road to Nimai Das house at No 1 Chatianguri | No 1 Chatianguri | 
As per report of BDO, Manikpur Development Block, Panbari PWD Road to Nimai Das 
house road damaged at No 1 Chatianguri on 19-06-2023. Length=7.60 mtr, Breadth=2.5 
mtr, Depth=0.9 mtr. | (Long - 90.724472, Lat - 26.511920, Dept - P&RD),  
Road from Bishdoba main road to Kharija Bishpani at Bishdoba | Bishdoba | As reported 
by BDO, Manikpur Dev. Block, Road from Bishdoba main road to Kharija Bishpani 
damaged at Bishdoba on 22-006-2023. Length=50 mtr, Breadth=4 mtr, Depth=1.00 mtr. | 
(Long - 90.815164, Lat - 26.573494, Dept - P&RD)",,,,,,,,
,Darrang,8,"Mangaldoi - Mangaldai Bhutiachang Road | At Village Bahjani | Due to rise of water 
level the 13th Km of MB Road ( Bandhar Chowk) overtopped by about 30cm due to 
breach of DRDA embankment of Noanadi at Bishnupur on 21/06/2023. As reported by the 
department temporary restoration is done by providing sand filled bags at edge of hard 
crust in both up/down stream for a length of 50mts. Dated 21/06/2023. | (Long - 
91.994195, Lat - 26.541278, Dept - PWD (Roads)),  
ONDOLAJHAR BAIGORMARI ROAD | At Village ONDOLAJHAR under Pub-
Mangaldai | As reported by the department due to rise in water level ROAD 
SUBMERGED, SUBMERGED LENGTH =600.00M at CH 3300M ,CH 4000M ,CH 
4500 M . Dated 21/06/2023. | (Long - 92.149286, Lat - 26.490708, Dept - PWD (Roads)),  
BAIGORMARI TO MAGURMARI NO. 1 ROAD | At Village MAGURMARI NO. 1 
under Pub-Mangaldai | As reported by the department due to rise in water level ROAD 
BREACHED , CULVERT DAMAGED , BREACHED LENGTH=7.00 M at CH 725 M . 
Dated 21/06/2023. | (Long - 92.145743, Lat - 26.480243, Dept - PWD (Roads)),  
KANAICHUBA PATHARIGHAT ROAD | At Village KANAICHUBA | As reported by 
the department due to rise in water level ROAD SUBMERGED, SUBMERGED 
LENGTH =300.00M at 4TH KM . Dated 21/06/2023. | (Long - 91.991976, Lat - 
26.459233, Dept - PWD (Roads)),  
M.P.K ROAD | At Village BORATHIABARI | As reported by the department due to rise 
in water level ROAD SUBMERGED ,SUBMERGED LENGTH =100.00M . Dated 
21/06/2023. | (Long - 91.966910, Lat - 26.440632, Dept - PWD (Roads)),  
MANGALDAI MAZIKUCHI ROAD | At Village NAHARBARI | As reported by the 
department due to rise in water level ROAD SUBMERGED ,SUBMERGED LENGTH 
=1000.00M . Dated 21/06/2023. | (Long - 91.965828, Lat - 26.485200, Dept - PWD 
(Roads)),  
Patharighat - MPK Road to Athkuriapara link Road via Pabitra Deka House | 
Athkuriapara | As reported by BDO, Sipajhar breach of road occurred on 21/06/2023 of 
around 4 mtrs. | (Long - 91.913130, Lat - 26.446665, Dept - P&RD),  
Dalgaon - Dulakhaity to jhargaon road | Dulakhaity to jhargaon road | As per report 
received from PWD(R), due to rain Dulakhaity to jhargaon PMGSY road shoulder at 
Ch.7500M has been damaged on 21/06/2023 | (Long - 92.217261, Lat - 26.657417, Dept - 
P&RD)",,,,,,,,
,Dhubri,20,"Golakganj - DUE TO HEAVY RAINFALL HARD CRUST HAVE BEEN BADLY 
DAMAGED AT SHAHEBGANJ BAZAR TO MOTERJHAR HOSPITAL ROAD AT 
2.5TH KM TO 10TH KM (DATE 19-6-2023) | SHAHEBGANJ BAZAR TO 
MOTERJHAR HOSPITAL ROAD26 | | (Long - 26.120070, Lat - 89.878774, Dept - PWD",,,,,,,,
