0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,Dhemaji,5758,1901,2003,1854,,,,,,,,,
,Lakhimpur,9538,6222,3316,0,,,,,,,,,
,Total,15296,8123,5319,1854,,,,,,,,,
"Animals 
Washed 
Away",Nil,,,,,,,,,,,,,
"Houses 
Damaged",Nil,,,,,,,,,,,,,
"Rescue 
Operation","District/Sub-
division*",Agency,,Boats Deployed,,"Person 
Evacuated 
By Boats",,"Animal 
Evacuated 
By Boats",,"Helicopters 
Deployed",,"Person 
Evacuated 
By 
Helicopters",,"Medical 
Team 
Deployed"
,Charaideo,,,0,,0,,0,,0,,0,,1
,Dhemaji,,,0,,0,,0,,0,,0,,1
,Lakhimpur,,,0,,0,,0,,0,,0,,4
,Total,,,0,,0,,0,,0,,0,,6
"Relief 
Distributed","District/Sub-
division*","Rice (in 
Q)","Dal (in 
Q)","Salt (in 
Q)","M. Oil (in 
L)",,"Cattle 
Feed - 
Green 
Fooder 
(in Q)",,"Cattle 
Feed - 
Wheat 
Bran (in 
Q)",,Cattle Feed - Rice Bran (in Q),,,
,Biswanath,0.00,0.00,0.00,0.00,,0.00,,120.00,,0.00,,,
,Charaideo,1.39,0.24,0.73,0.73,,0.00,,0.00,,0.00,,,
,Dhemaji,136.12,23.87,7.16,716.22,,0.00,,0.00,,0.00,,,
,Lakhimpur,87.82,16.56,4.97,497.00,,0.00,,0.00,,403.20,,,
,Total,225.33,40.67,12.86,1213.95,,0.00,,120.00,,403.20,,,
"Relief 
Distributed 
Others","District/Sub-
division*",Baby Food Liquid,,"Baby Food Solid 
Others",,,,,,,,,,
,Biswanath,0.00-Q,,0.00-Q,,,,,,,,,,
,Charaideo,0.00-Pkt,,0.00-Pkt,,,,,,,,,,
,"Dhemaji 
0.00-Q 
0.00-Q",,,,,,,,,,,,,
,"Lakhimpur 
0.00-Q 
0.00-Q",,,,,,,,,,,,,
"Infrastructure 
Damaged - 
Embankment 
Breached",Nil,,,,,,,,,,,,,
"Infrastructure 
Damaged - 
Embankment 
Affected","District/Sub-
division*",Number,Details,,,,,,,,,,,
,Biswanath,1,"Gohpur - Bank erosion is observed on R/Bank embankment of river Sessa | At Sessa Baligaon of 
length 150 mtr on 08/07/23 | | (Long - 93.707801, Lat - 26.986061, Dept - BRO)",,,,,,,,,,,
,Total,1,,,,,,,,,,,,
"Infrastructure 
Damaged - 
Road","District/Sub-
division*",Number,Details,,,,,,,,,,,
,Dhemaji,3,"Sissiborgaon - Kamchi to Jengrai via Goroimari Road (PMGSY Package No As 04-33. | At 
Ch.5000.00M to Ch.5020M | Breached the road embankment from Ch.5000M to Ch.5020.00 M by 
the river Japan Nallah. Damaged DHP Culvert and the road embankment from Ch.4980.00 M to Ch. 
5020.00M along with hard crust and OGPC. Extend of damage length is 40.M and population 
effected is appr.35000, dated on on 07/07/2023. | (Long - 94.602427, Lat - 27.595170, Dept - PWD 
(Roads)),  
Palengi to Michamari via Silikhaguri Road. | At Ch.1200.00M to Ch. 1400.00M | Damage the cut of 
wall and boulder apron at the down stream side of cause-way at Ch.1200.00M by the river Michamari 
and also damaged the vented cause cause-way at Ch.1350.00M by the river Michamari alongwith 
embankment, hard crust and OGPC. Extend of damage length is 200.00M and population effected 
appro.2500, dated on 08/07/2023. | (Long - 94.602427, Lat - 27.595170, Dept - PWD (Roads)),  
Gogamukh - Baligaon to Bordoibam | From Ch. 2400.00 m to Ch.2750.00 m | Road overtopped for a 
length of 350.00 m. Dated 08/07/2023 | (Long - 94.341703, Lat - 27.366348, Dept - PWD (Roads))",,,,,,,,,,,
,Goalpara,1,"Balijana - LOWER CHOTIPARA TO BODAHPUR VIA KATASHIBARI | LOWER CHOTIPARA 
TO BODAHPUR VIA KATASHIBARI | As per reported by PWRD, Dudhnoi & Goalpara East 
Territorial Road Division, Goalpara on 07/07/2023 at 02:29 PM via WhatsApp. Nature of damage: 
Raising water level of Jinari river impact the road which causes sideberm eroded and bridge 
approaches are damaged and subsided from Ch 4650.00 m to Ch 5800.00 m | (Long - 90.570239, Lat 
- 26.016500, Dept - PWD (Roads))",,,,,,,,,,,
,Lakhimpur,2,"Bihpuria - Ahmedpur Kutubpur PWD Road to Karunabari Besapatty PWD Road | Ch 525.00m to Ch 
650.00m | Road embankment and shoulder erosion and flood water overtopping (water submergence 
depth is 0.25m )on 07/07/2023 as reported by AEE, PWRD, Nowboicha Territorial Road Sub 
Division. | (Long - 93.978400, Lat - 27.078600, Dept - PWD (Roads)),  
Narayanpur - Kokchabari society farm road 10 metre damaged on 08/07/2023 as per report from 
P&RD Narayanpur | No2 Simaluguri block | | (Long - 0.000000, Lat - 0.000000, Dept - BRO)",,,,,,,,,,,
,Sonitpur,1,"Dhekiajuli - NH-15 to Niz Barchalla | Niz Barchalla | As per information received from Assistant 
Executive Engineer, PWD (Roads)Barchalla on 07-07-2023 that Flood water damage PMGSY road 
,NH-15 to Niz Barchalla at Ch 355.00 m to 375.00 mtr | (Long - 26.375446, Lat - 92.213716, Dept - 
PWD (Roads))",,,,,,,,,,,
,Total,7,,,,,,,,,,,,
"Infrastructure 
Damaged - 
Bridge",Nil,,,,,,,,,,,,,
"Infrastructure 
Damaged - 
Wildlife",Nil,,,,,,,,,,,,,
"Infrastructure 
Damaged - 
Others","District/Sub-
division*",Other Details,,,,,,,,,,,,
,Biswanath,"Gohpur - Power Dept. Poles | 1 No. Of 33 KV pole and 2 Nos. Of 11 KV pole damaged on 06/07/23 by flood 
water from Solengi river",,,,,,,,,,,,
,Kamrup,"Hajo - Fisheries/Pond | As per report submitted by BDO office on 7/07/2023 a Amrit Sarivar Scheme pond near 
Amrikagiri High School was damaged . Lat -26.312 Long-91.477 ,  
Irrigation Canal/Scheme Damaged | as per report submitted by irrigation department on 7/07/2023 Solar powered 
DTW Irrigation Scheme 2 nos was damaged at Pacharia and Pakorkona . Lat- 26.245 and 26.246 & Long - 91.60 
and 91.6060",,,,,,,,,,,,
,Lakhimpur,"Bihpuria - Fisheries/Pond | Fishery overflow report as submitted by FDO, Karunabari Circle on 08/07/2023 are-
1)50 nos. (14 ha) at Fatehpur, 2) 65 nos. (11 ha) at Ahmedpur Block, 3) 45 nos. (8 ha) at Kutubpur,  
North Lakhimpur - Fisheries/Pond | Date :8/7/23 Vill:Rongpuria Simaluguri Affected fishery pond 4 nos and 
approximate area 4 bigha,  
Nowboicha - Protection Bundh Damaged | Pabha River Protection Bundh breached at 2 No. Sonapur (Approx. 
90 Mtr.). As reported by BDO, Nowboicha Dev. Block on 08.07.2023",,,,,,,,,,,,
Erosion,"District/Sub-
division*",Details,,,,,,,,,,,,
,Biswanath,"Gohpur - At No.2 Bikrampur area | Bank erosion is observed on R/Bank embankment of river Sessa of length 60 
mtr on 08/07/23 | 0 | (Long - 93.727751, Lat - 26.922677),",,,,,,,,,,,,
,,"Halem - Uttar kekurijan | River Brahmajan- 1. Due to sharp current of flood water the river side slope on L/bank 
embankment of river Brahmajan eroded upto crest level for a reach length of 70m at Uttar Kekurijan at U/S of 
Brahmajan river.Length-70m, affected on 7/7/23 | 0 | (Long - 93.483927, Lat - 26.934633)",,,,,,,,,,,,
,Charaideo,"Sonari - Sonari Town ward no. 8 | Immediate measures for restoration of erosion affected area in Sonari Town 
ward no 8 (Joyanagar) by dated 08/07/2023 about 40 meter | 0 | (Long - 95.036298, Lat - 27.020728),  
Mahmora - Niz Khaloighugura | Damages observed at Oriaghat of Desang bund right bank from Disangpani to 
Patsaku about 250 meters and temporary restoration start at Oriaghat dated 08.07.2023 | 0 | (Long - 94.867680, 
Lat - 27.038625)",,,,,,,,,,,,
,Dhubri,"Dhubri - Chalakura Pt-V | Erosion is going on (by the river Brahmaputra) at village Chalakura Pt-V As per the 
field verification w.e.f 01/07/23 to 07/07/23 no population has been affected till now (total area = 25Bigha-
1Katha-5Lessa) | 0 | (Long - 90.060961, Lat - 26.010806)",,,,,,,,,,,,
,Dibrugarh,"Tengakhat - Pandhuwa Ghat Area | As per report received from WRD as on 07.07.2023 Erosion Occurred at 
Flood Protection Bund Tengakhat Mouza for a length of 1000 mtr. on the R/B of river Buridehing. | 0 | (Long - 
27.357285, Lat - 95.188924)",,,,,,,,,,,,
,Goalpara,"Matia - Mujkuri and Domoni | L/B erosion of Dudhnoi River at Mujkuri : Length of erosion = 250 m & depth of 
erosion = 1.00 m and L/B erosion of Dudhnoi River at Domoni : Length of erosion = 150 m & depth of erosion = 
1.50 m as reported by Water Resources Department, Goalpara on 08/07/2023 | 0 | (Long - 90.792999, Lat - 
26.039617)",,,,,,,,,,,,
,Kokrajhar,"Kokrajhar - Kamlachara Chechapani | As reported by the Exec. Eng. Kokrajhar WR Division Kokrajhar on 07-
07-2023, River bank erosion observed at village Kamlachara Chechapani on R/B of river Gaurang (Reach length-
500.00M) | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,,,,,
,Lakhimpur,"Bihpuria - L/B Dikrong river near 2 Parbatipur in between Banderdewa RCC Bridge & Railway bridge | Active 
erosion observed at L/B of Dikrong river near No. 2 Parbatipur. Approximately 600m of land has eroded since 
07/07/2023 as reported by AEE, WRD, Bihpuria Sub-Division. | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,,,,,
Landslide,Nil,,,,,,,,,,,,,
Urban Flood,Nil,,,,,,,,,,,,,
"*Bajali, Biswanath, Hojai and Tamulpur are sub-divisions (Independent)",,,,,,,,,,,,,,
