revenue_ci,district_35,object_id,district_33,,,,
Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,,,,
Dhemaji,DHEMAJI,150,Dhemaji,,,,
Gogamukh,DHEMAJI,153,Dhemaji,,,,
Jonai,DHEMAJI,152,Dhemaji,,,,
Sissiborgaon,DHEMAJI,151,Dhemaji,,,,
Subansiri (Pt-II),DHEMAJI,149,Dhemaji,,,,
Agamoni,DHUBRI,110,Dhubri,,,,
Bagribari (Pt),DHUBRI,109,Dhubri,,,,
Bilasipara (Pt),DHUBRI,113,Dhubri,,,,
Chapar (Pt),DHUBRI,114,Dhubri,,,,
Dhubri (Pt),DHUBRI,112,Dhubri,,,,
Golakganj (Pt),DHUBRI,111,Dhubri,,,,
Gossaigaon (Pt),DHUBRI,274,Dhubri,,,,
Chabua,DIBRUGARH,160,Dibrugarh,,,,
Dibrugarh East,DIBRUGARH,159,Dibrugarh,,,,
Dibrugarh West,DIBRUGARH,158,Dibrugarh,,,,
Moran,DIBRUGARH,162,Dibrugarh,,,,
Naharkatia,DIBRUGARH,164,Dibrugarh,,,,
Tengakhat,DIBRUGARH,161,Dibrugarh,,,,
Tingkhong,DIBRUGARH,163,Dibrugarh,,,,
Haflong,DIMA HASAO,181,Dima Hasao,,,,
Mahur,DIMA HASAO,182,Dima Hasao,,,,
Maibong,DIMA HASAO,183,Dima Hasao,,,,
Umrangso,DIMA HASAO,180,Dima Hasao,,,,
Balijana,GOALPARA,116,Goalpara,,,,
Dudhnoi,GOALPARA,118,Goalpara,,,,
Lakhipur,GOALPARA,115,Goalpara,,,,
Matia,GOALPARA,117,Goalpara,,,,
Rangjuli,GOALPARA,119,Goalpara,,,,
Bokakhat,GOLAGHAT,172,Golaghat,,,,
Dergaon,GOLAGHAT,174,Golaghat,,,,
Golaghat,GOLAGHAT,175,Golaghat,,,,
Khumtai,GOLAGHAT,173,Golaghat,,,,
Morangi,GOLAGHAT,176,Golaghat,,,,
Sarupathar,GOLAGHAT,177,Golaghat,,,,
Algapur,HAILAKANDI,194,Hailakandi,,,,
Hailakandi,HAILAKANDI,195,Hailakandi,,,,
Katlicherra,HAILAKANDI,197,Hailakandi,,,,
Lala,HAILAKANDI,196,Hailakandi,,,,
Doboka,HOJAI,253,Hojai,,,,
Hojai,HOJAI,252,Hojai,,,,
Lanka,HOJAI,254,Hojai,,,,
Jorhat East,JORHAT,277,Jorhat,,,,
Jorhat West,JORHAT,276,Jorhat,,,,
Mariani,JORHAT,171,Jorhat,,,,
Teok,JORHAT,169,Jorhat,,,,
Titabor,JORHAT,170,Jorhat,,,,
Diphu,K.ANGLONG,178,Karbi Anglong,,,,
Phuloni,K.ANGLONG,275,Karbi Anglong,,,,
Silonijan,K.ANGLONG,179,Karbi Anglong,,,,
Azara,KAMRUP,273,Kamrup,,,,
Boko,KAMRUP,216,Kamrup,,,,
Chamaria,KAMRUP,214,Kamrup,,,,
Chhaygaon,KAMRUP,212,Kamrup,,,,
Goroimari,KAMRUP,213,Kamrup,,,,
Hajo,KAMRUP,211,Kamrup,,,,
Jalah (Pt),KAMRUP,218,Kamrup,,,,
Kamalpur,KAMRUP,210,Kamrup,,,,
Kayan,KAMRUP,209,Kamrup,,,,
Nagarbera,KAMRUP,215,Kamrup,,,,
"North
Guwahati",KAMRUP,217,Kamrup,,,,
Palasbari,KAMRUP,272,Kamrup,,,,
"Rangia
(Pt)",KAMRUP,208,Kamrup,,,,
Chandrapur,KAMRUP METRO,221,Kamrup Metropolitan,,,,
Guwahati,KAMRUP METRO,219,Kamrup Metropolitan,,,,
North Guwahati (Pt),KAMRUP METRO,267,Kamrup Metropolitan,,,,
Sonapur,KAMRUP METRO,220,Kamrup Metropolitan,,,,
Badarpur,KARIMGANJ,190,Karimganj,,,,
Karimganj,KARIMGANJ,189,Karimganj,,,,
Nilambazar,KARIMGANJ,191,Karimganj,,,,
Patherkandi,KARIMGANJ,192,Karimganj,,,,
RK Nagar,KARIMGANJ,193,Karimganj,,,,
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,,,,
Bhawraguri,KOKRAJHAR,102,Kokrajhar,,,,
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,,,,
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,,,,
Dotoma,KOKRAJHAR,103,Kokrajhar,,,,
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,,,,
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,,,,
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,,,,
Bihpuria,LAKHIMPUR,142,Lakhimpur,,,,
Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,,,,
Kadam,LAKHIMPUR,144,Lakhimpur,,,,
Narayanpur,LAKHIMPUR,141,Lakhimpur,,,,
North Lakhimpur,LAKHIMPUR,145,Lakhimpur,,,,
Nowboicha,LAKHIMPUR,143,Lakhimpur,,,,
Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,,,,
Majuli,MAJULI,281,Majuli,,,,
Ujani Majuli,MAJULI,280,Majuli,,,,
Bhuragaon,MORIGAON,126,Morigaon,,,,
Laharighat,MORIGAON,127,Morigaon,,,,
Mayong,MORIGAON,271,Morigaon,,,,
Mikirbheta,MORIGAON,129,Morigaon,,,,
Morigaon,MORIGAON,128,Morigaon,,,,
Dhing,NAGAON,133,Nagaon,,,,
Kaliabor,NAGAON,130,Nagaon,,,,
Kampur,NAGAON,136,Nagaon,,,,
Nagaon,NAGAON,134,Nagaon,,,,
Raha,NAGAON,135,Nagaon,,,,
Rupahi,NAGAON,132,Nagaon,,,,
Samaguri,NAGAON,131,Nagaon,,,,
Baganpara (Pt),NALBARI,230,Nalbari,,,,
Banekuchi,NALBARI,227,Nalbari,,,,
Barbhag,NALBARI,225,Nalbari,,,,
Barkhetri,NALBARI,224,Nalbari,,,,
Ghograpar (Pt),NALBARI,228,Nalbari,,,,
Nalbari,NALBARI,226,Nalbari,,,,
"Pachim
Nalbari",NALBARI,223,Nalbari,,,,
"Tihu
(Pt)",NALBARI,222,Nalbari,,,,
Amguri,SIVSAGAR,167,Sivasagar,,,,
Demow,SIVSAGAR,165,Sivasagar,,,,
Nazira,SIVSAGAR,168,Sivasagar,,,,
Sivsagar,SIVSAGAR,166,Sivasagar,,,,
Chariduar,SONITPUR,138,Sonitpur,,,,
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,,,,
Na-Duar,SONITPUR,140,Sonitpur,,,,
Tezpur,SONITPUR,139,Sonitpur,,,,
Mankachar,SOUTH SALMARA MANCACHAR,257,South Salmara Mancachar,,,,
South Salmara,SOUTH SALMARA MANCACHAR,256,South Salmara Mancachar,,,,
Bajali (Pt),TAMULPUR,258,Baksa,,,,
Goreswar (Pt),TAMULPUR,259,Baksa,,,,
Pathorighat (Pt),TAMULPUR,236,Baksa,,,,
Rangia (Pt),TAMULPUR,235,Baksa,,,,
Tamulpur,TAMULPUR,261,Baksa,,,,
Doom Dooma,TINSUKIA,155,Tinsukia,,,,
Margherita,TINSUKIA,157,Tinsukia,,,,
Sadiya,TINSUKIA,154,Tinsukia,,,,
Tinsukia,TINSUKIA,156,Tinsukia,,,,
Dalgaon (Pt),UDALGURI,244,Udalguri,,,,
Dhekiajuli (Pt),UDALGURI,240,Udalguri,,,,
Harisinga,UDALGURI,245,Udalguri,,,,
Kalaigaon (Pt),UDALGURI,268,Darrang,,,,
Khoirabari (Pt),UDALGURI,241,Udalguri,,,,
Mangaldoi (Pt),UDALGURI,243,Udalguri,,,,
Mazbat,UDALGURI,247,Udalguri,,,,
Pathorighat (Pt),UDALGURI,242,Udalguri,,,,
Udalguri,UDALGURI,246,Udalguri,,,,
Donkamokam,KARBI ANGLONG WEST,255,West Karbi Anglong,,,,
