,infrastructure damaged - road,District,Number,Details,Date
10,,,,"report of PWD roads Departments, The approach road Lakhipur Khalisabhita Road (At 16th KM and 18th KM) has been affected length 0.29 Km and the average depth of submergence 0.35 meter due to overflowing water on 14.06.2022 to till date i.e 16.06.2022 | (Long - 90.176852, Lat - 25.987013),  Dhumerghat Garojan Road | Near Garojan | As per report of PWD roads Departments, The approach road Dhumerghat Garojan Road has been affected length 0.30 Km and the average depth of submergence 0.40 meter due to overflowing water on 14.06.2022 to till date i.e 16.06.2022 | (Long - 90.176190, Lat - 25.970074),  Gossaidubi Sialkanda Road | Near Sialkanda Bridge | As per report of PWD roads Departments, The approach road Gossaidubi Sialkanda Road has been affected length 0.30 Km and the average depth of submergence 0.45 meter due to overflowing water on 14.06.2022 to till date i.e 16.06.2022 | (Long - 90.194923, Lat - 26.014536),  Lakhipur Khalisabhita Road (RCC Br. No. 15/1) | Near Khalisabhita | As per report of PWD roads Departments, The approach road Lakhipur Khalisabhita Road (RCC Br. No. 15/1) has been affected length 0.40 Km and erosion due to overflowing water on 14.06.2022 to till date i.e 16.06.2022 | (Long - 90.181780, Lat - 25.989407),  Dhumerghat Tarangapur Road | Near Dharai | As per report of PWD roads Departments, The approach road Dhumerghat Tarangapur Road has been affected length 0.15 Km and eroded due to overflowing water on 14.06.2022 to till date i.e 16.06.2022 | (Long - 90.182979, Lat - 25.998573),  Satsiakhamar tiniali to Mathakata Banchapara via kandapara Road | Near Satsiakhamar | As per report of PWD roads Departments, The approach road Satsiakhamar tiniali to Mathakata Banchapara via kandapara Road has been affected length 0.50 Km and the average depth of submergence 0.30 meter due to overflowing water on 14.06.2022 to till date i.e 16.06.2022 | (Long - 90.125255, Lat - 25.980552),  Kumri Dhumerghat Road | Near Dhumerghat | As per report of PWD roads Departments, The approach road Kumri Dhumerghat Road has been affected length 0.60 Km due to overflowing water on 14.06.2022 to till date i.e 16.06.2022 | (Long - 90.175458, Lat - 25.992117),  Khalisabhita to Satsiakhamar Road (SPT Br. No. 2/2) | Near Satsiakhamar | As per report of PWD roads Departments, The approach road Khalisabhita to Satsiakhamar Road (SPT Br. No. 2/2) has been affected due to overflowing water on 14.06.2022 to till date i.e 16.06.2022 | (Long - 90.129438, Lat - 25.964704),  Chataimari Gumaijhar Road | Near Gumaijhar | As per report of PWD roads Departments, The approach road Chataimari Gumaijhar Road has been affected length 0.55 Km due to overflowing water on 14.06.2022 to till date i.e 16.06.2022 | (Long - 90.214041, Lat - 25.961768),  Khalisabhita Hindupara to Khalisabhita Muslimpara Road | Near Khalisabhita Muslimpara | As per report of PWD roads Departments, The approach road Khalisabhita Hindupara to Khalisabhita Muslimpara Road has been affected length 0.15 Km and the average depth of submergence 0.06 meter due to overflowing water on 14.06.2022 to till date i.e 16.06.2022 | (Long - 90.150013, Lat - 25.980133)",16-06-2022
11,,Kamrup,3,"Kamalpur - Jalimura Sangsari road | Vill-Jalimura | Total Length 100 M Submergence for a depth of about 45 to 50 CM on 15.06.2022 as per as per report of the Executive Engineer PWD North KMP Territorial Road Sub-Division Rangia | (Long - 26.357698, Lat - 91.726525),  Madanpur to Katnipara Road | Vill-Madanpur | Total length about 250 M Submergence for a depth of about 35 to 45 CM on 15.06.2022 as per report of the Executive Engineer PWD North KMP Territorial Road Sub-Division Rangia | (Long - 26.318327, Lat - 91.739796),  Goroimari - Hatisolapam to Dakshin Laruajan | Goroimari | Submerge Length 800 m, Breadth 6 m. Reported by PWRD Chhaygaon. Date: 16/06/2022. | (Long - 91.206634, Lat - 26.066046)",16-06-2022
12,,Kokrajhar,11,"Bagribari - Kazigaon to Bashbari Road | Kazigaon | Kazigaon – Bashbari Road has been submerged | (Long - 0.000000, Lat - 0.000000),  Tipkai to Khangkhraibari Road | Tipkai | Tipkai to Khangkhraibari Road has been Submerged | (Long - 0.000000, Lat - 0.000000),  Khoraghat to Jalabila Road | Khoraghat to Jalabila Road berm has been damaged | Khoraghat to Jalabila Road berm has been damaged | (Long - 0.000000, Lat - 0.000000),  Tipkai to Gossaigaon Road | Tipakai | Tipkai to Gossaigaon Road surface has been damaged | (Long - 0.000000, Lat - 0.000000),  Tipkai to Tulshijhora Road | Tipkai | Tipkai Tulshijhora Road has been damaged. | (Long - 0.000000, Lat - 0.000000),  Borshijhora to Kazigaon Bazar Road | Borshijhora | Borshijhora to Kazigaon Bazar Road has been submerged | (Long - 0.000000, Lat - 0.000000),  Santipur to Kazigaon Road | Santipur | Santipur to Kazigaon Road has been submerged. | (Long - 0.000000, Lat - 0.000000),  Debitola Bazar to Borvita road | Debitola Bazar | Debitola Bazar to Borvita road has been submerged | (Long - 0.000000, Lat - 0.000000),  Debottor Khopati Modati to Kazigaon Road | Modati | Eroded in some stretches near Bridge No.4/2, at Ch.1000M, at Ch.30M and at Ch.4th KM | (Long - 0.000000, Lat - 0.000000),  Chilkikhta to Goraimari Road | Chilkikhata Pt-I | Road has been closed for all kinds of vehicular traffic for Bridge No.1/1, 1/2, & 2/1 | (Long - 0.000000, Lat - 0.000000)",16-06-2022
13,,Lakhimpur,1,Nowboicha - Pahumora to Pakania Road | Bamungaya | Pahumora to Pakania Road. Flood water overtopped from CH :10000m to CH: 11900m. Road surface and hard crust damaged. Erosion occurred in embankment and shoulders in the above stretches on 16/06/2022. Report received from,16-06-2022
14,,,,"PWRD, Nowboicha Territorial Road Sob-Division. | (Long - 0.000000, Lat - 0.000000)",16-06-2022
15,,Nagaon,2,"Kampur - Changchaki to Bakulaguri Road at Shaibuk | Shaibuk Road at 12 Km | Changchaki to Bakulaguri Road breached at 12 km in Shaibuk around 12 m on dated 16.06.2022. The road belongs to PWRD Batadrava, Dhing and Raha Territorial Road Division. | (Long - 0.000000, Lat - 0.000000),  Raha - Raha kampur road | Bagalajan | date of occurance-15-6-2022 Department -PWD, Raha Raha Kampur road was eroded at Bagalajan area approx-1.5m | (Long - 0.000000, Lat - 0.000000)",16-06-2022
16,,Nalbari,14,"Banekuchi - BDT road to majgaon | Bangnabari | As reported by Gaon Pradhan on 15/6/2022 BDT road to majgaon submerged apro.800 mtr. | (Long - 91.497014, Lat - 26.388436),  PWD road Banekuchi Mohan Bozar to janopar suburi | Barnagar Banekuchi | As reported by Gaon Pradhan on 16/6/2022 ,PWD road Banekuchi Mohan Bozar to Janopar Suburi Submerged | (Long - 91.378344, Lat - 26.459608),  Barkhetri Banekuchi Donguapara Road | Danguapara | As reported by PWD Department on date 16/06/2022. | (Long - 91.392650, Lat - 26.481228),  Haripur Seplekuchi Road | Seplekuchi | as reported by PWD Department on 16.06.2022 haripur Seplekuchi Submerged . | (Long - 91.403324, Lat - 26.463371),  Chancharghat Nadipar Supa to NH31 Road | Nadipar supa | as per report by PWD Department on 16/06/2022. | (Long - 91.391440, Lat - 26.468939),  Banekuchi Circle office road | Banekuchi Revue Circle Office (Barkhetri Banekuchi ) | As reported by PWD Department on 16.06.2022 . Banekuchi Circle road Submerged | (Long - 91.387187, Lat - 26.458418),  Nalbari - Gosala to Bherbheri road | Sariahtali | As per report of PWRD, Nalbari Gosala to Bherbheri road submerged due to flood on 16/06/2022 | (Long - 0.000000, Lat - 0.000000),  Namati to Hahdoli road | Namati | As per report of PWRD, Nalbari Namati to Hahdoli road submerged due to flood on 16/06/2022 | (Long - 0.000000, Lat - 0.000000),  NH 31 to Charminar chowk | Barsarkuchi, Barkura | As per report of PWRD, Nalbari NH 31 to Charminar chowk road submerged due to flood on 16/06/2022 | (Long - 0.000000, Lat - 0.000000),  BBNG to Bhuyarkuchi road | Bhuyarkuchi | As per report of PWRD, Nalbari BBNG to Bhuyarkuchi road submerged due to flood on 16/06/2022 | (Long - 0.000000, Lat - 0.000000),  Nalbari to Bahjani road | Bahjani | As per report of PWRD, Nalbari this road was submerged due to rain on 16/06/2022 | (Long - 0.000000, Lat - 0.000000),  Kazipara to Ratanpur road | Kazipara | As per report of PWRD, Nalbari this road was submerged due to rain on 16/06/2022 | (Long - 0.000000, Lat - 0.000000),  Kharjara to Nalbari Bahjani road | Kharjara | As per report of PWRD, Nalbari this road was submerged due to rain on 16/06/2022 | (Long - 0.000000, Lat - 0.000000),  Chowkbazar to Nalbari Satta road | Chowkbazar | As per report of PWRD, Nalbari this road was submerged due to rain water on 16/06/2022 | (Long - 0.000000, Lat - 0.000000)",16-06-2022
17,,Sonitpur,1,"Chariduar - NH 15 BALIPARA TO LAKHIMPUR ROAD CGARIDUAR REVENUE CIRCLE DTD 16/06/2022 | CHARIDUAR REVENUE CIRCLE CHARIDUAR | | (Long - 26.828512, Lat - 92.780113)",16-06-2022
18,,Tamulpur,1,"Tamulpur - Khairani Road | Vill - Khairani | Due in incessant rainfall 3 M road eroded on 16/06/2022 | (Long - 91.470000, Lat - 26.730000)",16-06-2022
19,,Udalguri,4,"Khairabari - Paschim Jhargaon to Athiabari Village Road | At Pachim Jhargaon (Near Pabitra Das house) | The village road was eroded by river Kalpani on 15.06.2022. Length: 200M (approx.) Breadth: 14 M (approx.) | (Long - 91.853945, Lat - 26.562286),  Bahmolla to Kuhiarkuchi Village Road | At Bahmolla | One HPC of length 5M (approx.) was damaged at Bahmolla on 15.06.2022 due to heavy rainfall & flood. Length: 5M (approx.) | (Long - 91.818578, Lat - 26.526188),  Udalguri - Khawrang to Jalpaiguri road | Khawrang | Road breaches at khaorang to ongoing bridge via jalpaiguri chowk around 17m on 16.06.2022. | (Long - 92.072906, Lat - 26.792373),  Kalaigaon - MB road at village Bholabari near Bholabari Tea estate | Bholabari | The road has severely damaged due to incessant rainfall on 16/06/2022 covering a length of around 500 meters and breadth 12 meters. | (Long - 91.965206, Lat - 26.581104)",16-06-2022
20,,Total,99,,16-06-2022
