District,Agency,Boats Deployed,Person Evacuated By Boats,Animal Evacuated By Boats,Helicopters Deployed,Person Evacuated By Helicopters,Medical Team Deployed,Date
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department",0,0,0,0,0,15,27-05-2022
Morigaon,,0,0,0,0,0,2,27-05-2022
Nagaon,,0,0,0,0,0,13,27-05-2022
,,,,,,,,28-05-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department",0,0,0,0,,15,28-05-2022
Morigaon,,0,0,0,0,,2,28-05-2022
Nagaon,,0,0,0,0,,9,28-05-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department",0,0,0,0,0,15,29-05-2022
Nagaon,,0,0,0,0,0,7,29-05-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department",0,0,0,0,0,15,30-05-2022
Morigaon,,0,0,0,0,0,1,30-05-2022
Nagaon,,0,0,0,0,0,6,30-05-2022
Nagaon,,0,0,0,0,0,4,01-06-2022
Morigaon,,0,0,0,0,0,1,01-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department",0,0,0,0,0,15,01-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES)",0,0,0,0,0,15,02-06-2022
Morigaon,,0,0,0,0,0,1,02-06-2022
Nagaon,,0,0,0,0,0,3,02-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department",0,0,0,0,0,15,03-06-2022
Morigaon,,0,0,0,0,0,1,03-06-2022
Nagaon,,0,0,0,0,0,2,03-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department",0,0,0,0,0,15,04-06-2022
Morigaon,,0,0,0,0,0,1,04-06-2022
Nagaon,,0,0,0,0,0,2,04-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department",0,0,0,0,0,15,06-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department",0,0,0,0,0,15,07-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department",0,0,0,0,0,15,08-06-2022
Dima-Hasao,Civil Defence/Trained Volunteers,0,0,0,0,0,15,09-06-2022
South Salmara,,0,0,0,0,0,1,10-06-2022
South Salmara,,0,0,0,0,0,1,11-06-2022
Dima-Hasao,Civil Defence/Trained Volunteers,0,0,0,0,0,15,13-06-2022
Kamrup (M),"Circle Office/Local Administration, Fire & Emergency Services (F&ES), Police, SDRF",10,0,0,0,0,0,14-06-2022
Kamrup (M),"Circle Office/Local Administration, Fire & Emergency Services (F&ES), NDRF, Police, SDRF, GMC, Local People, Nagarik Committee, Ward Councillor",3,0,0,0,0,0,15-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department",0,0,0,0,0,15,15-06-2022
Bajali,SDRF,1,0,0,0,0,0,15-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, SDRF",1,0,0,0,0,15,16-06-2022
Baksa,"Fire & Emergency Services (F&ES), SDRF",5,50,0,0,0,3,16-06-2022
Darrang,"Local People, SDRF",4,3725,6500,0,0,1,16-06-2022
Goalpara,"Fire & Emergency Services (F&ES), SDRF",1,15,0,0,0,0,16-06-2022
Hojai,"Circle Office/Local Administration, Local People, SDRF",22,310,52,0,0,0,16-06-2022
Bongaigaon,"Local People, Engine Boat, Fire & Emergency Services (F&ES)",3,140,0,0,0,1,16-06-2022
Kamrup,,0,0,0,0,0,2,16-06-2022
Barpeta,"Circle Office/Local Administration, SDRF",2,11,0,0,0,0,16-06-2022
Nalbari,"Army/Paramilitary force, SDRF",5,506,75,0,0,0,16-06-2022
Tamulpur,,1,20,0,0 0 0,,,16-06-2022
Lakhimpur,,0,0,0,0,0,4,16-06-2022
Dhubri,"Fire & Emergency Services (F&ES), Local People, Circle Office/Local Administration, Police, SDRF",8,251,0,0,0,3,16-06-2022
Bajali,"Army/Paramilitary force, Circle Office/Local Administration, NDRF, Police, SDRF",6,812,22,0,0,0,16-06-2022
Kokrajhar,,0,0,0,0,0,14,16-06-2022
Kamrup (M),"Circle Office/Local Administration, Fire & Emergency Services (F&ES), NDRF, Police, SDRF, Local People, GMC",6,0,0,0,0,3,16-06-2022
Karbi Anglong West,SDRF,2,0,0,0,0,0,17-06-2022
Hojai,"SDRF, Local country Boat, Local People, NDRF, Country Boats",47,2506,127,0,0,0,17-06-2022
Dhubri,"Fire & Emergency Services (F&ES), Circle Office/Local Administration, Police, SDRF",5,383,586,0,0,1,17-06-2022
Kamrup,"Circle Office/Local Administration, Fire & Emergency Services (F&ES), NDRF, SDRF",7,103,0,0,0,7,17-06-2022
Kamrup (M),"Circle Office/Local Administration, Fire & Emergency Services (F&ES), Local People, NDRF, Police, SDRF, GMC",1,0,0,0,0,3,17-06-2022
Bajali,"Army/Paramilitary force, NDRF, SDRF",7,280,0,0,0,0,17-06-2022
Kokrajhar,"Fire & Emergency Services (F&ES), SDRF",3,135,6,0,0,19,17-06-2022
Lakhimpur,,0,0,0,0,0,4,17-06-2022
Nagaon,"Fire & Emergency Services (F&ES), SDRF",1,120,0,0,0,0,17-06-2022
Dhemaji,Fire & Emergency Services (F&ES),1,0,0,0,0,0,17-06-2022
Nalbari,"Fire & Emergency Services (F&ES), NDRF, SDRF, Army/Paramilitary force",10,557,107,0,0,24,17-06-2022
Sonitpur,"SDRF, NDRF",8,294,0,0,0,2,17-06-2022
South Salmara,,0,0,0,0,0,1,17-06-2022
Tamulpur,"NDRF, NGO, Fire & Emergency Services (F&ES), SDRF",7,112,0,0,0,1,17-06-2022
Udalguri,Fire & Emergency Services (F&ES),2,25,0,0,0,0,17-06-2022
Darrang,"NDRF, SDRF, Fire & Emergency Services (F&ES)",10,680,250,0,0,4,17-06-2022
Chirang,,0,0,0,0,0,1,17-06-2022
Bongaigaon,"Local People, SDRF, Country Boat, Engine Boat, Circle Office/Local Administration, NDRF",31,377,678,0,0,0,17-06-2022
Barpeta,"NDRF, Circle Office/Local Administration, SDRF",4,102,0,0,0,2,17-06-2022
Baksa,"Army/Paramilitary force, Fire & Emergency Services (F&ES), SDRF",5,255,0,0,0,1,17-06-2022
Goalpara,"Fire & Emergency Services (F&ES), SDRF",4,68,41,0,0,14,17-06-2022
Dima-Hasao,"Circle Office/Local Administration, Fire & Emergency Services (F&ES), Police, SDRF, Water Resources Department",1,44,23,0,0,15,17-06-2022
Baksa,Army/Paramilitary force,2,50,0,0,0,1,18-06-2022
Karimganj,SDRF,2,0,0,0,0,0,18-06-2022
Kokrajhar,,0,0,0,0,0,16,18-06-2022
Lakhimpur,,0,0,0,0,0,4,18-06-2022
Nagaon,"Fire & Emergency Services (F&ES), SDRF",3,560,0,0,0,0,18-06-2022
Nalbari,"Army/Paramilitary force, NDRF, SDRF",7,72,20,0,0,11,18-06-2022
South Salmara,,0,0,0,0,0,1,18-06-2022
Udalguri,"Fire & Emergency Services (F&ES), NDRF",2,10,0,0,0,0,18-06-2022
Karbi Anglong West,SDRF,2,0,0,0,0,0,18-06-2022
Bajali,"Army/Paramilitary force, SDRF, NDRF",6,203,0,0,0,0,18-06-2022
Kamrup (M),"Circle Office/Local Administration, Fire & Emergency Services (F&ES), Local People, SDRF, GMC, Police",1,0,0,0,0,0,18-06-2022
Hojai,"SDRF, Army/Paramilitary force, Local People, NDRF, Fire & Emergency Services (F&ES), Country Boats",55,2990,122,0,0,3,18-06-2022
Kamrup,"Circle Office/Local Administration, Fire & Emergency Services (F&ES), NDRF, SDRF, Army/Paramilitary force",14,549,8,0,0,9,18-06-2022
Barpeta,"NDRF, Fire & Emergency Services (F&ES), SDRF",28,1584,994,0,0,0,18-06-2022
Bongaigaon,"Local People, SDRF, Country Boat, Engine Boat, Circle Office/Local Administration",28,230,0,0,0,13,18-06-2022
Chirang,"Circle Office/Local Administration, SDRF, SSB HQ Chaprakata",5,514,0,0,0,10,18-06-2022
Tamulpur,"Army/Paramilitary force, Circle Office/Local Administration, Fire & Emergency Services (F&ES), SDRF, local NGO",10,451,0,0,0,1,18-06-2022
Dhemaji,Fire & Emergency Services (F&ES),1,0,0,0,0,0,18-06-2022
Dhubri,"Circle Office/Local Administration, SDRF",2,24,0,0,0,1,18-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), SDRF, Water Resources Department, PWD (R&B), NHAI",0,0,0,0,0,15,18-06-2022
Goalpara,"Fire & Emergency Services (F&ES), SDRF",4,236,77,0,0,14,18-06-2022
Darrang,"Army/Paramilitary force, Civil Defence/Trained Volunteers, Local People, NDRF, SDRF",19,1629,0,0,0,5,18-06-2022
Udalguri,"Fire & Emergency Services (F&ES), NDRF",3,8,0,0,0,0,19-06-2022
Tamulpur,"Army/Paramilitary force, NDRF, SDRF",5,74,0,0,0,1,19-06-2022
South Salmara,Circle Office/Local Administration,2,24,51,0,0,0,19-06-2022
Sonitpur,NDRF,2,250,0,0,0,2,19-06-2022
Nalbari,"SDRF, NDRF, Army/Paramilitary force",6,157,33,0,0,15,19-06-2022
Morigaon,2 Machine Boat deployed and presently standby for emergency situation,2,0,0,0,0,0,19-06-2022
Kokrajhar,,4,0,0,0,0,4,19-06-2022
Karimganj,"Local People, SDRF",11,418,25,0,0,0,19-06-2022
Kamrup (M),"Circle Office/Local Administration, Local People, SDRF, GMC, Police",1,0,0,0,0,0,19-06-2022
Kamrup,"Circle Office/Local Administration, Fire & Emergency Services (F&ES), NDRF, SDRF, Army/Paramilitary force",23,964,0,0,0,12,19-06-2022
Goalpara,,0,0,0,0,0,17,19-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Police, SDRF, Water Resources Department, PWD (R&B), NHAI",0,0,0,0,0,15,19-06-2022
Dibrugarh,"NDRF, SDRF",4,0,0,0,0,0,19-06-2022
Dhemaji,,1,0,0,0,0,2,19-06-2022
Darrang,"Army/Paramilitary force, Local People, SDRF, Civil Defence/Trained Volunteers, NDRF",19,1360,80,0,0,18,19-06-2022
Chirang,,3,0,0,0,0,8,19-06-2022
Cachar,"Circle Office/Local Administration, Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Police, NDRF, SDRF, Water Resources Department",13,95,12,0,0,6,19-06-2022
Bongaigaon,"Local People, Country Boat, Engine Boat, Circle Office/Local Administration, NDRF",29,0,0,0,0,16,19-06-2022
Barpeta,"NDRF, SDRF, Circle Office/Local Administration, Local People",49,728,26420,0,0,2,19-06-2022
Bajali,"NDRF, SDRF",5,6,0,0,0,0,19-06-2022
Hojai,"Army/Paramilitary force, Local People, NDRF, SDRF, Fire & Emergency Services (F&ES), Country Boat",54,2145,152,0,0,1,19-06-2022
Dhubri,"Circle Office/Local Administration, Police, SDRF, CHOTOGUMA GP",10,119,154,0,0,8,19-06-2022
Nagaon,"Fire & Emergency Services (F&ES), SDRF, Circle Office/Local Administration, Local People",20,2412,306,0,0,8,19-06-2022
,"People, SDRF",,,,,,,20-06-2022
Udalguri,"Fire & Emergency Services (F&ES), NDRF, Local",4,0,0,0,0,11,20-06-2022
Tamulpur,"NDRF, SDRF, Rescue operation done by NDRF on 19/6/22 village Borbilla persons rescued 46",3,0,0,0,0,0,20-06-2022
South Salmara,Circle Office/Local Administration,8,127,84,0,0,0,20-06-2022
Sonitpur,,0,0,0,0,0,3,20-06-2022
Nalbari,"NDRF, SDRF, Circle Office/Local Administration, Army/Paramilitary force",9,192,33,0,0,13,20-06-2022
Nagaon,"Fire & Emergency Services (F&ES), SDRF, Circle Office/Local Administration, Local People",24,2618,1164,0,0,9,20-06-2022
Morigaon,2 Machine boat deployed for relief material distribution,2,0,0,0,0,5,20-06-2022
Lakhimpur,,0,0,0,0,0,5,20-06-2022
Karimganj,SDRF,15,325,4,0,0,5,20-06-2022
Kamrup,"Circle Office/Local Administration, Fire & Emergency Services (F&ES), Local People, NDRF, SDRF, Army/Paramilitary force, Assam Mountain Association",28,448,60,0,0,28,20-06-2022
Bajali,NDRF,2,5,0,0,0,0,20-06-2022
Hailakandi,,0,0,0,0,0,8,20-06-2022
Goalpara,,0,0,0,0,0,19,20-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Police, SDRF, NHAI, PWRD",0,0,0,0,0,15,20-06-2022
Dhubri,Circle Office/Local Administration,31,172,182,0,0,8,20-06-2022
Darrang,"Army/Paramilitary force, Local People, NDRF, SDRF, Civil Defence/Trained Volunteers, Police",21,500,0,0,0,12,20-06-2022
Chirang,,3,0,0,0,0,11,20-06-2022
Cachar,"Army/Paramilitary force, Circle Office/Local Administration, Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Local People, NDRF, Police, SDRF, Water Resources Department",14,654,6,0,0,19,20-06-2022
Bongaigaon,"Circle Office/Local Administration, Local People, Country Boat, Engine Boat",19,0,0,0,0,1,20-06-2022
Barpeta,"Circle Office/Local Administration, Army/Paramilitary force, NDRF, SDRF, veterinary team deployed- 2 nos., camp conducted- 6 places(Amguri, Sutirpather, Kharballi, Bardanga, Jomerkur)",61,3894,25141,0,0,2,20-06-2022
Hojai,"Army/Paramilitary force, Fire & Emergency Services (F&ES), Country Boats, Local People, NDRF, SDRF",51,2357,412,0,0,12,20-06-2022
Karimganj,"SDRF, Local People",11,100,45,0,0,1,21-06-2022
Lakhimpur,,0,0,0,0,0,2,21-06-2022
Majuli,,0,0,0,0,0,14,21-06-2022
Sonitpur,,2,0,0,0,0,3,21-06-2022
Nagaon,"Fire & Emergency Services (F&ES), SDRF, Circle Office/Local Administration, Local People",14,1038,0,0,0,18,21-06-2022
Nalbari,"Circle Office/Local Administration, SDRF",4,7,80,0,0,11,21-06-2022
Kamrup,"Fire & Emergency Services (F&ES), SDRF, Mountain Association, Army/Paramilitary force, NDRF",20,586,30,0,0,27,21-06-2022
Morigaon,"10 machine boat deployed for relief distribution., Fire & Emergency Services (F&ES)",13,103,116,0,0,3,21-06-2022
Hojai,"Army/Paramilitary force, NDRF, SDRF, Country Boats",33,0,0,0,0,21,21-06-2022
Darrang,"Army/Paramilitary force, Local People, NDRF, SDRF, Circle Office/Local Administration",16,500,0,0,0,4,21-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Police, Water Resources Department, NHAI, PWRD",0,0,0,0,0,15,21-06-2022
Dhubri,"Circle Office/Local Administration, Army/Paramilitary force",46,143,172,0,0,10,21-06-2022
Dhemaji,Fire & Emergency Services (F&ES),10,0,0,0,0,0,21-06-2022
Chirang,,2,0,0,0,0,6,21-06-2022
Cachar,"Army/Paramilitary force, Circle Office/Local Administration, Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Local People, NDRF, Police, SDRF, Water Resources Department",18,515,16,0,0,18,21-06-2022
Bongaigaon,"Local People, Country Boat, Circle Office/Local Administration",18,0,0,0,0,7,21-06-2022
Barpeta,"NDRF, SDRF, Army/Paramilitary force, Circle Office/Local Administration",44,546,124,0,0,27,21-06-2022
Bajali,SDRF,1,0,0,0,0,0,21-06-2022
South Salmara,Circle Office/Local Administration,25,113,150,0,0,3,21-06-2022
Goalpara,,0,0,0,0,0,18,21-06-2022
Udalguri,"Fire & Emergency Services (F&ES), SDRF",1,1,0,0,0,5,21-06-2022
Karimganj,"Civil Defence/Trained Volunteers, SDRF",10,245,0,0,0,5,22-06-2022
Nagaon,"Fire & Emergency Services (F&ES), SDRF, NDRF, Circle Office/Local Administration, Local People",24,420,0,0,0,30,22-06-2022
Udalguri,,0,0,0,0,0,4,22-06-2022
South Salmara,Circle Office/Local Administration,31,85,123,0,0,4,22-06-2022
Sonitpur,,0,0,0,0,0,3,22-06-2022
Nalbari,Circle Office/Local Administration,3,0,65,0,0,43,22-06-2022
Morigaon,"10 Machine Boat for relief distribution., Fire & Emergency Services (F&ES)",12,0,0,0,0,19,22-06-2022
Lakhimpur,,0,0,0,0,0,7,22-06-2022
Kamrup,"SDRF, Army/Paramilitary force, NDRF",16,250,25,0,0,39,22-06-2022
Hojai,"Local People, Fire & Emergency Services (F&ES), Country Boats",18,3,0,0,0,15,22-06-2022
Goalpara,,0,0,0,0,0,19,22-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Police, Water Resources Department, NHAI, PWRD",0,0,0,0,0,15,22-06-2022
Hailakandi,,0,0,0,0,0,2,22-06-2022
Dhubri,Circle Office/Local Administration,63,121,143,0,0,9,22-06-2022
Darrang,"Civil Defence/Trained Volunteers, Army/Paramilitary force, Circle Office/Local Administration, NDRF, SDRF",11,450,0,0,0,7,22-06-2022
Chirang,,3,0,0,0,0,4,22-06-2022
Cachar,"Circle Office/Local Administration, Fire & Emergency Services (F&ES), Local People, Civil Defence/Trained Volunteers, SDRF, Army/Paramilitary force, NDRF",22,1013,0,0,0,9,22-06-2022
Bongaigaon,"Circle Office/Local Administration, Local People, Engine Boat",21,0,0,0,0,16,22-06-2022
Barpeta,"Army/Paramilitary force, Circle Office/Local Administration, Fire & Emergency Services (F&ES), NDRF, SDRF, Vety camp organised 2 nos, Haldhia Gaon, Haldhia Pather",44,1071,112,0,0,4,22-06-2022
Dibrugarh,,0,0,0,0,0,1,22-06-2022
Bajali,,0,0,0,0,0,36,22-06-2022
Barpeta,"Fire & Emergency Services (F&ES), NDRF, SDRF, Circle Office/Local Administration",39,472,0,0,0,16,23-06-2022
Bongaigaon,"Circle Office/Local Administration, Local People, Fngine Boat",3,0,0,0,0,11,23-06-2022
Cachar,"Circle Office/Local Administration, Fire & Emergency Services (F&ES), Local People, Police, Army/Paramilitary force, Civil Defence/Trained Volunteers, NDRF, SDRF",28,5401,7,1,0,17,23-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Police, Water Resources Department, PWRD, NHAI, APDCL",0,0,0,0,0,15,23-06-2022
Chirang,,3,0,0,0,0,5,23-06-2022
Dhemaji,Fire & Emergency Services (F&ES),2,0,0,0,0,0,23-06-2022
Darrang,Local People,7,100,0,0,0,24,23-06-2022
Bajali,,0,0,0,0,0,15,23-06-2022
Dhubri,Circle Office/Local Administration,68,131,124,0,0,7,23-06-2022
Hojai,"Local People, Fire & Emergency Services (F&ES)",11,0,0,0,0,15,23-06-2022
South Salmara,Circle Office/Local Administration,32,56,93,0,0,8,23-06-2022
Karimganj,,7,65,0,0,0,14,23-06-2022
Lakhimpur,,0,0,0,0,0,3,23-06-2022
Majuli,,0,0,0,0,0,4,23-06-2022
Morigaon,2 Machine boat standby for emergency situation.,7,0,0,0,0,22,23-06-2022
Udalguri,,0,0,0,0,0,3,23-06-2022
Nagaon,"Fire & Emergency Services (F&ES), SDRF, Circle Office/Local Administration, Local People, NDRF",13,136,0,0,0,22,23-06-2022
Nalbari,Circle Office/Local,3,0,50,0,0,1,23-06-2022
,Administration,,,,,,,23-06-2022
Sonitpur,,0,0,0,0,0,4,23-06-2022
Kamrup,"Army/Paramilitary force, SDRF, Assam Mointaineering Association, NDRF",17,215,30,0,0,25,23-06-2022
Goalpara,,0,0,0,0,0,16,23-06-2022
Hailakandi,SDRF,1,25,0,0,0,4,23-06-2022
Hailakandi,,1,0,0,0,0,3,24-06-2022
Chirang,,2,0,0,0,0,3,24-06-2022
,"Administration, Civil Defence/Trained Volunteers, Inland Water Transport, Fire & Emergency Services (F&ES), Local People, Army/Paramilitary force, NDRF, Police, SDRF, Water Resources Department",,,,,,,24-06-2022
Cachar,Circle Office/Local,35,5911,0,1,0,11,24-06-2022
Bongaigaon,"Local People, Engine Boat",1,0,0,0,0,10,24-06-2022
Barpeta,"Fire & Emergency Services (F&ES), Circle Office/Local Administration",48,17,0,0,0,10,24-06-2022
Darrang,Local People,12,0,0,0,0,25,24-06-2022
Dhemaji,SDRF,1,7,0,0,0,1,24-06-2022
Dhubri,Circle Office/Local Administration,47,94,124,0,0,3,24-06-2022
Goalpara,,0,0,0,0,0,12,24-06-2022
Bajali,,0,0,0,0,0,12,24-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, SDRF, NHAI, PWRD",0,0,0,0,0,15,24-06-2022
Kamrup,"Army/Paramilitary force, SDRF, NDRF",12,114,50,0,0,45,24-06-2022
Karimganj,"Local People, SDRF",18,293,0,0,0,23,24-06-2022
Lakhimpur,,0,0,0,0,0,3,24-06-2022
Majuli,,0,0,0,0,0,10,24-06-2022
Morigaon,2 Machine Boat Standby for emergency situation.,7,0,0,0,0,9,24-06-2022
Nagaon,"NDRF, SDRF, Fire & Emergency Services (F&ES), Circle Office/Local Administration",18,60,0,0,0,16,24-06-2022
Nalbari,Circle Office/Local Administration,2,0,0,0,0,43,24-06-2022
Sonitpur,,0,0,0,0,0,4,24-06-2022
South Salmara,Circle Office/Local Administration,26,71,64,0,0,11,24-06-2022
Hojai,Local People,11,0,0,0,0,8,24-06-2022
Morigaon,2 Machine boat deployed for emergency situation.,2,0,0,0,0,15,25-06-2022
South Salmara,Circle Office/Local Administration,15,49,43,0,0,11,25-06-2022
Sonitpur,,0,0,0,0,0,4,25-06-2022
Nagaon,"NDRF, Circle Office/Local Administration, SDRF",10,0,0,0,0,16,25-06-2022
Majuli,,0,0,0,0,0,8,25-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), SDRF, NHAI, PWRD",0,0,0,0,0,15,25-06-2022
Kamrup,"Army/Paramilitary force, SDRF, NDRF",12,100,30,0,0,24,25-06-2022
Hojai,Local People,5,0,0,0,0,12,25-06-2022
Goalpara,,0,0,0,0,0,8,25-06-2022
Dhubri,Circle Office/Local Administration,23,53,72,0,0,3,25-06-2022
Bajali,,0,0,0,0,0,6,25-06-2022
Barpeta,Circle Office/Local Administration,29,0,0,0,0,2,25-06-2022
Bongaigaon,,0,0,0,0,0,2,25-06-2022
