type,team,zone,location,landmark,lat,long
MAJOR,"20
SERILINGAMPALLY",SERILINGAMPALLY ZONE,Beside care Hospital,Beside care Hospital,17.43050,78.37221
MAJOR,"20
SERILINGAMPALLY",SERILINGAMPALLY ZONE,Khajaguda,Khajaguda Junction,17.42251,78.38301
MAJOR,"20
SERILINGAMPALLY",SERILINGAMPALLY ZONE,Gachibowli Rotary Junction,Gachibowli Jn Under Flyover,17.438311,78.36412
MAJOR,"20
SERILINGAMPALLY",SERILINGAMPALLY ZONE,Q Mart,Opposite Radisson Hotel beside Q Mart,17.447185,78.363456
MAJOR,"20
SERILINGAMPALLY",SERILINGAMPALLY ZONE,Before IIIT Junction,IIIT Jn near substation,17.444195,78.351662
MAJOR,"20
SERILINGAMPALLY",SERILINGAMPALLY ZONE,Heritage near Narayana School,Heritage Masjid Banda,17.464211,78.347733
MAJOR,"20
SERILINGAMPALLY",SERILINGAMPALLY ZONE,Heritage Signal as,Raghavendra colony to HeritageJunction,17.464211,78.347733
MAJOR,"20
SERILINGAMPALLY",SERILINGAMPALLY ZONE,At Substation near IIIT Junction,Wipro to IIT Junction,17.444195,78.351662
MAJOR,"20
SERILINGAMPALLY",SERILINGAMPALLY ZONE,Lingampally Vegitable market,Lingampally Vegitable market,17.49148,78.315047
MAJOR,"20
SERILINGAMPALLY",SERILINGAMPALLY ZONE,My Home Mangala,My Home Mangala,17.483,78.3497
MAJOR,"21
CHANDANAGAR",SERILINGAMPALLY ZONE,Opp. Bata showroom,Old city wines,17.44047,78.39415
MAJOR,"21
CHANDANAGAR",SERILINGAMPALLY ZONE,Ramalayam Temple,Near Grave Yard,17.4408,78.39218
MAJOR,"21
CHANDANAGAR",SERILINGAMPALLY ZONE,Lingampally under Bridge,"Lingampally RUB, Near Railway station",17.484246,78.320515
MAJOR,"21
CHANDANAGAR",SERILINGAMPALLY ZONE,"Gulmohar park curve at Manikanta
Wines, Opp. Gulmohar park kaman","Gulmohar park curve at Manikanta Wines,
Opp. Gulmohar park kaman",17.478017,78.321841
MAJOR,"21
CHANDANAGAR",SERILINGAMPALLY ZONE,"Near Lucky Restuarent U-turn, Miyapur
Rd",Near Lucky Restuarent,17.499724,78.361824
MAJOR,"22
RC PURAM",SERILINGAMPALLY ZONE,BHEL JUNCTION,Near RC Puram (L&O)PS,17.495423,78.316414
MAJOR,"23 -
MOOSAPET",KUKATPALLY ZONE,"Kukatpally Housing board , Hitech city","Siddi Vinayak Nagar, Kothaguda.",17.460025,78.38478
MAJOR,"23 -
MOOSAPET",KUKATPALLY ZONE,Prashanthnagar bus stop,Prashanthnagar bus stop,17.474652,78.425688
MAJOR,"23 -
MOOSAPET",KUKATPALLY ZONE,Moosapet Metro Station,Moosapet Metro Station,17.47196,78.4261
MAJOR,"23 -
MOOSAPET",KUKATPALLY ZONE,Opposite. Palak Hotel Both sides of Road,Opposite. Palak Hotel Both sides of Road,17.45799,78.43305
MAJOR,"24 -
NEXUS MALL",KUKATPALLY ZONE,Santosh Dhaba  Nearby Safe Express jn,Safexpress Traffic Signal,17.474445,78.474034
MAJOR,"24 -
NEXUS MALL",KUKATPALLY ZONE,Beside JNTU,Beside JNTU,17.49708,78.393609
MAJOR,"24 -
NEXUS MALL",KUKATPALLY ZONE,"Opposite water works office, Hydernagar","Opposite water works office, Hydernagar",17.498699,78.380677
MAJOR,"24 -
NEXUS MALL",KUKATPALLY ZONE,Nizampet road,Nizampet road,17.471081,78.386924
MAJOR,"24 -
NEXUS MALL",KUKATPALLY ZONE,Opposite Raithu bazar,Opposite Raithu bazar,17.492279,78.393216
MAJOR,"24 -
NEXUS MALL",KUKATPALLY ZONE,"Adarshnagar Khamaan, Infornt of NTR
Statue, Opp: IDPL Colony.","Adarshnagar Khamaan, Infornt of NTR
Statue, Opp: IDPL Colony.",17.48453,78.44959
MAJOR,"24 -
NEXUS MALL",KUKATPALLY ZONE,"In Between TECUMSEH Company 
Main Gate to Dmart-IDPL - Alowng with road.",In Between TECUMSEH Company Main Gate to Dmart-IDPL - Alowng with road.,17.48124,78.44893
MAJOR,"24 -
NEXUS MALL",KUKATPALLY ZONE,Narsapur X Road,Narsapur X Road,17.4673,78.44563
MAJOR,"25 - 
QUTHUBULLAPUR",KUKATPALLY ZONE,"Infront of Bharath petrol Pump on Service
road (GHMC-Quthubullapur)","Infront of Bharath petrol Pump on Service
road (GHMC-Quthubullapur)",17.506961,78.479451
MAJOR,"25 - 
QUTHUBULLAPUR",KUKATPALLY ZONE,"Beside Satyam Shivam Sundaram
Apartments, Suchitra to Alwal Road","Beside Satyam Shivam Sundaram
Apartments, Suchitra to Alwal Road",17.50178,78.48057
MAJOR,"25 - 
QUTHUBULLAPUR",KUKATPALLY ZONE,Jeedimetla Bus depot,Jeedimetla Bus depot,17.526145,78.440668
MAJOR,"27 -
ALWAL",KUKATPALLY ZONE,"In front of Mangapuram colony kaman Alwal
Road (GHMC-Alwal)","In front of Mangapuram colony kaman Alwal
Road (GHMC-Alwal)",17.506462,78.492567
MAJOR,"27 -
ALWAL",KUKATPALLY ZONE,"Infront of Srini Avenue, 
Panchaseela Enclave on Hi-Tension Road (GHMC-Quthubullapur)","Infront of Srini Avenue, Panchaseela Enclave on Hi-Tension Road (GHMC-Quthubullapur)",17.515362,78.483191
MAJOR,"27 -
ALWAL",KUKATPALLY ZONE,SNR Garden (NHAI),SNR Garden (NHAI),17.550112,78.493607
MAJOR,"27 -
ALWAL",KUKATPALLY ZONE,"Near St.Martins College, Dulapally Road","Near St.Martins College, Dulapally Road",17.54421,78.47621
MEDIUM,"1-
Kapra",LB NAGAR ZONE,Moula Ali Rd no 03,Moula Ali Rd no 03,17.465891,78.563533
MEDIUM,"1-
Kapra",LB NAGAR ZONE,Moula Ali Rd no 02,Moula Ali Rd no 02,17.46601,78.563518
MEDIUM,"1-
Kapra",LB NAGAR ZONE,"Ecil X Road 
Laxmi Garden","Ecil X Road 
Laxmi Garden",17.473326,78.57112
MEDIUM,"1-
Kapra",LB NAGAR ZONE,"Extention 
Kushaiguda","Extention 
Kushaiguda",17.473394,78.570886
MEDIUM,"2-
Uppal X Road",LB NAGAR ZONE,Ramanthapur Road,Ramanthapur Road,17.38693,78.54863
MEDIUM,"2-
Uppal X Road",LB NAGAR ZONE,"Indian Oil Petrol Pump, Habsiguda",Habsiguda,17.417632,78.542902
MEDIUM,"2-
Uppal X Road",LB NAGAR ZONE,Opp King Palace towards  Ramanthpur,Indian Oil Petrol Pump,17.394505,78.525108
MEDIUM,"3-
Hayathnaga",LB NAGAR ZONE,Bagyalath Colony,Bagyalath Colony,17.325308,78.60759
MEDIUM,"3-
Hayathnaga",LB NAGAR ZONE,Sai colony Khalsa,Sai colony Khalsa,17.325303,78.606630
MEDIUM,"3-
Hayathnaga",LB NAGAR ZONE,"Auto Nagar, Dear Park","Auto Nagar, Dear Park",17.335231,78.58272
MEDIUM,"5-
Saroornagar",LB NAGAR ZONE,"Chithanya puri colony
 Main Road","Chithanya puri colony
 Main Road",17.368319,78.531223
MEDIUM,"5-
Saroornagar",LB NAGAR ZONE,"Opp: Shivaganga Theatre, Gaddinnarram","Opp: Shivaganga Theatre, Gaddinnarram",17.36111,78.52281
MEDIUM,"09 -
CHARMINAR",CHARMINAR ZONE,Nayapul High Court,Nayapul High Court,17.369589,78.47659
MEDIUM,"09 -
CHARMINAR",CHARMINAR ZONE,Ghansi Bazar,Ghansi Bazar,17.368168,78.472695
MEDIUM,"09 -
CHARMINAR",CHARMINAR ZONE,Kamatipura,Kamatipura,17.355436,78.45437
MEDIUM,"09 -
CHARMINAR",CHARMINAR ZONE,"Opp bajaj Show Room, Shalibanda",Nagulchintha,17.351785,78.472601
MEDIUM,"09 -
CHARMINAR",CHARMINAR ZONE,CTC petlaburju,Petlaburju,17.367795,78.465273
MEDIUM,"09 -
CHARMINAR",CHARMINAR ZONE,In front of Bahadurpura L&O PS,Bahadurpura L&O PS,17.358646,78.455218
MEDIUM,"09 -
CHARMINAR",CHARMINAR ZONE,"Gandhi Statue, Puranapool ","Gandhi Statue, Puranapool",17.369365,78.458921
MEDIUM,"11
RAJENDRA
NAGAR",CHARMINAR ZONE,"Diary Farm InnerRing Road
Upparpally","Diary Farm InnerRing Road
Upparpally",17.345505,78.416029
MEDIUM,"11
RAJENDRA
NAGAR",CHARMINAR ZONE,Rambagh Colony,Rambagh Colony,17.35245,78.41845
MEDIUM,"11
RAJENDRA
NAGAR",CHARMINAR ZONE,Budwel,Budwel,17.345505,78.416029
MEDIUM,"29 -
METTUGUDA",SECUNDERABAD ZONE,Metro Pillar 1063 Tarnaka,"Lallaguda Railway Colony, 
Vijayapuri Colony, Mettuguda, ",17.42992,78.52605
MEDIUM,"29 -
METTUGUDA",SECUNDERABAD ZONE,Chilakalaguda,,17.43364,78.50604
MEDIUM,"29 -
METTUGUDA",SECUNDERABAD ZONE,"Padmaraonagar, Chilakalaguda","Padmarao Nagar Main Rd, 
Railway Colony",17.42927,78.50552
MEDIUM,"29 -
METTUGUDA",SECUNDERABAD ZONE,"Rani Gunji, Bansilalpet","Parsigutta, Bhoiguda,
 Secunderabad",17.43112,78.49309
MEDIUM,"29 -
METTUGUDA",SECUNDERABAD ZONE,"Bhoiguda,Secunderabad","St Johns Rd, Railway Colony, ",17.433535,78.506299
MEDIUM,"29 -
METTUGUDA",SECUNDERABAD ZONE,Railway Degree College," Near ICMR - National Institute of Nutrition,
 Lalaguda, ",17.42846,78.52665
MEDIUM,"29 -
METTUGUDA",SECUNDERABAD ZONE,Near Padma Rao Nagar T Junction,"Gandhi Hospital back side, Padma Rao Nagar",17.422329,78.504480
MEDIUM,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,Under Railway Bridge Bible X Roads,"Bible House X Road, R.P Road",17.431393,78.492736
MEDIUM,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,Chitra Dargah R.P. Road.,"In between Patny X Road and Ghasmandi, RP Road",17.436976,78.493891
MEDIUM,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,Bapuji Nagar beside HP Petrol pump,Bapujinagar Traffic  signal/lake,17.468801,78.479074
MEDIUM,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,CTO Junction,Free left going towards Rasoolpura,17.443097,78.487284
MEDIUM,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,Infront Tr PS Begumpet,Tr PS Begumpet and  TTI Begumpet,17.443697,78.478312
MEDIUM,"12
MEHADI
PATNAM",KHAIRATHABAD ZONE,"Masab Tank,","Infront of Brilliant Gramm
ar School Near NMDC",17.39946,78.44748
MEDIUM,"12
MEHADI
PATNAM",KHAIRATHABAD ZONE,"Masab Tank,","Near Pillar No 2&3 
Humayun Nagar",17.39946,78.44626
MEDIUM,"12
MEHADI
PATNAM",KHAIRATHABAD ZONE,"Santosh Nagar, 
Humayun Nagar",Mehdhipatnam Near Chilla,17.39554,17.39554
MEDIUM,"12
MEHADI
PATNAM",KHAIRATHABAD ZONE,"Masab Tank,","Near Pillar no 23 Besides defence 
boundary wall",17.40223,17.40223
MEDIUM,"12
MEHADI
PATNAM",KHAIRATHABAD ZONE,"Rein Bazar Rd, Uppari Basthi, 
Madannapet Colony,",Meraj cafe to Chilla Road,17.36069,78.493
MEDIUM,"12
MEHADI
PATNAM",KHAIRATHABAD ZONE,"Sri Nagar Colony, Krishna Nagar,
Yousufguda, ","Labour adda 
Vijayanagar Colony",17.43175,78.42741
MEDIUM,"12
MEHADI
PATNAM",KHAIRATHABAD ZONE,"Zeba Bagh, 
Syed Ali Guda","Asifnagar X Road 
near Petrol Bunk",17.38571,78.447
MEDIUM,"12
MEHADI
PATNAM",KHAIRATHABAD ZONE,"Mangwada basti,
 Mallepally, ",Mallepally Junction,17.38979,78.45883
MEDIUM,"12
MEHADI
PATNAM",KHAIRATHABAD ZONE,"near Laxmi Towers, Police Quarters,
 Goshamahal,",Yadav Bhavan Hotel X Road,17.375,78.46853
MEDIUM,"13 -
KARWAN",KHAIRATHABAD ZONE,"Aditya Nagar Colony, 
Aravind Nagar Colony, Toli Chowki",Aravind Nagar Colony,17.400422,78.409182
MEDIUM,"13 -
KARWAN",KHAIRATHABAD ZONE,"OU Colony, Shaikpet, 
Pokalwada,","Ou Colony, Shaikpet",17.404663,78.390625
MEDIUM,"13 -
KARWAN",KHAIRATHABAD ZONE,"Adithya nagar Colony, 
Tolichowki","Adithya nagar Colony, 
Tolichowki",,
MEDIUM,"13 -
KARWAN",KHAIRATHABAD ZONE,"Ambethkar nagar 
Hakimpet",Ambethkar nagar Hakimpet,17.410437,78.402804
MEDIUM,"13 -
KARWAN",KHAIRATHABAD ZONE,"Bapu ghat, Langar Houz, ",Bapuji Ghat y Junction,17.37484,78.41359
MEDIUM,"13 -
KARWAN",KHAIRATHABAD ZONE,"Beside Toyota Show Room, Nizam Colony",Toyota Show Room,17.3981,78.41907
MEDIUM,"13 -
KARWAN",KHAIRATHABAD ZONE,"Aqsha Masjid, 7Tombs Road",Near 7 Tombs Jn,17.39922,78.40035
MEDIUM,"13 -
KARWAN",KHAIRATHABAD ZONE,"After Tarmathi Baradari, near Nala towards Tippukhan",Beside Nala,17.37681,78.37737
MEDIUM,"13 -
KARWAN",KHAIRATHABAD ZONE,"Beside Dargah, Pillar No. 102, Moghal Ka Nala","Pillar No. 102, Moghal Ka Nala",17.37709,78.42924
MEDIUM,"13 -
KARWAN",KHAIRATHABAD ZONE,Nanal Nagar Jn,Free Left From Balika Bhavan towards Nanal Nagar,17.39585,78.42756
MEDIUM,"13 -
KARWAN",KHAIRATHABAD ZONE,"Langer House 
Starting flyover from Sangam
 towards Langer House x road",Opp. Sai Dental Hospital,17.37466,78.41862
MEDIUM,"13 -
KARWAN",KHAIRATHABAD ZONE,"Beside Hanuman Temple, Langer House PS Road",Hanuman Temple,17.37708,78.42794
MEDIUM,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,Dwaraka Hotel,Beside fish land hotel,17.404882,78.464095
