,infrastructure damaged - others,District,Other Details,Date
10,,Hojai,"Doboka - PWSS Damaged | 1) Beduwati Sarlok, Latitude 26.091172° & Longitude 92.823978°, 2) Jugijan Baliramgaon, Latitude 26.094704°, Longitude 92.778664°, 3) Kapili Kathkatia, Latitude 26.109718°, Longitude 92.733099°, 4) Patiapam, Latitude 26.0852°, Longitude 92.4209°, 5) Jungle Block, Latitude 26.084506° & Longitude 92.806311°, 6) Changmaji Gaon, Latitude 26.111073° & Longitude 92.81124°, 7) Borjari Majgaon, Latitude 26.0720° & Logitude 92.4359°, 8) Patia Pathar, Latitude 26.0917° & Longitude 92.4159°, 9) Nagayapam, Latitude 26.0812° & Longitude 92.4350°, 10) Changjurai, Latitude 26.109788° & Longitude 92.732961°, 11) Bhelugiri Pathar PWSS, Latitude 26.0824° & Longitude 92.4627°, 12) Oksek Pathar (Barge Submerged), Latitude 26.11953° & Longitude 93.033455° on dated 17/06/2022 under Binnakandi Block",20-06-2022
11,,Kamrup,"Kayan - Damaged SPT Bridge | One steel bridge (4x3.5) m Garamsung Gorput Road. Date: 19/06/2022. Reported by PWRD, Hajo Division.,  Culvert Approach Road Damaged | One culvert damaged, kamalpur morowa road near barpulla chowk. Date: 19/06/2022. Reported by PWRD, Hajo Division.,  Kamalpur - Fisheries/Pond | Due to incessant rainfall 26 ha as per report of Bihdia Fishery Development Officer as on 19/6/2022 ,  Power Dept. Poles | Due to incessant rainfall 6 pole and line - 14.06 KM as per APDCL report under Kamalpur Revenue Circle as on 19/6/2022",20-06-2022
12,,Kamrup (M),"Dispur - Protection Bundh Damaged | At Anil Nagar the Bharalu guard wall minor breach occured with leakage and the wall is vulmerable condition if water level rises. Date- 20/06/2022,  Protection Bundh Damaged | At Junali opposite of FINER OFFICE THE Bharalu guard wall 20m approx breached. Date- 20/06/2022",20-06-2022
13,,Kokrajhar,"Bhawraguri - Culvert Approach Road Damaged | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 20-06-2022 IMMEDIATE RESTORATION OF PATIALPARA TO KUSUMBIL ROAD RCC BOX CULVERT NO.2/3 BOTH SIDE APPROACHES EROSION. ,  Culvert Approach Road Damaged | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 20-06-2022 IMMEDIATE RESTORATION OF KUNJODOBA TO JAMUNATARY ROAD RCC BOX CULVERT NO.2/1 APPROACH & ROAD WASHED OUT,  Culvert Approach Road Damaged | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 20-06-2022 IMMEDIATE RESTORATION OF BADLA TO BAMUNIGAON ROAD RCC BOX CELL NO.1/1 DAMAGED AND EROSION. ,  Bagribari - Washed away Culverts | As reported by AEE, PWD RR Gossaigaon, Culvert No 1/1 has been washout on Gendabil Notunbosti to Gossaigaon Tipkai connecting road on 18.06.2022,  Culvert Approach Road Damaged | As reported by AEE, PWD RR Gossaigaon, Culvert No.1/1,2/1 has been damaged and eroded in some stretches on Khangkharaibari to Daimaguri connecting road.,  Culvert Approach Road Damaged | As reported by AEE, PWD RR Gossaigaon, Culvert no.1/1 and road surface has been damaged on Sapatgram to Tipkai road via Khangkharaibari on 18.06.2022,  Culvert Approach Road Damaged | As reported by AEE, PWD RR Gossaigaon, Culvert no.1/1,1/2,1/3,2/1,2/2 and road has been damaged on Dudumari to Ravabasti PWD Road on 18.06.2022,  Culvert Approach Road Damaged | As reported by AEE, PWD RR Gossaigaon, Culvert No 1/1 with road surface has been damaged on Balapara Pt-I to Boraibari Village road on 18.06.2022,  Culvert Approach Road Damaged | As reported by AEE, PWD RR Gossaigaon, Culvert No 1/1 and road surface has been damaged on Cilkikhaata to Pastibari PWD road on 18.06.2022,  Culvert Approach Road Damaged | As reported by AEE, PWD RR Gossaigaon, Culvert No 3/1 has been damaged on Panbari to Dudumari via Sapatgram road on 18.06.2022,  (Kokrajhar) At District - Fisheries/Pond | Approx. 01 Hect. of water area affected on 19-06-2022 under Bokakhat Revenue Circle",20-06-2022
14,,Lakhimpur,"Bihpuria - Fisheries/Pond | As reported by FDO, Karunabari Block on 20th June 2022-15 nos. of ponds affected at No. 1 Pachim Laluk (2.5 hectare), 25 nos. ponds affected at Garmur (3.8 hectare) and 35 nos. ponds affected at Torajuli (5 hectare),  Power Dept. Poles | As reported by SDE, Nowboicha ESD -01 no. of PSC Pole 7.5 mtrs. , 03 nos. of PSC 8.5 mtrs. and 1.80 KM Conductors damaged at No. 3 Islampur on 19th June 2022 ,  Power Dept. Poles | As reported by SDE, Nowboicha ESD -01 no. of PSC Pole 7.5 mtrs. , 02 nos. of PSC 8.5 mtrs. and 2.50 KM Conductors damaged at Laluk Garmur on 19th June 2022 ,  Power Dept. Poles | As reported by SDE, Nowboicha ESD -02 no. of PSC Pole 7.5 mtrs. and 1.40 KM Conductors damaged at Ampara Milanpur on 19th June 2022 ,  Power Dept. Poles | As reported by SDE, Nowboicha ESD -02 nos. of PSC 8.5 mtrs. and 1.60 KM Conductors damaged at Jubanagar on 19th June 2022 ,  Power Dept. Poles | As reported by SDE, Nowboicha ESD -02no. of PSC Pole 7.5 mtrs. , 02 nos. of PSC 8.5 mtrs. and 3.20 KM Conductors damaged at Pava on 19th June 2022 ,  Power Dept. Poles | As reported by SDE, Nowboicha ESD -02no. of PSC Pole 7.5 mtrs. , 01 nos. of PSC 8.5 mtrs. and 1.70 KM Conductors damaged at Gobinpur on 19th June 2022,  Power Dept. Poles | As reported by SDE, Nowboicha ESD -02no. of PSC Pole 7.5 mtrs. , 01 no. of PSC 8.5 mtrs. and 1.60 KM Conductors damaged at Bishrampur on 19th June 2022,  Power Dept. Poles | As reported by SDE, Nowboicha ESD -01 no. of PSC Pole 7.5 mtrs. , 02 nos. of PSC 8.5 mtrs. and 3.00 KM Conductors damaged at Dubi on 19th June 2022,  Narayanpur - Bridge Approach Road Damaged | Rangati majgaon to dhemagarh road rcc bridge no 4/1 embankment of the approach road of both side are eroded heavily due to rising of river dihiri can as reported by PWD Territorial Road Divn. Bihpuria on 20/06/2022,  Nowboicha - Anganwadi Centres Affected | 15 nos. of AWC affected under Nowboicha Revenue Circle. Damage in physical terms likely Floor, door, windows etc. Report received from Nowboicha ICDS project on 18.06.2022",20-06-2022
15,,Majuli,"Ujani Majuli - Health Sub-Centre | Salmora HWC submerged due to flood on 19.06.2022,  Anganwadi Centres Affected | 3 nos. of AWCs partially submerged on 19.06.2022. 1. Grazing Koibarta AWC 2. Kolonibari AWC 3. Dakhinpat gaon Digholi Pat AWC, Majuli - Anganwadi Centres Affected | 36 nos of Anganwadi centers partially submerged on 19.06.2022. 1. Upper Sonowal AWC 2. Kongkurmukh AWC 3. Ukhalchuk AWC 4. Gopalchuk Birson Chuburi AWC 5. Balijan AWC 6. Charighoria AWC 7. Madhupur AWC 8. Ulupam AWC 9. Gopalchuk AWC 10. Luhit Chapori AWC 11. Madhupur Chapori AWC 12. Purona Misamora AWC 13. Modarguri AWC 14. Kankan Chapori AWC 15. Major Chapori AWC 16. Borjan AWC 17. Jugal Chuburi AWC 18. Borduar AWC 19. Misamora AWC 20. Bhangunmari AWC 21. New Misamora AWC 22. Jaboni Chuburi AWC 23. Chengelisuti AWC 24. Namsing Mini AWC 25. Cherepaikhowa AWC 26. Notun Chapori AWC 27. 2 no. Bhekeli AWC 28. Madhupur AWC 29. Gopalchuk Birson Chuburi AWC 30. Kartik Chapori AWC 31. Koroiguri AWC 32. Bhekeli Modarguri AWC 33. Buha Chapori AWC 34. Tenga Chapori AWC 35. Chaidhyaghoria AWC 36. Bhimpara AWC",20-06-2022
16,,Morigaon,"Morigaon - Health Sub-Centre | (20-06-2022) As per Jt. Director of Health Services, Dharamtul SHC submerged. ,  Bhuragaon - Anganwadi Centres Affected | UTTAR PACHIM BARUNGURI,HAIBORGAON PATHAR,GORIAGAON -A,PUB GORIAGAON,HINDU JAPARI,RUPOHIBILL KADAMTOLA,KHERKATA PATHAR,KUBETORY,SANDHOKHAITY,71 no Bor Hollowkunda,72 no Hollowkunda,249 no Hollowkunda sapari-A4,47 no Hollowkunda sapari-B,69 no Tengaguri kosarigaon-A,448 UttarTengaguri kosarigaon sapari,222 no Tengaguri kosarigaon-B,43 no Mohmari pather-B,223 no Mohmari pather-c,42 no Mohmari pather-A,60 no Balidunga pam-,161 no Balidunga Pam-,2351 no Pub Balidunga fakirgaon ,64 NO 2 no Borkur470, no 2 no borkur uttar pachim suburi,246 no 2no Borkur sapari,65 no seujia pather,469 no Dakhin pachim colony,63 no 2 no Borkur ,50 No. Barukata Chaharia,44 No. Niz-Chaharia,45 No. Boramari Kacharigaon,477 No. Niz-Chaharia Luit Paria (Mini),46 No. Bihubori Kacharigaon A,269 No. Jengpori Laokhowa Suburi,47 No. Durabandhi,267 No. Buwalguri Tribel Suburi,347 No. Bihubari Beel Sapori,32 No. Bhakuamari Pam submerged on 19-06-2022,  Elementary Schools Damaged | BARALIMARI HS, NO.2 DURABANDHI LP, NO1 BARUNGURI A. SARKAR LP, PUB BARALIMARI LP, BARDUBA TOP LP, BHURAGAON H.SARKAR H.S.SCHOOL, UTTAR BARDUBA LP (E), UTTAR CHENIMARI LP, TENGAGURI GAON LP, DHEKERAMARI LP, CHENIA ME, PACHIM JAPORI BALIKA LP, PACHIM RUPAHI BILL CHAR LP (E), RUPAHI GAON LP, HINDU JAPARI CHAR LP (E), HINDU JAPARI LP, JAPORI HS , GARALU SAROJINI LP, HABIR CHAR LP (E), PACHIM BAGAKURI CHAR LP (E), NO.1 KISAMKURI LP (E), TENGAGURI GAON CHAPORI LP, HAMUR CHAR LP (E), NO.1 KAURIHAGI LP (E), AIRMARI CHAR LP (E), NO.2 TENGAGURI CHAR LP (E), NO.2 KAURIHAGI LP (E), JAOGAON CHAR LP (E), SIALMARI KACHARIGAON LP, LENGRIBORI LP, DUNGARPAR ME, BOKANI ME, JENGPORI LP (E), LENGERI LP (E), BOWALGURI LP, DUNGAR PAR LP (E), BARUKATA CHAHARIA LP, LENGERI LP, PUB DUNGARPAR FULESWARI LP, TOLOGAON LP, JURBIL LP, DAKHIN JURBIL COLONY LP, KATHPORI GHANA SIMALU LP, SISHUMARI CHAR LP (E), KATHPORI GHANASIMALU CHAR LP (E), DAKHIN JURBIL COLONY LP (E), BARALIMARI MEM, NO.1 BARPATHAR LP (E), KHERKATABORI CHAR LP (E), KHERKATA BORI AJGAR ALI L.P., TENGATOLI LP, KHERKATA PATHAR LP, KHANDAHKHAITY KACHARIGAON LP (E), KHERKATA LP, HAIBARGAON PB ME, KASEM CHAR LP (E), NO.3 NABUR CHAR LP (E), GORIBOR CHAR LP (E), NITMARI CHAR LP (E), KASHIPURI COLONY LP (E), NO.2 KISAMKURI LP (E), NO.2 NABUR CHAR LP (E), NO.3 KISAMKURI LP (E), SIALMARI KACHARIGAON CHAR LP (E), JATIABORI CHAR LP (E), NO.2 HAMUR CHAR LP (E), BAGAKURI CHAR LP (E), BORHOLOWKANDA CHAPORI L.P., SEUJIA PATHAR LP, NO. 2 BARKUR P.S. MADRASSA, SEUJIA PATHAR CHAPORI LP (E), NO.2 BORKUR GIRLS LP, AZARGURI LP, BARUATING LP, MERHABI PITHAKHAITY LP (E), PUB BARUATING LP, BARUATING MEM, KHARIKATA CHAR LP (E), PUB KALAIR CHAR LP (E), NIZ CHAHARIA LP, MERBILL LP (E), BARUATING CHAR LP (E), PUB BALIDUNGA MEM, DAKHIN TENGAGURI KACHARIGAON ME, PACHIM MAHMARI L.P., Bhuragaon Haricharan Sarkar HS School submerged on 19-06-2022",20-06-2022
17,,Nagaon,"Raha - Secondary Schools Damaged | Chaparmukh BBH Higher Secondary School has been submerged on 20/06/2022,  Samaguri - Anganwadi Centres Affected | 1)57 No Bhurbandha 3, 2) 121 No Bogamukh 1, 3)139 No N C Bhurbandha, 4)157 No Bhurbandha Nadiper, 5)164 No Bhurbandha Dubiper No 1, 6)179 No Bhurbandha No 2, 7)203 No Arob Ali Bosti Bhurbandha Bg, 8)202 No Bhurbandha 4no, 9) 205 No Bhurbandha Nadiper 4no, 10)206 No Bogamukh Hatipara 6n, 11)208 No Bhurbandha Yakubpara 1no, 12)209 No Adhikaribosti 1no Bhurbandha, 13)212 No Bagariti Chowhanbasti 4no, 14)213 No Bogamukh Dakhinpara 5no Dtd-19.06.2022,  Elementary Schools Damaged | 1)3 No Durgabasti LPS, 2) Bhurbandha Chouhan Basti LPS, 3)Bhurbandha Bazargaon LPS, 4)Uttar Lawkhowa Bapuji LPS, 5) 2 No Bhurbandha Binapani LPS, 6. Bhagamukh MES, 7. Bir Chilarai MKB Dtd-19.06.2022, Kampur - Anganwadi Centres Affected | Total-190nos. AWC affected under kampur Rev. Circle reported by ICDS Kathitoli Dtd-20.06.2022",20-06-2022
18,,Nalbari,"Paschim Nalbari - Irrigation Canal/Scheme Damaged | Burhadia ELIS Point No- 4 & 5, Amoni ELIS, Ghilazari DTWIS Point No. 1, Solmara DTWIS Point No. 1, all Schemes are submerged due to floodwater of Burhadia River. Information received from Irrigation Department on 17/06/2022. ,  Handloom & Textile Deptt | 52 nos. weavers family affected. Damage of loom accessories, woven cloths etc. Information received from handloom and textile dept. on 19/06/2022,  Banekuchi - Culvert Approach Road Damaged | Kashimpur to Merkuchi Road and Culvert Damaged Report From PWD Department on 18.06.2022.,  Barkhetri - Handloom & Textile Deptt | 31 Nos weavingshawn partially damaged of looms and accessories ,looms post ,woven cloth and running warp ect as reported by demonstrator,handloom and textle Nalbarii on 20.06.2022 ,  Fisheries/Pond | Appro 2800 Fishery farmer ,covering aprox 720 HCt. fishery area affected by Flood /Rain as reported by Fishery demonstrator Barkhetri on 20.06.2022",20-06-2022
19,,Sivasagar,"Sivsagar - Elementary Schools Damaged | 264 Nos Rupahimukh LPS, Anirudhdav LPS, Soraguri MES, Rupahimukh Janajati HS,265 Nos Borgaon Miri LPS,, New Gotonga LPS, 499 Nos Garbhonga LPS,Namoni Mamol Garbhonga LPS,Rowmari Phukan Phodia LPS,899 Gupalpur LPS and 263 Nos Guskota LPS are submerged on 19-05-2022 ,  Demow - Anganwadi Centres Affected | Jikakota Anganwadi centre was submerged from 18/6/2022 to 20/6/2022,  Anganwadi Centres Affected | 2 No Borpathar Anganwadi centre was submerged from 18/6/2022 to 20/6/2022,  Anganwadi Centres Affected | Ranuwabali Anganwadi centre was submerged from 18/6/2022 to 20/6/2022,  Anganwadi Centres Affected | Dehingkalghar Anganwadi Centre was submerged from 18/6/2022 to 20/6/2022",20-06-2022
