,infrastructure damaged - others,District,Other Details,Date
10,,Goalpara,"Balijana - Power Dept. Transformers | As per information received from Sub Divisional Engineer, Lakhipur Electrical Sun- Division, APDCL, Lakhipur 2 nos. transformer 25kVA & 1 no. of transformer of 63kVA was damaged due to flood in village Rakhapara ,Deuli. & Karuabhasha. Date of occurence- 16.06.2022. Information received on 28.06.2022.,  Power Dept. Conductors | As per information received from Sub Divisional Engineer, Lakhipur Electrical Sun- Division, APDCL, Lakhipur LT Conductors of 0.3Km in Simulkandi, 0.6 Km in Chakla, 0.2 Km in Tisimkali & 0.5 Km in Baida got damaged due to flood. Date of occurrence- 16.06.2022. Information received on 28.06.2022.",29-06-2022
11,,Hailakandi,"Lala - Elementary Schools Damaged | SOROJINI LPS submerged Long-92.56343 Lat- 24.64888 under Lala Rev. Circle dtd. 22.06.2022,  Elementary Schools Damaged | PRASANNA KUMAR LPS submerged Long- 92.56663 Lat-24.64847 under Lala Rev. Circle dtd. 22.06.2022,  Elementary Schools Damaged | SIKANDAR ALI MEMORIAL LPS submerged Long- 92.56212 Lat- 24.64057 under Lala Rev. Circle dtd. 22.06.2022,  Elementary Schools Damaged | BILPAR MES submerged Long- 92.56238 Lat- 24.64858 under Lala Rev. Circle dtd. 22.06.2022,  Elementary Schools Damaged | KUNAGRAM LPS submerged Long- 92.5597 Lat- 24.62933 under Lala Rev. Circle dtd. 22.06.2022,  Elementary Schools Damaged | MAJOR TILLA MES submerged Long- 92.56003 Lat- 24.626 under Lala Rev. Circle dtd. 22.06.2022,  Elementary Schools Damaged | 927 AMIR ALI LPS submerged Long- 92.56147 Lat- 24.63542 under Lala Rev. Circle dtd. 22.06.2022,  Elementary Schools Damaged | 716 NO BOWARGHAT LPS submerged Long- 92.55088 Lat- 24.64147 under Lala Rev. Circle dtd. 22.06.2022,  Elementary Schools Damaged | 698 A R MEMORIAL LPS submerged Long- 92.55325 Lat- 24.62762 under Lala Rev. Circle dtd. 22.06.2022,  Elementary Schools Damaged | 743 CHANDRANATH LPS submerged Long- 92.65563 Lat- 24.51175 under Lala Rev. Circle dtd. 23.06.2022,  Elementary Schools Damaged | LAKSHYA NATH MVS submerged Long- 92.62208 Lat- 24.58853 under Lala Rev. Circle dtd. 23.06.2022,  Elementary Schools Damaged | 109 NO UMEDNAGAR LPS submerged Long- 92.6124 Lat- 24.57483 under Lala Rev. Circle dtd. 23.06.2022,  Elementary Schools Damaged | KOYAH ROYPARA LPS submerged Long- 92.56772 Lat- 24.54585 under Lala Rev. Circle dtd. 23.06.2022,  Elementary Schools Damaged | MODEL H.S SCHOOL KOYAH submerged Long- 92.56087 Lat- 24.54965 under Lala Rev. Circle dtd. 23.06.2022,  Elementary Schools Damaged | NIZVERNERPUR TAPASIL LP SCHOOL submerged Long- 92.61945 Lat- 24.52752 under Lala Rev. Circle dtd. 23.06.2022,  Elementary Schools Damaged | BAZAR LINE LPS submerged Long- 92.6355 Lat- 24.55468 under Lala Rev. Circle dtd. 23.06.2022,  Elementary Schools Damaged | 493 NO SAMSER KUCHI KHASIA PUN submerged Long- 92.65008 Lat- 24.54435 under Lala Rev. Circle dtd. 23.06.2022,  Elementary Schools Damaged | KAILATHAL KHASIA PUNJI LPS submerged Long- 92.64003 Lat- 24.55282 under Lala Rev. Circle dtd. 23.06.2022,  Elementary Schools Damaged | KUNKUN BASTI LPS submerged Long- 92.64025 Lat- 24.57128 under Lala Rev. Circle dtd. 23.06.2022,  Algapur - Elementary Schools Damaged | 417 NO ANUKUL NAGAR LPS submerged Long-92.608 Lat-24.827917 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | JANAKI BAZAR HIGH SCHOOL submerged Long-92.601399 Lat-24.826711 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | JANAKI BAJAR MES submerged Long-92.5986 Lat-24.825617 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | JANAKI BAZAR SR.BASIC SCHOOL submerged Long-92.598583 Lat-24.824133 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | BARBHUYAN GRAM LPS submerged Long-92.564683 Lat-24.7448 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | 905 NO HAZI RASHID ALI MEMO LP submerged Long-92.576783 Lat-24.7541 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | BORALA EGS submerged Long-92.576233 Lat-24.784267 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | KADMA BAZAR LPS submerged Long-92.574367 Lat-24.793183 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | BILL TILLA LPS submerged Long-92.574233 Lat-24.788917 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | 87 NO MADHIRALA LPS submerged Long-92.59395 Lat-24.7863 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | 676 NO NAYAGRAM LPS submerged Long-92.59245 Lat-24.792033 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | SADAR BOND MES submerged Long-92.576917 Lat-24.795183 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | 843 NO CHAMALA LPS submerged Long-92.5763 Lat-24.7896 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | DEKAJURAI MES submerged Long-92.58985 Lat-24.772783 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | KASIURA LPS submerged Long-92.5835 Lat-24.8015 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | 322 NO JITARMUKH LPS submerged Long-92.583717 Lat-24.810517 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | DHUPICHERRAMUKH EGS submerged Long-92.58015 Lat-24.81635 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | DAMANDIR ALA LPS submerged Long-92.599967 Lat-24.795283 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | 162 NO SADAR BOND LPS submerged Long-92.579067 Lat-24.801717 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | HABIB ALI MEMORIAL LPS submerged Long-92.584883 Lat-24.793917 Under Algapur Rev. Circle on dtd.22.06.2022,  Elementary Schools Damaged | JALILIA M.E SCHOOL submerged Long-92.579667 Lat-24.795533 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | GASHORE TOOK LPS submerged Long-92.585983 Lat-24.806717 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | 764 LASKAR PARA TUKAR GRAM LPS submerged Long-92.596483 Lat-24.801 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | 38 NO PURBA KALINAGAR LPS submerged Long-92.636133 Lat-24.823883 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | KALINAGAR SR BASIC SCHOOL submerged Long-92.630517 Lat-24.840467 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | 292 HURIWAR PAR LPS submerged Long-92.624 Lat-24.833733 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | 458 VIVEKANANDA LPS submerged Long-92.636017 Lat-24.82915 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | JANAKI CHARAN HSS submerged Long-92.6329 Lat-24.831617 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | KATAKHAL DUBRIAR PAR LPS submerged Long-92.633733 Lat-24.829767 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | GOKUL CHAND LPS submerged Long-92.63595 Lat-24.8379 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | 985 NO KALINAGAR PART 1 LPS submerged Long-92.624983 Lat-24.836783 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | KAJI NAZRUL ISLAM VLP submerged Long-92.614633 Lat-24.846333 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | 581 KALINAGAR PART 5 LPS submerged Long-92.6444 Lat-24.819383 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | ANNADA CHARAN GIRLS H.S SCHOOL submerged Long-92.627717 Lat-24.847333 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | KALIBARI GOVT JR. B. SCHOOL submerged Long-92.634583 Lat-24.857167 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | BARKPAR EGS submerged Long-92.635617 Lat-24.856417 Under Algapur Rev. Circle on dtd.23.06.2022,  Elementary Schools Damaged | 465 NO NETAJI BIDYAPITH LPS submerged Long-92.61495 Lat-24.853083 Under Algapur Rev. Circle on dtd.23.06.2022",29-06-2022
12,,Kamrup,"Boko - Culvert Approach Road Damaged | 1no. Culvert found in deplorable condition due to incessant rain in Singra-Tarabari road. Date: 23/06/2022. Reported by PWRD, Boko Territorial Road Sub-division, Boko.,  Rangia - PWSS Damaged | Total 69 PWSS Structures of PHE Dept., Rangia namely UDIANA NO. 2 PWSS, TATARKUCHI PWSS, BALAGAON PWSS ,GURKUCHI PWSS, SITARA PWSS, GOGMALASA PWSS, UDIANA NO.1 PWSS ,UDIANA PWSS, KARARA GHARBHITOR PWSS, THAKURIAPARA PWSS, TULSIBARI PT.1 PWSS, BARDOL PWSS, KACHARI SOLMARI PWSS, GOSAI SOLMARI PWSS, HIRAGATA PWSS, DOBOK NO.2 PWSS, KANIKUCHI NO. 1 PWSS, KANIKUCHI PWSS, NIZ BORIGOG PWSS, KANIHA PWSS, ISSADGHARIA PWSS, PUB KANIHA PWSS, BISSANALLA PWSS, ICHAPUR PWSS, PACHIM BISSANALLA PWSS, HALIKUCHI PWSS, KAJIGAON PWSS, NAKUL PWSS, CHEPTI PWSS, NAKUL II PWSS, MURARA GARKA PWSS, DIMU PWSS, DOBOK PWSS, KHUDRA DIMU PWSS, CHANDMAGURI PWSS, NABURKA SATRA PWSS, DIMU NO. 2 PWSS, BARHAMPUR PWSS, GOPALPUR PWSS, PITAMBAR HAT BAJALI PWSS, BARKUKURIA PWSS, KOTHRA PWSS, KEKOHATI PWSS, PACHIM SITARA PWSS, BARSIL PWSS, KEKENIKUCHI MARANJANA PWSS, KUMARPATA PWSS, BONGAON PWSS, MAHKHULI PWSS, SAHAN BONGAON PWSS, SUNDHIYA PWSS, BALIKUCHI PWSS, BARMURA PWSS, BORDOITOLA PWSS, PANARA PWSS, KALMANI PT-1 PWSS, KOROIBARI SOULA PWSS, JAJIKONA NO.1 PWSS, NO.2 DAGAON PWSS, SOULA PWSS, ATHARA PWSS, KOCH SUBA PWSS, MADHUKUCHI PWSS, MOTKUCHI PWSS, BALABARI PWSS, NIZ-HASSANG PWSS, TITKURI 1 PWSS, TITKURI II & III PWSS were partially damaged between 17.06.2022 to 22.06.2022 as per report of Executive Engineer, PHE, Rangia,  Power Dept. Transformers | One 100 KVA Transformer got inclined due to flood water in village Kekenikuchi on 19.6.22 as per report of SDE, APDCL, Sub Div -I, Rangia,  Elementary Schools Damaged | Moranjana Balika LPS in village Moranjana was damaged (floor) on 20.6.2022 as per report of BEEO, Rangia,  Elementary Schools Damaged | Pub Kanikuchi Bhoira LPS in village Bhoira was damaged (floor) on 20.6.2022 as per report of BEEO, Rangia,  Hajo - Fisheries/Pond | 1953 Fishery/Pond affected (587.15 Hect area affected) on 16-06-2022 and 23-06-2022 as reported by FDO, Hajo,  Power Dept. Conductors | HT Line 8Km and LT Line 10 KM on 22-06-2022 as reported by SDE, Hajo Electrical Sub-division,  Power Dept. Poles | HT Pole 26 and LT Pole 42, 22-06-2022 as reported by SDE, Hajo Electrical Sub-division,  Power Dept. Transformers | 5 Transformer 22-06-2022 as reported by SDE, Hajo Electrical Sub-division,  Kayan - Elementary Schools Damaged | Floor Damage of 204 no. Pub Sauramuri LP School. Reported by BEEO, Rangia on 28/06/2022.,  Elementary Schools Damaged | Floor Damage of 2 no. Palepara LP School. Reported by BEEO, Rangia on 28/06/2022.,  Elementary Schools Damaged | Floor & Wall Damage of 257 no. Dhuhi Madhyastha LP School. Reported by BEEO, Rangia on 28/06/2022.,  Elementary Schools Damaged | Floor Damage of 209 no. Pub Nowabala LP School. Reported by BEEO, Rangia on 28/06/2022.,  Secondary Schools Damaged | Floor Damage of Kampith High School. Reported by Headmaster of the school on 28/06/2022.,  North Ghy - Health Sub-Centre | 6 nos. of Sub-centre floor damage Malara, Mandakata, Barpalaha, Salmara, Dhopatari as reported by BPM, North Guwahati Block PHC on dated 29/06/2022,  Power Dept. Poles | 5 nos. as reported by SDE, Baihata Chariali Electricla Sub-Div on 28/6/2022,  Power Dept. Conductors | Conductor- 5 KM as reported by SDE, Baihata Chariali Electricla Sub-Div on 28/6/2022 , 33kv line- 0.5 KM & 11 kv line-4.5 KM, LT line-10.5 KM as reported by SDE, Amingaon Electricla Sub-Div on 28/6/2022,  Power Dept. Transformers | 1 no. as reported by SDE, Baihata Chariali Electricla Sub-Div on 28/6/2022 and 3 nos. as reported by SDE, Amingaon Electricla Sub-Div on 28/6/2022",29-06-2022
13,,Karimganj,"Nilambazar - Elementary Schools Damaged | Dated on 28/06/2022, as reported by BEEO, South Karimganj Education Block that, total 95 Nos. of School had been affeded due to flood water, where 41 Nos. of School submerged , partially affected 52 Nos. and fully affected 02 Nos..",29-06-2022
14,,Kokrajhar,"Bagribari - Irrigation Canal/Scheme Damaged | As reported by AEE, Irrigation Gossaigaon SD on 24/06/2022, Both side Afflux Bund= 50.00 M Guide Bund = 20.00 M of Dulidwisa F.I.S. Scheme has been damaged due to the flood",29-06-2022
15,,Lakhimpur,"Bihpuria - Power Dept. Poles | As reported by SDE APDCL, Bihpuria ESD on 28/06/2022 the electrical infrastructures affected details are- 06 nos. of PSC Pole 8.5 Mtrs. and 0.9 km Conductors at Harmoti near Bogoli river.,  Narayanpur - Bridge Approach Road Damaged | Road Kherajkhat Jr. College to Bihpuria Bhogpur Road at Ch. 60.00M & Ch.580.00M on 29/06/2022 as Reported by PWRD Bihpuria Road Divn.,  Dhakuakhana - Bamboo Foot Bridge | Cold weather Bridge (Bamboo Bridge) washed away on Akendighali to Paanch Ali (Naya Bazar) road at Ch. 726.00M by excess rising water level of Kherkata River on 29th June, 2022.| Length: 126.00M.| Report submitted by Dhakuakhana Territorial Road Division, Ghilamara.,  Kadam - Porcupine Damaged | Bamboo cribs washed away by rising water of River Subansiri Total Qty. Not ascertained as of now. As per visual inspection 11 Nos. Reported By BDO, Boginadi, dated 29/06/2022",29-06-2022
16,,Majuli,Majuli - Anganwadi Centres Affected | 2 nos. of AWC submerged on 29.06.2022. 1. Ujani Jamudchuk Miri AWC 2. Kharkati Bonia AWC,29-06-2022
17,,Morigaon,"Mikirbheta - Fisheries/Pond | As per report by FDO , Dolongghat on 28-06-2022, 5.5 Hectre Fishery land affected due to flood,  Washed away Culverts | As per report by AEE, PWD, Batadrava Territorial Road Sub-Division,on 24-06-2022, RCC slab Culvert at 2nd km at Khandajan, erroded on Itakhuli to Kapahera via Khandajan,  Fisheries/Pond | As per report by AFO , Kapili on 29-06-2022, 5.13 Hec Fishery area affected due to flood,  Mayong - Anganwadi Centres Affected | As per the Information received from CDPO Mayong on 28 June 2022 total 138 Anganwadi Centres were damaged/affected. The Names of Anganwadi Centres affected are given - Pachim Garjan,Silikhabori Pam,Karamari A,Karamari Pub,Karamari Nandini,Rongagarh,Choto Garjan,Borbori,Bamunjari,Bamunjari Pachim,10 no Balimukh,Choto Garjan M,Kalikajari,Sukatiputa,Kacharibori L.B.L School,Sukatiputa Habi,Katohjari,Karatipum Nigam,Pub Kapoujari Mini,Karatipum ,Goroimari S/C (Mini),Hariabori,Kahibori Gormari,Pani Kauri,Uttar Dekasung,Chapar Dalani,Sarubori,Udahinbori,Bhalukaguri Kalpabari,Morakolong,Tengaguri,Damal,Karaiguri,Meruagaon,Burgaon East,Burgaon Bilpar,Burgaon No1,Dakhin Garakhiadhap,Burgaon Borduba,Uttar Garakhiadhap,Burgaon No2,Burgaon Front A,Burgaon Front B,Lechari Chakpar,Lecharibori,Lechari LP,Nargali Bilpar,Baramari,Hatibhangi,Gagalmari Sibir,Kariguri,Dighali Janpar,Paschim G.Ashigar,Malikhabori,Patekibori,Pub Hatibhangi,Mathkhula,Bilampur,Pakariguri,Sandahkhaity,Jaljaly,Jaljaly Pachim,Boramari Resurve Chuburi,Nekera Habi no1,Khulabhuyan No2,Dakhin Khalani,Pachim Kusumpur,Bura Telahi Hiragaon,Telahi Namghar,Mantabori,No1 Mantabori,Silbheta,Duruladubi,Telahi Apakarbi,Dekagaon,Janpar 1,Janpar 2,Janpar ST,Rupaibori,Bhumuraguri Adarsha gaon,Thekera guri 2,Pub Balipathar,Balipathar,Thekera guri Veterinary,Sagar Ghat,Lukakuchi,Basundhary,Basundhary Jalah No 2,Basundhary Borjalah,Indumari,Bajibori,Saru Matiparbat,Borgaon Bheluabosti,Bhugduba Habi,Morabori,Baihati,Barkhal,Palahguri,Banmuri,Teteliguri L.P,Teteliguri ,1 no Murkata,Katahguri L.P,Katahguri 2 no Kalimandir,Kasosila,Rajakuchi,Sankarpur,Nabahatia,Ganesh mandir L.P,Sathkhapori Jamalpur Mini,Thengbhanga Ward no 4,Hatigarh Thengbhanga,Hathkhula Santipur,Gangapar,Silbheta 1,Muladhari 1,Matiporbat,Borbori,Gegera,Dharamtul 2 no,Dakhin Dharamtul,Dharamtul no1,Pub Dharamtul Bisnu mandir,Sunduba Amonibori,Dakhin Dharamtul 1 No Ward,Purani Bhalukaguri,Dapanibori,Amsoi Beltola,Hariapar Hijalguri,Pub Kaurhagi,Pachim Kaurhagi,Bhakotgaon L.P.S ,Jagi Gohainchoki ,Hatiutha 1,Bhuyan basti Natun Bazar,Faliamari Nadirpar,Pavakati Kacharijan,Murisutipam Pakariapar ,  Elementary Schools Damaged | Morisutiup New LP School submerged and damaged as reported by Head Teacher on 28/06/22,  Irrigation Canal/Scheme Damaged | 27-06-2022 Rajakuchi PC- breach in brick lined branch canal approx - 70.00m,. 2.Chotabori PC 1,2,3 bending of the brick lined canal approx - 15.00m ,. 3. Dimoruguri PC. breach in brick lined branch canal approx length - 20.00m,. 4.Nabahatia Khanajan PC - Breach in brick lined branch canal approx length - 10.00m,  Morigaon - Fisheries/Pond | As per Fishery Dev. Officer(Bhurbandha) dtd. 29-06-2022, Water area affected due to flood= 5Bigha at Dandua area.,  Culvert Approach Road Damaged | As per PWD (Roads), dtd.29-06-2022, Khandajan Bakorichapari road AS-17-88, breached at ch.1050m and surface to the road got damaged for almost entire road length with severe erosion of sideberms and causing damage to the Box Culvert. Lat- 26.229435, Long-92.306701,  Anganwadi Centres Affected | 28/06/2022 As per CDPO, Mayong ICDS, AWC submerged at Borbori(partially), kalikajari(partially), Karatipam Nigam(Fully), Karatipam(Fully), Goroimari S/C (Mini) (Fully), kahibori Gormari(Partially), Sarubori(Partially), Bhalukaguri Kalpabari(Fully), Morakolong(Partially), Tengaguri(Partially), Damal(Partially), Karaiguri(Partially), Meruagaon(Partially), Telahi Namghar(Fully), Mantabori(fully), No1 Mantabori(Fully), Silbheta(Fully), Duruladubi(Fully), Telahi apakarbi(Partially), Dekagaon(Partially), Janpar 1(Partially), Janpar 2(Partially), Janpar ST(Partially), Rupaibari(Partially), Bhumuraguri Adarshagaon(Partially), Thekeraguri2 (Partially), Thekera guri Veterinary(Partially), Sagarghat (Partially), Lukakuchi(Partially), Basundhara(Partially), Basundhari Jalah no 2(Partially), Basundhari Barjalah(Fully), Saru Matiparbat(Partially), Bhugduba Habi(Partially), Barkhal(Partially), Palahguri(Partially), Teteliguri(Partially), Teteliguri LP(Partiallly), 1no Murkata(Partially), Katahguri LP (Partially), katahguri 2 no Kalimandir(partially), Hatkhula Santipur(Partially), Silbheta 1 (Fully), Muladhari 1 (Fully), Matiparbat(Fully), Borbori (Partially), Dharamtul 2 no(partially), Dakhin Dharamtul(Partially), Dharamtul no 1(Partially), P0ub dharamtul Bishnu Mandir(Partially), Dakhin dharamtul 1 no ward (Partially), Purani Bhalukaguri(Partially), dAPANIBORI(Partially), Amsoi Beltola(Partially)",29-06-2022
18,,Nagaon,"Kampur - Elementary Schools Damaged | Total of 167 Nos Elementary Schools submerged as reported by BEEO, Kathiatoli Education Block on dated 29.06.2022,  Nagaon - PWSS Damaged | Kotayani AWC, Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division,  PWSS Damaged | Hatigarh Pub Mini AWC, Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division,  PWSS Damaged | Pumoi Haigarh Pub Mini AWC,Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division,  PWSS Damaged | Patharichuk Mini AWC,Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division,  PWSS Damaged | Dewrigaon Bapuji Libary,Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division,  PWSS Damaged | 2 No. Dewrigaon Hazarika Chuk AWC, Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division,  PWSS Damaged | Dewrigaon Dhyana Chuk AWC,Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division,  PWSS Damaged | Hatigarh Pachim Khanda mini AWC,Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division,  PWSS Damaged | Nonoi Ukhagaon AWC, Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division,  PWSS Damaged | Nam Panigaon AWC,Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division,  PWSS Damaged | Panigaon Sangha,Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division,  PWSS Damaged | Nonoi Solmari Balak LPS,Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division,  PWSS Damaged | Badal Gaon LPS,Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division, PWSS Damaged | Nonoi HS,Submerged/damaged- Filter unit, centrifugal pump,dated-29/06/2022, reported by PHE, Nagaon Division,  Raha - Fisheries/Pond | Area-95 Ha Total Pond-25 submerged reported by Fishery Department Dtd-28.06.2022",29-06-2022
19,,Nalbari,"Paschim Nalbari - Handloom & Textile Deptt | 80 nos. of weavers family and grand total 917 nos. families till today affected by flood. Damage of loom and accessories, weaven cloths etc. Information received from Handloom and Textile Department on 27/06/2022 ,  Washed away SPT Bridge | SPT Bridge over River Burhadia on Amoni babarthan road. Information received from PWRD on 29/06/2022,  Bamboo Foot Bridge | Bamboo foot bridge damaged on Phulguri LP School to Baragopal Than. Information received from PWRD on 29/06/2022.,  Ghograpar - Culvert Approach Road Damaged | As per infoarmation received from PWRD, on 28/06/2022, 2(two) nos of culvert has been damaged at Rangafali nad Naherbari,  Handloom & Textile Deptt | As per information received from concerned department, on 28/06/2022, 27 nos. of weavers has been affected",29-06-2022
20,,Sonitpur,"Dhekiajuli - Anganwadi Centres Affected | As reported by CDPO Borsola, AWCs affected at 3no Rangagora Dakhin Chuburi, 2no Rangagora Pub Chuburi, 1&2no Rangagora Dakhin Part, Char Anchal Lulukai (Mini), Upper benchimari, Pub Singri, Mora Belsiri, Nichalamari, Katanala, PGR(A), PGR (B), Katanala Ghat Suba, 2no Bosasimalu, madhya Suba Basasimalu, Barbhogia Bill par, Morishali & Monajia Suba. Date 27.6.22 ,  Anganwadi Centres Affected | As reported by CDPO Borsola, AWCs affected at monmohinipur TE (A), Tinkhuria Factory Line AWC, Tinkhuria 2 no Nadipar, Panbari TE(B), 1no Sesontola, Majbaligaon Pathar & Sopai TE AWC. Date 28.6.22. Date 27.6.22 ,  Fisheries/Pond | As reported by Fishery Borsola, damage observed at Chitalmari 11.70ha, Bhangamadir 7.4ha, Pirakata 12.8ha,. Ratanjuli 2.5Ha, Dhologuri 12.8ha, Lulukai 4.5ha Date 29.6.22,  Elementary Schools Damaged | As reported by BEEO, Dhekiajuli, Schools damaged due to flood at Lulukai Charanchal LP School, 478 Bosasimalu LP School, nibaron Mandal ME School, Basasimalu Pre senior Madrassa, No1 Basasimalu LPS, Solmari Chapari LPS, Sankardev LPS, Dakhin Basasimalu LPS, Ranitapu LPS, Forsetapu LP, Tintikia Tapu LPS, Gaitapu LPS, madhabdev LPS, Hatiborijan LPS, No2 Bosasimalu(Tilabosti) LPS, Pub Nichalamari LPS, SOpai Jhargaon LPS, Tintikia Gaitapu LPS. Date 29.6.22,  Protection Bundh Damaged | As reported by Water res Dept, bank erosion observed at Upper Benchimari area including 400Kv transmission line. length 200m. date 28.6.22,  Thelamara - Anganwadi Centres Affected | DATE-29/06/2022, As reported by CDPO, Dhekiajuli, AWC namely Rikamari Bazargaon,Kathalguri, Nepalibasti B, 2 NO. Nabil Pathar,Bherbheri Beel, Paschim Missamari, Dhankhona Balisuti, Naga Pathar, Naga Pathar A, Mejengjuli, Borbeel Dhekipelowa has been damaged.,  Elementary Schools Damaged | Date- 29/06/2022, As reported by BEEO, Dhekiajuli, Nabil Pather LP school has been damaged partially.",29-06-2022
