,infrastructure damaged - others,District,Other Details,Date
10,,Kamrup (M),"Chandrapur - Power Dept. Poles | Power Dept. Poles. 08 nos. of electric poles have been damaged due to heavy rainfall that occured on 14/06/2022 at Ganeshpur, Chandrapur, Daimuguri, Garobasti,  Power Dept. Poles | Power Dept. Poles. 02 nos. of electric poles have been damaged due to heavy rainfall that occured on 16/02/2022 at Bonda, Panikhaiti Gaon, Chandrapur Road,  Power Dept. Poles | Power Dept. Poles. 09 nos. of electric poles have been damaged due to heavy rainfall on 17/06/2022 at Nizarapara, Chandrapur NTC, Akashi Nagar brhind NTC, Baghdhora tila,  Guwahati - PWSS Damaged | 500 KVA Transformer of GU & AEC WSS has been brust due to thunderstrom on 14/06/2022,  Secondary Schools Damaged | Panbazar HS School, Gotanagar Nambari H School, Bengali HS School, Jalukbari HS School, Ulubari HS School, Baidik Ashram LP School, Sadilapur LP School due to Flood on 15/06/2022,  Road Breaches | GS Road- Approach of Ulubari Fly over, Service Road, Bhangagarh Fly Over, Ch. 170.00mm to Ch 4250.00mm, MG Road, Lamb Road, CK Agarwala Road, GMCH approache Road, Lachit Nagar Main Road, Rajgarh Main Road, B.Baruah Road, Rajgarh link Road, Lachit Lane, KC Sen Road, Manipuri East Road 1 and East Road 2, Rup Nagar, Birubari, Pub Sarania Bylane 4, Krishna Nagar Main Road, Raj Bhawan approach Road, RGB Road, Niligiri Path North Jyoti Nagar, Lankeswr Road, Ganesh Mandir Path North Jyotinagar, Lankeswar Haridev Nagar Road due to Flood on 15/06/2022,  Anganwadi Centres Affected | Baragaon Mikirghuli, Anil Nagar, Ganesh Nagar,  Dispur - PWSS Damaged | A part of distribution network of Satgaon Kalyankuchi PWSS DURING FLOOD ON 16/06/2022,  Road Breaches | Janapath Main Road entire road surface damaged , Tarun Nagar Bylane 5 adjuscent to Bharalu River due to Flood on 16/06/2022,  Road Breaches | Mother terasa road surface damaged 16/06/2022,  Anganwadi Centres Affected | Dakhin Beltola, Majopara, Arundhuti Basishtha, Swargapur, Arungiri Basishtha, Pilling Katta, Beherbari, Sunkuchi Borsojai, Sagalpara, Ahom Gaon, Sijubari, Latakata, LN Bezboruah, Basishtha Bijoypur, Narakasur, Narbam LP School, Kahilipara Mikir Basti, Adagudown Dhopolia, Carbon Gate 2 No. Mothghoria, 2 No Mothghoria, Bhupendra Nagar, Lakhipur, Pathor quqrry MS, 1 No Mothghoria, 1 No Mothghoria Santi Nagar, Baikuntha Nagar, Tol Chachal, Dwaraka Nagar, Aziz Nagar, Juripar, Sathgaon Ambari, Karanachal, Upper Hengerabari, Japorigog, Rukmini Nagar AWS partially damaged on 16/06/2022",18-06-2022
11,,Kokrajhar,"Bagribari - Culvert Approach Road Damaged | As reported by LR staff, approaches of five nos. of culverts at Bisubasra, Kuarpar LPS, Lalmati-Borogaon, Silbari High School and Bhutanergaon on Joypur to Silbari Road has been damaged ON 18-06-2022",18-06-2022
12,,Lakhimpur,"Subansiri - Bridge Approach Road Damaged | As reported by the Dhakuakhana Territorial Road Division, Ghilamara the approach of RCC Br. No. 3/1 over river Bhimpara on Khajua Tiniali to Basudevthan Road is Damaged (L= 7M) on 17/06/2022,  Bridge Approach Road Damaged | As reported by the Dhakuakhana Territorial Road Division, Ghilamara the approach of RCC Br. No. 5/1 over River Kilakili on Khajua Tiniali to Basudevthan Road is Damaged (L= 5M) on 17/06/2022,  North Lakhimpur - Power Dept. Poles | 8.5 mtr 19 nos. as reported by APDCL, North Lakhimpur Divn. on 17-06-2022.,  Power Dept. Poles | 7.5 mtr 36 nos. as reported by APDCL, North Lakhimpur Divn. on 17-06-2022.,  Power Dept. Conductors | 21.65 km approx. as reported by APDCL, North Lakhimpur Divn. on 17-06-2022.,  Nowboicha - Power Dept. Conductors | 20.3 KM conductor damaged under Nowboicha Electrical Sub- division on 17.06.2022. Report received from Nowboicha Electrical Sub-division , Power Dept. Poles | LT Pole-7 Nos. and HT Pole- 2 Nos. damaged under Nowboicha Electrical Sub-division on 17.06.2022. Report received from Nowboicha Electrical Sub-division",18-06-2022
13,,Majuli,"Majuli - Agri Bundh Damaged | Due to rising water level of the river Subansiri, split over topping on a agriculture bund at Balijokaibowa gaon on 18.06.2022. GPS location: Lattitude 27.034196° Longitude 94.180661°,  Ujani Majuli - Anganwadi Centres Affected | 10 nos of Anganwadi centers partially submerged on 18.06.2022. 1. Besamora AWC, 2. Borbukapathar AWC, 3. Salmora Borbuka AWC, 4. Ujani Kumargaon AWC, 5. Borbuka AWC, 6. Salmora Borboka AWC B, 7. Dakhinpat Purani Satra AWC, 8. Namoni Sumoimari AWC, 9. Belguri Kutumchuk AWC, 10. 1 no. Jogi gaon AWC",18-06-2022
14,,Morigaon,Bhuragaon - Health Sub-Centre | Sialmari SD Nurse Quarter eroded due incessant rain on 17-06-2022,18-06-2022
15,,Nagaon,Raha - Veterinary Deptt Infrastructure | Magurgaon State dispensary has been submerged on 18/06/2022,18-06-2022
16,,Nalbari,"Ghograpar - Irrigation Canal/Scheme Damaged | As per Information received from Irrigation department, at village Poichara, Canal Damage, boring damage, approch road damage on 17/06/2022,  Irrigation Canal/Scheme Damaged | As per Information received from Irrigation department, at village Poichara, Canal Damage, Approch road Damage on 17/06/2022,  Irrigation Canal/Scheme Damaged | As per Information received from Irrigation department, at village Kundargaon, Canal Damage, Approch road damage on 17/06/2022,  Irrigation Canal/Scheme Damaged | As per Information received from Irrigation department, at village Nimua Latima, Canal damage on 17/06/2022,  Fisheries/Pond | As per Fishery report received from fishery department, on 17/06/2022, Nos of submerged ponds and tanks 216 nos., water area 28.8 H,  Nalbari - Culvert Approach Road Damaged | As per report received from PWRD, Malikuchi to Terechia Barpukhuri par road culvert damaged due to rain water Dated: 17/06/2022,  Culvert Approach Road Damaged | as per the report from PWRD, kharjara to nalbari bahjani road culvert damaged Dated: 17/06/2022,  Culvert Approach Road Damaged | as per the report from PWRD, Malipara to Industry chowk culvert damaged due to rain water Dated: 17/06/2022,  Irrigation Canal/Scheme Damaged | as per the report from Irrigation Dept, Nalbari Haripur DTWIS damaged due to flood Dated: 17/06/2022,  Handloom & Textile Deptt | As per the report of Hand loom & Textile department, total 34 nos artisans are affected due to flood Dated: 17/06/2022,  Fisheries/Pond | as per the report received fishery department, nalbari total 856 fish farmers family affected due to flood and rain water, Dated: 17/06/2022,  Barbhag - Irrigation Canal/Scheme Damaged | Baharghat ELIS ( Garakhia Than point) Dated : 17/06/2022,  Irrigation Canal/Scheme Damaged | Baharghat ELSS( Hatimari Point) Dated : 17/06/2022,  Irrigation Canal/Scheme Damaged | Chatama Chamarkuchi DTWIS( Point 6) Dated : 17/06/2022,  Irrigation Canal/Scheme Damaged | Chatama FIS Dated : 17/06/2022,  Fisheries/Pond | 21 Ponds affected as per report by Fishery dept. Dated : 17/06/2022",18-06-2022
17,,Sivasagar,"Sivsagar - Anganwadi Centres Affected | 152 Nos Saraguri AWC, 8 Nos Rupahimukh AWC,143 Nos. Rupahimukh AWC are submerged on 18-06-2022",18-06-2022
18,,Sonitpur,"Thelamara - Culvert Approach Road Damaged | As reported by PWD Roads Dept, Barchalla Territorial Road Sub-Division, Barchalla on 18/06/2022, three rows of hume pipe culvert approach of culvert No.2/1 at ch. 1200.00M got fully washed damaged.,  Chariduar - Fisheries/Pond | GUDAMGHAT, GUDAMGHATMIRI, GUDAMGHAT KACHARI, PAKBIL, RANGAJAN MIRI, ROWMARI, BERAJAN, MANSIRI, SINGHAGHARI PONDS ARE ENUNDATED,  Naduar - Culvert Approach Road Damaged | As per report submitted by Asst. Executive Engineer, PWD Sootea Territorial Road Sub-Division on 17/06/2022, the culvert no. 2/1 eroded and culvert no. 3/1 of NH-15 Kathabari to Bamunbari road settle down on 17/06/2022. (Lat 26.770593 Long 92.956455, Lat 26.77066 Long 92.956557, Lat 26.770293 Long 92.942828),  Dhekiajuli - Culvert Approach Road Damaged | PWD culvert approach partially damaged at Narengkati Bangali along Dhekiajuli to Panchnoi Pwd road. dated 17.6.22,  Culvert Approach Road Damaged | Culvert approach partially damaged along a village road at Balisuti Bangali village . dated 18.6.22,  Culvert Approach Road Damaged | Culvert approach partially damaged along Sirajuli to Hugrajuli road at Mazrowmari village. dated 18.6.22,  Tezpur - Fisheries/Pond | Dated: 18/06/2022. As reported by Fishery Dept. 41 no. of families were affected by Fish ponds inundated in Baghsung, Solmara, Bhalukjharoni, Parmaighuli. Total W/A (Ha) 11.70 (approx),  Culvert Approach Road Damaged | Dated: 18/06/2022. As reported by PWD (Roads) both sideof a cluvert damaged at Besseria Village infron of GREF office. Lat: 26.65961 Long: 92.74604",18-06-2022
19,,South Salmara,"Mankachar - Irrigation Canal/Scheme Damaged | As per report submitted Irrigation Department, Rangapani F.I.S Canal portion and Command area of the scheme have been submerged under water in village of Rangapani under Mankachar Dev. Block on 17-06-2022",18-06-2022
20,,Udalguri,"Khairabari - Washed away Culverts | The RCC slab culvert at Charanpara on Barakhat to Tangla Bhergaon Road was waashed away on 17.06.2022, creating breach. Length : 8M (approx.). Coordinates: Lat- 26.3710 Long-91.5318,  Power Dept. Poles | Due to continuous rain and flood, 8 nos. of LT & HT poles were damaged on 17.06.2022, in the villages namely: Pachim Jhargaon, Balisitha, Doulchuba, Chanbari & Barnadijhar., Power Dept. Conductors | Due to continuous rain and flood, HT, LT & 33KV conductors were snapped on 17.06.2022, at various places namely: Pachim Jhargaon, Balisitha, Doulchuba, Chanbari Nalbari & Nonaikhuti",18-06-2022
