,infrastructure damaged - others,District,Other Details,Date
10,,Golaghat,Bokakhat - Agri Bundh Damaged | Breach of Check Bund at Dhansiri Temera Gaon (Elengmari) on 18.06.2022,19-06-2022
11,,Hojai,"Hojai - PWSS Damaged | Siliguri Basti PWSS Submerged on 18/06/2022,  PWSS Damaged | Hatimura Dakhin Kenduguri Zone-II PWSS Submerged on 18/06/2022,  Power Dept. Conductors | Conductor-3 km Pole 20, at Pun Bagari, Baliram pather Hayangaon, Dakhin Bedoati, Warigjendeng, Pun Jugijan,Barafuti, Brajapur, Ahompura, Fakuli,Pachim Jugijan Damaged on 19-06-2022,  Doboka - Power Dept. Conductors | Conductor = 3 km at village Bheloguri, Bheloguri pathar, Block 48, Borjari gaon , Changjurai, Changmaji Gaon, Changmaji mikirgaon, Changmaji pathar, Charlock, Jamunamukh,Sarupathar, Bedoati, Baliram On 19/06/2022,  Power Dept. Poles | Pole=150 , at villages , Bheloguri, Bheloguri pathar, Block 48, Borjari gaon , Changjurai, Changmaji Gaon, Changmaji mikirgaon, Changmaji pathar, Charlock, Jamunamukh,Sarupathar, Bedoati, Baliram On 19/06/2022 ,  PWSS Damaged | Oksekpather PWSS (Barge Submarged on 18-06-2022",19-06-2022
12,,Kamrup,"Rangia - Agri Bundh Damaged | Many Agribundhs has been submerged and damaged under Rangia Rev Circle as per report of BDO, Rangia on 18.6.2022,  Fisheries/Pond | 250 nos. of Ponds affected amounting to water area 28 Ha as per report of FDO, Rangia & FDO, Bihdia,  Kayan - Power Dept. Poles | 6nos. Date: 18/06/2022. Reported by Rangia Electrical Sub-Division 2, APDCL, Rangia.,  Power Dept. Conductors | 550 m. Date: 18/06/2022. Reported by Rangia Electrical Sub-Division 2, APDCL, Rangia",19-06-2022
13,,Kamrup (M),"Dispur - Protection Bundh Damaged | Bharalu River Guard Wall Breach appx 20 m and water is still seeping inside at Anil Nagar , At Junali oppsite of FINER office the Bharalu gard wall breach on 19/06/2022",19-06-2022
14,,Kokrajhar,"Bhawraguri - Damaged SPT Bridge | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 18-06-2022 SPT BRIDGE NO 1/1, 2/1, 2/2, 2/3, 3/1 & 3/2 ON NARENGURI TO GAMBARIBIL ROAD HAS DAMAGED,  Damaged SPT Bridge | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 18-06-2022 SPT BRIDGE NO 1/1 AT JINJHIRIBIL TO LUCHUTBIL ROAD HAS BEEN DAMAGED,  Bamboo Foot Bridge | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 18-06-2022 BAMBOO BRIDGE NO 1/1 AT PATAKATA SINSILIBARI ROAD HAS BEEN DAMAGED,  Damaged SPT Bridge | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 18-06-2022 SPT BRIDGE NO 1/2 & 2/1 AT PATAKATA SINSILIBARI ROAD HAS BEEN DAMAGED,  Bridge Approach Road Damaged | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 18-06-2022 APPROACHES OF RCC BRIDGES NO 2/1 ON THANDA BAZAAR TO NARENGURI ROAD DAMAGED,  Irrigation Canal/Scheme Damaged | AS REPORTED BY AEE, KOKRAJHAR WEST SUB DIVISION (IRRIGATION) RAMFALBIL ON 17-06-2022 CAUSED DUE TO FLOOD DAMAGES TO THE AFFLUX BUND U/S AT PATAKATA FIS,  Road Breaches | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 18-06-2022 NARENGURI TO SOULMARI ROAD SUBMERGED AND BREACHED AT 1ST KM (100 M) , Bridge Approach Road Damaged | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 18-06-2022 PERMANENT RESTORATION OF ROAD FROM KOCHUGAON TO NOBINAGAR RCC BRIDGE NO 2/2 APPROACH ERODED,  Culvert Approach Road Damaged | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 18-06-2022 PERMANENT RESTORATION OF BHAWRAGURI KACHUGAON PWD ROAD HP CULVERT 15/1 PARTIALLY DAMAGED,  Culvert Approach Road Damaged | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 18-06-2022 IMMEDIATE RESTORATION OF NH 31 © TO DEMDEMA RABHA VILLAGE AT CH 700 MTS REQUIRED BOX CULVERT ,  Bamboo Foot Bridge | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 18-06-2022 IMMEDIATE RESTORATION OF NH 31 © TO DEMDEMA RABHA VILLAGE AT CH 1600 MTRS RESTORATION OF TEMPORARY FOOT BRIDGE,  Culvert Approach Road Damaged | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 18-06-2022 IMMEDIATE RESTORATION OF CHORAIDEKA BORO BOSTI BOX CULVERT BOTH SIDE APPROACH DAMAGED,  Culvert Approach Road Damaged | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 18-06-2022 IMMEDIATE RESTORATION OF CHORAIDEKA VILLAGE TO NISHA BOSTI ADIVASHI VILLAGE ROAD. PERMANENT RESTORATION OF RCC BOX CULVERT ,  Culvert Approach Road Damaged | AS REPORTED BY AEE PWD RR, KACHUGAON DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 14TH JUNE TO TILL 18-06-2022 IMMEDIATE RESTORATION OF CHORAIDEKA TO JANAGAON ADIVASHI VILLAGE ROAD. PERMANENT RESTORATION OF RCC BOX CULVERT ,  Gossaigaon - Damaged SPT Bridge | AS REPORT RECEIVED ON DATE 17.06.2022 FROM AEE, PWD KACHUGAON RR SUB DIVISION DUE TO HEAVY RAIN THE SPT BRIDGE NO 1/1 ON JMBUGURI TO JIAGURI ROAD HAS BEEN WASHED OUT ON LENGTH 20.00 M(.),  Damaged SPT Bridge | AS REPORT RECEIVED ON DATE 17.06.2022 FROM AEE, PWD KACHUGAON RR SUB DIVISION DUE TO HEAVY RAIN THE SPT BRIDGE NO 1/1 ON GURUFELLA SARAIBIL ROAD HAS BEEN PARTIALLY DAMAGED OF LENGTH 15.00 M (.),  Washed away Culverts | AS REPORT RECEIVED ON DATE 17.06.2022 FROM AEE, PWD KACHUGAON RR SUB DIVISION DUE TO HEAVY RAIN APPROACHES OF RCC SLAB CULVERT NO. 1/2 DAMAGED HP CULVERT NO 2/2 HAS BEEN WASHED OUT ON GAKSHA POKHIHAGA ROAD TO POKHIHAGA ROAD M(.),  Road Breaches | AS REPORT RECEIVED ON DATE 17.06.2022 FROM AEE, PWD KACHUGAON RR SUB DIVISION DUE TO HEAVY RAIN ROAD FORMATION BREACHED OF LEANGTH- 10.00 M AT KATRIBARI VILLAGE ROAD (.).,  Culvert Approach Road Damaged | AS REPORT RECEIVED ON DATE 17.06.2022 FROM AEE, PWD KACHUGAON RR SUB DIVISION DUE TO HEAVY RAIN HP CULVERT NO 1/1 HAS BEEN DAMAGED ON LOTAMARI JALESHWARI LINK ROAD (.),  Damaged SPT Bridge | AS REPORT RECEIVED ON DATE 17.06.2022 FROM AEE, PWD KACHUGAON RR SUB DIVISION DUE TO HEAVY RAIN THE SPT BRIDGE NO1/1 IS PARTIALLY DAMAGED ON NH 31 (C) TO BHODEAGURI ROAD (.),  Damaged SPT Bridge | AS REPORT RECEIVED ON DATE 17.06.2022 FROM AEE, PWD KACHUGAON RR SUB DIVISION DUE TO HEAVY RAIN THE SPT BRIDGE NO 1/1 IS PARTIALLY DAMAGED ON GARDENPUR TO PANBARI KOIMARI LINK ROAD VIA BELGURI,  Bridge Approach Road Damaged | AS REPORT RECEIVED ON DATE 17.06.2022 FROM AEE, PWD KACHUGAON RR SUB DIVISION DUE TO HEAVY RAIN IMMEDIATE RESTORATION ON JIAGURI SENGMARI ROAD BRIDGE NO.2/8 BADLY DAMAGED,  Bridge Approach Road Damaged | AS PER REPORT ON DATE 17.06.2022, AEE PWD KACHUGAON RR SUB DIVISION DUE TO HEAVY RAIN IMMEDIATE RESTORATION OF ROAD DAMAGED BRIDGE NO 2/2 ROAD FROM JOYMAGAON (GOMN),  Culvert Approach Road Damaged | AS PER REPORT ON DATE 17.06.2022, AEE PWD KACHUGAON RR SUB DIVISION DUE TO HEAVY RAIN IMMEDIATE RESTORATION OF ROAD DAMAGED JOYMAGAON KULL RCC BOX CULVERT 2X2 1 CELL",19-06-2022
15,,Lakhimpur,"North Lakhimpur - Power Dept. Poles | 8.5 meter 16 nos as reported by APDCL NL Division on 19-06-2022,  Power Dept. Poles | 7.5 meter 12 nos as reported by APDCL NL Division on 19-06-2022,  Power Dept. Conductors | 27.8 KM Approx as reported by APDCL NL Division on 19-06-2022,  Dhakuakhana - Bamboo Foot Bridge | The bamboo foot bridge no. 2/1 on Tulshijan to No. 2 Tulshijan road (Ch. 1560M)damaged on 18/06/2022.| Bridge Length= 75.00M, Damaged Length= 75.00m. Report submitted by PWD Roads.,  Bihpuria - Protection Bundh Damaged | Approximately 100 meters of the bundh has breached at Deori Gokhani Than Kathoni Gaon (Padmapur), Uttar Laluk GP under Karunabari Dev. Block on 19/06/2022,  Fisheries/Pond | 105 nos. ponds affected at No.1 Dharmapur( 25 Hectare), 145 nos. ponds affected at Islampur(29 hectare),115 nos. ponds at Kutubpur(23Hectare), 98 nos. ponds affected at Ahmedpur (18 Hectare), 103 nos. ponds affected at Dharmapur Block(26 hectare) on 19/06/2022 as reported by fishery development officer Karunabari.,  Power Dept. Poles | 7 nos. of 7.5 mts. PSC pole, 6 nos. 8.5 mts. PSC pole, 1.3 Km conductor damaged at Sonapur No.2 and 2 nos. of f 7.5 mts. PSC pole, 0.3 Km conductor damaged at Chichapathar on 18/06/2022 as reported by SDE, APDCL, Bihpuria ESD",19-06-2022
16,,Majuli,"Majuli - Irrigation Canal/Scheme Damaged | 4 nos. of Irrigation schemes got submerged on 19.06.2022. 1. Pabhokhowa Sluice gate at Sumoimari area. 2. STW scheme at Ujani-Namoni Jokaibowa part-1 3. STW scheme at Ujani-Namoni Jokaibowa part-2 4. Solar MDTW scheme at Mohorichuk kordoiguri area,  Ujani Majuli - PWSS Damaged | The distribution of pipe line and FHTC of Doloni Chamoguri village Solar powered Mini PWSS under Bongaon GP affected by flood on 19.06.2022",19-06-2022
17,,Morigaon,"Bhuragaon - Anganwadi Centres Affected | 44 no NIz Chaharia AWC, 269 Jenpari Laokhuwa Chuburi AWC, 49 No Durangbandi AWC, 266 No. Kubetary AWC, 267 Buwalguri Tribel Chuburi AWC, 325 No Uttar Pavakati AWc,112 No 2 No Dighaliati AWC, 424 No Uttar Dighaliati AWC, 50 No Barukati Chaharia AWC submerged on flood water on 18-06-2022,  Mayong - PWSS Damaged | Raw water pump house submerged at Baha Ganesh Mandir as reported by PHED, Morigaon on 19/06/22. lat- 26.181. long- 92.131,  Irrigation Canal/Scheme Damaged | Thengbhanga Kalimandir LIS one side of the main canal wall has fallen down i e around 15.00 mts today at 4am during heavy rainfall as reported by JE, Irrigation department Morigaon on 19/06/22. lat:26.210. long:92.053",19-06-2022
18,,Nagaon,"Kampur - PWSS Damaged | Total 15 nos. PWSS damaged under Kampur Rev. Circle Reported by PHE Department Dtd-18.06.2022,  Power Dept. Transformers | 11 nos. transformers damaged under kampur Rev. Circle reported by APDCL Kathiatoli Sub division Dtd-18.06.2022,  Power Dept. Poles | 30 nos. poles uprooted under kampur Rev. Circle reported by APDCL Kathiatoli Sub division Dtd-18.06.2022,  Power Dept. Conductors | 2.00 KM conductor damaged under kampur Rev. Circle reported by APDCL Kathiatoli Sub division Dtd-18.06.2022,  Raha - Secondary Schools Damaged | Pub Darangigaon Anchalik HS has been submerged on 19/06/2022,  Secondary Schools Damaged | Bahakabari HS has been submerged on 19/06/2022 ,  Elementary Schools Damaged | Chaparmukh Town ME School has been submerged on 19/06/2022,  PWSS Damaged | Charaijuria PWSS was submerged on 18/06/2022 submitted by PHE Department,  PWSS Damaged | Amtola PWSS was submerged on 18/06/2022 submitted by PHE Department,  PWSS Damaged | Chengajan PWSS was submerged on 18/06/2022 submitted by PHE Department,  Power Dept. Poles | Kathiatali Electrical Sub Division-10 nos of poles damaged and 10 nos. of poles are submerged on 19/06/2022 ,  Power Dept. Conductors | Kathiatali Electrical Sub Division- LT conductor =3.00k damaged and LT conductor=3.00k replaced on 19/06/2022,  Power Dept. Transformers | Kathiatali Electrical Sub Division- 1 no. of DTR are damaged and replaced 19/06/2022,  Kaliabor - Public Health Centre (PHC) | 2Nos. of PWSS affected (Water sources affected) reported by Executive Engineer (PHE) Kaliabor Division (Date: 18/06/2022),  Nagaon - Power Dept. Poles | L.T Pole-10 Nos, damaged reported by kathiatoli Electrical Sub-Division, Dated-19/06/2022,  Power Dept. Conductors | Conductor-3km damaged reported by kathiatoli Electrical Sub-Division, Dated-19/06/2022,  Power Dept. Transformers | DTR-02 and submerged reported by kathiatoli Electrical Sub-Division, Dated-19/06/2022",19-06-2022
19,,Nalbari,"Ghograpar - Culvert Approach Road Damaged | As per W.T msg Received from PWRD, on 18/06/2022 7 nos of Culvert has been damaged,  Tihu - Fisheries/Pond | 232.37 hector submerged fishery Land under Tihu RC . As per report Fishery official as on 18/062022,  Paschim Nalbari - Handloom & Textile Deptt | 35 nos. weavers family affected. Damage of loom accessories, woven cloths etc. Information received from handloom and textile dept. on 19/06/2022 ,  Fisheries/Pond | 921 nos. of farmer families fisheries with 184.6 H.A area submerged and affected due to flood and heavy rainfall. Information received from Fishery Deptt. on 19/06/2022",19-06-2022
20,,Sivasagar,"Demow - Anganwadi Centres Affected | Sesamukh Napamua Anganwadi centre is submerged on 19-06-2022,  Sivsagar - Health Sub-Centre | Rupahimukh Health Sub Centre is submerged on 18-06-2022 ,  Anganwadi Centres Affected | Dighal Dariali AWC is submerged on 18-06-2022",19-06-2022
21,,Sonitpur,"Dhekiajuli - Road Breaches | Keherukhanda village road near Binapani LP School damaged due to rising water of Gorjuli rivulet. date 18.6.22,  Road Breaches | Village road at Kataludub partially damaged by rising agricultural water. dated 18.6.22,  Road Breaches | Village road at Katalupathar partially eroded by Gorjuli rivulet. date 18.6.22,  Road Breaches | Keherukhand to Singri PWD rural road via Rangagora partially damaged due to rising water of an agricultural stream at Keherukhanda gaon. dated 19.6.22 ,  Chariduar - Health Sub-Centre | BALIPARA PHC SUBMERGED IN WATER DUE TO FLOOD DTD 19/06/2022 26.828512 92.780113",19-06-2022
22,,Tamulpur,Goreswar - Culvert Approach Road Damaged | Village Pukhuripar Culvert damaged on dated 18/06/2022,19-06-2022
23,,Udalguri,"Khairabari - Road Breaches | Breach of Length- 6M (approx.) occurred near Ram Narayan Mandir on Gurihati Nichilamari Road on 17.05.2022. GPS Coordinates- Lat: 26.611336 Long: 91.786699,  Fisheries/Pond | As per reported by the department approximately 45 farmers were affected in some villages namely: Harcharapara & Bar-Tangla and approximately 7.5 Ha. of land is affected on 17-06-2022",19-06-2022
