revenue_ci,object_id,district_3,matches,Revenue_Name,RC_Id,District_Name
Mankachar,257,SOUTH SALMARA MANCACHAR,Mankachar,Mankachar,160,South Salmara
Goreswar (Pt),259,TAMULPUR,Goreswar,Goreswar,17,Tamulpur
Tamulpur,261,TAMULPUR,Tamulpur,Tamulpur,4,Tamulpur
Baksa,262,BAKSA,Baska,Baska,2,Baksa
Sarupeta (Pt),265,BAJALI,Sarupeta,Sarupeta,24,Bajali
Chenga,266,BARPETA,Chenga,Chenga,21,Barpeta
Kalaigaon (Pt),268,UDALGURI,Kalaigaon,Kalaigaon,170,Udalguri
Mayong,271,MORIGAON,Mayong,Mayong,132,Morigaon
Palasbari,272,KAMRUP,Palashbari,Palashbari,108,Kamrup
Azara,273,KAMRUP,Azara,Azara,95,Kamrup (M)
Jorhat West,276,JORHAT,Jorhat West,Jorhat West,92,Jorhat
Jorhat East,277,JORHAT,Jorhat East,Jorhat East,89,Jorhat
Sapekhati,278,CHARAIDEO,Sapekhati,Sapekhati,41,Charaideo
Sonari,279,CHARAIDEO,Sonari,Sonari,42,Charaideo
Ujani Majuli,280,MAJULI,Ujani Majuli,Ujani Majuli,173,Majuli
Majuli,281,MAJULI,Majuli,Majuli,131,Majuli
Phuloni,275,K.ANGLONG,Phuloni,Phuloni,111,Karbi Anglong 
Pathorighat,238,DARRANG,Pathorighat,Pathorighat,48,Darrang
Naobaicha,143,LAKHIMPUR,Nowboicha,Nowboicha,129,Lakhimpur
Golakganj (Pt),111,DHUBRI,Golakganj,Golakganj,59,Dhubri
Khoirabari (Pt),241,UDALGURI,Khairabari,Khairabari,169,Udalguri
Na-Duar,140,,Naduar RC part,Naduar RC part,177,
Barnagar (Pt),231,BAKSA,Barnagar RC part,Barnagar RC part,178,Baksa
Koya,209,KAMRUP,Kayan,Kayan,109,Kamrup
North Guwahati,217,KAMRUP,North Ghy,North Ghy,101,Kamrup
,256,,,,61,
,279,,,,175,
,168,,,,176,
Mangaldoi (Pt),243,UDALGURI,Pub-Mangaldai ,Pub-Mangaldai ,188,Darrang
Guwahati,219,KAMRUP METRO,Dispur,Dispur,94,Kamrup (M)
Sidli (Pt-II),201,BONGAIGAON,Dangtol,Dangtol,31,Bongaigaon
Bagribari (Pt),109,DHUBRI,Athani,Athani,58,Dhubri
Dhubri (Pt),112,DHUBRI,Gauripur,Gauripur,60,Dhubri
Dhekiajuli (Pt),137,SONITPUR,Thelamara,Thelamara,159,Sonitpur
