S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,21.0,167325.0,MJM CONSULTANT PRIVATE LIMITED,INR,0.0,21,167689,EDGE INDIA,15-Jul-2020 12:48 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,22.0,167335.0,rommel associates,INR,0.0,22,170512,G B INTERNATIONAL,29-Jul-2020 02:50 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,23.0,167341.0,POLYHUB AGRO INTERNATIONAL,INR,0.0,23,167012,GOLD CUBE AUTOMATIONS AND ENERGY,29-Jul-2020 09:32 AM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,24.0,167342.0,HIMALAYA SOLAR COMPANY,INR,0.0,24,167293,Green Agrotech,13-Jul-2020 07:46 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,25.0,167364.0,ATAL TRADERS,INR,0.0,25,167714,GREEN IP SERVICES PVT LTD,21-Jul-2020 11:24 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,26.0,167381.0,MG SOLAR,INR,0.0,26,167742,Green Tech Agri. Sector Pvt. Ltd.,15-Jul-2020 05:17 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,27.0,167387.0,ROHIT COMMUNICATION,INR,0.0,27,167436,GRUN UMWELT ENERGY,15-Jul-2020 01:42 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,28.0,167447.0,New BKS Services,INR,0.0,28,167671,GVM ENGINEERS,15-Jul-2020 04:39 PM,Rejected-Technical,Rejected Kindly see attachment,01-Oct-2020 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,29.0,167476.0,BSG SOLAR ECO ENERGY PRIVATE LIMITED,INR,0.0,29,170556,HARI OM TRADER,29-Jul-2020 04:43 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,30.0,167481.0,M/s Angiras Agri Clinic Agri Business and Training Center,INR,0.0,30,167933,HIGH ALTITUDE CONSTRUCTION PVT. LIMITED.,16-Jul-2020 06:33 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,31.0,167508.0,BIKRANT SHARMA GOVT CONTRACTOR,INR,0.0,31,167342,HIMALAYA SOLAR COMPANY,14-Jul-2020 10:21 AM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,32.0,167543.0,VIPEN CHAND GOVT. CONTRACTOR,INR,0.0,32,167554,HIMCOM COMPUTERS,14-Jul-2020 06:10 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,33.0,167565.0,BISHAV SHAMA,INR,0.0,33,165812,HIM ENTERPRISES,14-Jul-2020 10:48 AM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,34.0,167566.0,Swati Industries,INR,0.0,34,166100,himoday solar energy pvt ltd,22-Jul-2020 11:18 AM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,35.0,167601.0,PARMAR TRADERS,INR,0.0,35,167756,HYDEL CONSULTANT PRIVATE LIMITED,29-Jul-2020 04:17 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,36.0,167620.0,Dev Bhoomi Green House Solutions,INR,0.0,36,167748,INTERGLOBLE MANUFACTURING CO.,15-Jul-2020 04:13 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,37.0,167683.0,3F Power Solutions,INR,0.0,37,170382,INTERNATIONAL EXPORT HOUSE,29-Jul-2020 04:45 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,38.0,167689.0,EDGE INDIA,INR,0.0,38,169549,LABFURNISHERS,28-Jul-2020 10:58 AM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,39.0,167698.0,sun astra energy solutions pvt ltd,INR,0.0,39,166693,manjushree agrotech,15-Jul-2020 10:26 AM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,40.0,167708.0,M/S HIM AGRO INDUSTRY,INR,0.0,40,167303,MANNAT JEWELLERS,14-Jul-2020 02:12 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,41.0,167714.0,GREEN IP SERVICES PVT LTD,INR,0.0,41,170248,Maurice appliances,29-Jul-2020 04:45 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,42.0,167725.0,Earth Agro Structures Pvt Ltd,INR,0.0,42,170459,MDT INTERNATIONAL,29-Jul-2020 04:26 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,43.0,167748.0,INTERGLOBLE MANUFACTURING CO.,INR,0.0,43,167381,MG SOLAR,29-Jul-2020 12:34 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,44.0,167756.0,HYDEL CONSULTANT PRIVATE LIMITED,INR,0.0,44,167325,MJM CONSULTANT PRIVATE LIMITED,15-Jul-2020 01:31 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,45.0,168491.0,SWAN RANGERS,INR,0.0,45,167481,M/s Angiras Agri Clinic Agri Business and Training Center,15-Jul-2020 04:57 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,46.0,168913.0,Sanvi associate,INR,0.0,46,167708,M/S HIM AGRO INDUSTRY,15-Jul-2020 01:55 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,47.0,168925.0,bharti tech,INR,0.0,47,166877,M/S Sai Steel Co and Consultants,20-Jul-2020 06:10 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,48.0,169549.0,LABFURNISHERS,INR,0.0,48,170478,M/S SUN POWER,29-Jul-2020 01:49 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,49.0,170102.0,SANJAY GENERAL STORE,INR,0.0,49,167447,New BKS Services,15-Jul-2020 01:48 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,50.0,170478.0,M/S SUN POWER,INR,0.0,50,166887,OCEAN ELECTRONICS,14-Jul-2020 08:25 AM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
